pick_overall,team,player_name,college,years_played,games_played,total_mins_played,total_pts,total_rebounds,total_assists,fg_percent,three_pt_percent,ft_percent,win_shares,win_shares_per_48,draft_year,mins_per_game,pts_per_game,rebounds_per_game,assists_per_game,round_picked,pick_in_round
41,DEN,Jason Lawson,Villanova,1,17,80,26,27,5,0.6,0,0.8,0.5,0.28,1997,4.7,1.5,1.6,0.3,2,13
42,PHO,Stephen Jackson,Butler County Community College,14,858,27398,12976,3328,2634,0.414,0.333,0.798,36.1,0.063,1997,31.9,15.1,3.9,3.1,2,14
44,CLE,Cedric Henderson,Memphis,5,260,6182,1885,755,419,0.436,0.14,0.715,3.3,0.026,1997,23.8,7.3,2.9,1.6,2,16
45,WAS,God Shammgod,Providence,1,20,146,61,7,36,0.328,0,0.767,-0.1,-0.049,1997,7.3,3.1,0.4,1.8,2,17
46,ORL,Eric Washington,Alabama,2,104,2300,716,216,108,0.402,0.346,0.757,0.1,0.002,1997,22.1,6.9,2.1,1,2,18
47,POR,Alvin Williams,Villanova,9,460,12610,4161,1140,1877,0.421,0.313,0.76,21.7,0.082,1997,27.4,9,2.5,4.1,2,19
48,WAS,Predrag Drobnjak,NA,4,278,5542,2187,973,225,0.425,0.34,0.799,5.6,0.048,1997,19.9,7.9,3.5,0.8,2,20
50,ATL,Chris Crawford,Marquette,7,252,3985,1654,547,154,0.437,0.347,0.824,6.5,0.078,1997,15.8,6.6,2.2,0.6,2,22
51,LAL,DeJuan Wheat,Louisville,2,80,740,265,56,127,0.383,0.39,0.7,0.5,0.034,1997,9.3,3.3,0.7,1.6,2,23
54,OKC,Mark Blount,Pitt,9,605,13981,4941,2784,513,0.504,0.359,0.723,18.8,0.065,1997,23.1,8.2,4.6,0.8,2,26
1,LAC,Michael Olowokandi,University of the Pacific,9,500,13129,4135,3414,327,0.435,0,0.597,2.5,0.009,1998,26.3,8.3,6.8,0.7,1,1
2,MEM,Mike Bibby,Arizona,14,1001,33962,14698,3103,5517,0.436,0.379,0.802,73.2,0.104,1998,33.9,14.7,3.1,5.5,1,2
3,DEN,Raef LaFrentz,Kansas,10,563,14545,5690,3423,606,0.466,0.363,0.711,39.4,0.13,1998,25.8,10.1,6.1,1.1,1,3
4,TOR,Antawn Jamison,UNC,16,1083,37638,20042,8157,1761,0.451,0.346,0.724,87.8,0.112,1998,34.8,18.5,7.5,1.6,1,4
5,GSW,Vince Carter,UNC,22,1541,46367,25728,6606,4714,0.435,0.371,0.798,125.3,0.13,1998,30.1,16.7,4.3,3.1,1,5
6,DAL,Robert Traylor,Michigan,7,438,6243,2085,1640,312,0.474,0.167,0.577,13.3,0.102,1998,14.3,4.8,3.7,0.7,1,6
7,SAC,Jason Williams,Florida,12,788,23188,8266,1810,4611,0.398,0.327,0.813,38.5,0.08,1998,29.4,10.5,2.3,5.9,1,7
8,PHI,Larry Hughes,Saint Louis,13,727,22368,10242,3039,2290,0.406,0.309,0.757,32.3,0.069,1998,30.8,14.1,4.2,3.1,1,8
9,MIL,Dirk Nowitzki,NA,21,1522,51368,31560,11489,3651,0.471,0.38,0.879,206.3,0.193,1998,33.8,20.7,7.5,2.4,1,9
10,BOS,Paul Pierce,Kansas,19,1343,45880,26397,7527,4708,0.445,0.368,0.806,150,0.157,1998,34.2,19.7,5.6,3.5,1,10
11,DET,Bonzi Wells,Ball State University,10,591,15133,7147,2737,1249,0.46,0.327,0.697,29.4,0.093,1998,25.6,12.1,4.6,2.1,1,11
12,ORL,Michael Doleac,Utah,10,587,8789,2882,1955,343,0.439,0.125,0.791,12.7,0.07,1998,15,4.9,3.3,0.6,1,12
13,ORL,Keon Clark,UNLV,6,353,7971,2882,2096,322,0.5,0.053,0.645,18.2,0.11,1998,22.6,8.2,5.9,0.9,1,13
14,HOU,Michael Dickerson,Arizona,5,212,7490,3257,609,553,0.432,0.402,0.784,9.6,0.061,1998,35.3,15.4,2.9,2.6,1,14
15,ORL,Matt Harpring,Georgia Tech,11,665,17584,7645,3366,907,0.481,0.333,0.753,41.9,0.114,1998,26.4,11.5,5.1,1.4,1,15
16,HOU,Bryce Drew,Valparaiso,6,243,3970,1081,295,524,0.382,0.371,0.83,2.4,0.03,1998,16.3,4.4,1.2,2.2,1,16
17,MIN,Rasho Nesterović,NA,12,811,17983,5519,4143,836,0.502,0.077,0.585,39.9,0.107,1998,22.2,6.8,5.1,1,1,17
18,HOU,Mirsad Türkcan,NA,1,17,90,33,33,5,0.368,0,0.625,0,-0.019,1998,5.3,1.9,1.9,0.3,1,18
19,MIL,Pat Garrity,Notre Dame,10,552,11062,4017,1457,443,0.417,0.398,0.806,18.7,0.081,1998,20,7.3,2.6,0.8,1,19
20,ATL,Roshown McLeod,Duke,3,113,2130,817,308,124,0.409,0.111,0.819,0.2,0.004,1998,18.8,7.2,2.7,1.1,1,20
21,CHA,Ricky Davis,Iowa,12,736,21927,9912,2550,2426,0.446,0.361,0.781,28,0.061,1998,29.8,13.5,3.5,3.3,1,21
22,LAC,Brian Skinner,Baylor,14,608,10910,2876,2841,288,0.494,0.333,0.566,15.8,0.07,1998,17.9,4.7,4.7,0.5,1,22
23,DEN,Tyronn Lue,Nebraska,11,554,12564,4710,943,1727,0.437,0.391,0.829,19.7,0.075,1998,22.7,8.5,1.7,3.1,1,23
24,SAS,Felipe López,St. John's,4,249,4145,1448,604,252,0.432,0.327,0.659,3.1,0.036,1998,16.6,5.8,2.4,1,1,24
25,IND,Al Harrington,NA,16,981,28009,13237,5482,1649,0.444,0.352,0.727,42.5,0.073,1998,28.6,13.5,5.6,1.7,1,25
26,LAL,Sam Jacobson,Minnesota,3,68,752,283,80,36,0.511,0.36,0.739,1.1,0.071,1998,11.1,4.2,1.2,0.5,1,26
27,OKC,Vladimir Stepania,NA,6,270,3726,1118,1180,94,0.425,0.133,0.536,5.2,0.067,1998,13.8,4.1,4.4,0.3,1,27
28,CHI,Corey Benjamin,Oregon State,4,153,2191,835,259,143,0.39,0.289,0.652,-0.9,-0.019,1998,14.3,5.5,1.7,0.9,1,28
29,UTA,Nazr Mohammed,Kentucky,18,1005,15891,5827,4708,375,0.486,0,0.64,34.3,0.104,1998,15.8,5.8,4.7,0.4,1,29
30,DAL,Ansu Sesay,Ole Miss,4,127,1301,401,223,62,0.434,0.276,0.64,1.4,0.051,1998,10.2,3.2,1.8,0.5,2,1
31,LAL,Ruben Patterson,Cincinnati,10,649,15955,6953,2697,1150,0.517,0.179,0.641,35.1,0.106,1998,24.6,10.7,4.2,1.8,2,2
32,OKC,Rashard Lewis,NA,16,1049,33541,15579,5433,1765,0.452,0.386,0.805,90.9,0.13,1998,32,14.9,5.2,1.7,2,3
33,OKC,Jelani McCoy,UCLA,8,260,3824,1200,921,135,0.539,0,0.49,5.1,0.064,1998,14.7,4.6,3.5,0.5,2,4
34,CHI,Shammond Williams,UNC,7,325,5351,1892,518,765,0.401,0.366,0.798,8.8,0.079,1998,16.5,5.8,1.6,2.4,2,5
35,DAL,Bruno Šundov,NA,7,102,524,173,107,18,0.356,0.208,0.526,-0.7,-0.062,1998,5.1,1.7,1,0.2,2,6
36,SAC,Jerome James,Florida A&M,9,358,4771,1540,1099,118,0.485,0,0.617,2.9,0.029,1998,13.3,4.3,3.1,0.3,2,7
37,PHI,Casey Shaw,Toledo,1,9,14,2,3,0,0.125,0,0,-0.1,-0.498,1998,1.6,0.2,0.3,0,2,8
38,NYK,DeMarco Johnson,UNC Charlotte,1,5,37,6,7,0,0.333,0,0,-0.1,-0.091,1998,7.4,1.2,1.4,0,2,9
39,MIL,Rafer Alston,Fresno State,11,671,19392,6799,1891,3202,0.383,0.354,0.729,32.9,0.081,1998,28.9,10.1,2.8,4.8,2,10
40,DET,Korleone Young,NA,1,3,15,13,4,1,0.5,0.25,1,0.1,0.28,1998,5,4.3,1.3,0.3,2,11
41,HOU,Cuttino Mobley,Rhode Island,11,747,27618,11964,2902,2015,0.433,0.378,0.835,52.2,0.091,1998,37,16,3.9,2.7,2,12
42,ORL,Miles Simon,Arizona,1,5,19,2,2,0,0.2,0,0,-0.1,-0.289,1998,3.8,0.4,0.4,0,2,13
43,WAS,Jahidi White,Georgetown,7,334,5913,1954,1944,63,0.51,0,0.534,10.4,0.085,1998,17.7,5.9,5.8,0.2,2,14
44,NYK,Sean Marks,California,11,230,2275,638,501,50,0.448,0.2,0.665,2.6,0.055,1998,9.9,2.8,2.2,0.2,2,15
45,LAL,Toby Bailey,UCLA,2,73,698,241,126,43,0.407,0.2,0.692,1,0.072,1998,9.6,3.3,1.7,0.6,2,16
46,MIN,Andrae Patterson,Indiana,2,40,304,120,67,16,0.455,0,0.778,0.7,0.114,1998,7.6,3,1.7,0.4,2,17
47,TOR,Tyson Wheeler,Rhode Island,1,1,3,4,0,2,1,1,0.5,0.1,1.367,1998,3,4,0,2,2,18
48,CLE,Ryan Stack,South Carolina,2,43,397,99,79,10,0.352,0,0.787,0.2,0.028,1998,9.2,2.3,1.8,0.2,2,19
49,ATL,Cory Carr,Texas Tech,1,42,624,171,49,66,0.329,0.167,0.75,-1.2,-0.089,1998,14.9,4.1,1.2,1.6,2,20
52,SAS,Derrick Dial,Eastern Michigan,4,82,687,253,133,63,0.372,0.19,0.672,0.6,0.045,1998,8.4,3.1,1.6,0.8,2,23
53,DAL,Greg Buckner,Clemson,10,570,10895,2878,1593,719,0.45,0.334,0.757,20.9,0.092,1998,19.1,5,2.8,1.3,2,24
54,DEN,Tremaine Fowlkes,Fresno State,4,103,1233,301,228,54,0.409,0.2,0.791,2.1,0.08,1998,12,2.9,2.2,0.5,2,25
55,DEN,Ryan Bowen,Iowa,10,507,6502,1319,1060,250,0.456,0.206,0.693,12.4,0.092,1998,12.8,2.6,2.1,0.5,2,26
56,MEM,J.R. Henderson,UCLA,1,30,331,97,47,22,0.365,0.4,0.556,-0.2,-0.025,1998,11,3.2,1.6,0.7,2,27
57,UTA,Torraye Braggs,Xavier,2,22,178,46,51,7,0.475,0,0.667,0.3,0.071,1998,8.1,2.1,2.3,0.3,2,28
58,CHI,Maceo Baston,Michigan,4,105,831,286,175,26,0.616,0.375,0.74,2.3,0.134,1998,7.9,2.7,1.7,0.2,2,29
1,CHI,Elton Brand,Duke,17,1058,34910,16827,9040,2184,0.5,0.095,0.736,109.6,0.151,1999,33,15.9,8.5,2.1,1,1
2,MEM,Steve Francis,Maryland,9,576,21632,10446,3215,3473,0.429,0.341,0.797,54.1,0.12,1999,37.6,18.1,5.6,6,1,2
3,CHA,Baron Davis,UCLA,13,835,28592,13447,3183,6025,0.409,0.32,0.711,63.1,0.106,1999,34.2,16.1,3.8,7.2,1,3
4,LAC,Lamar Odom,Rhode Island,14,961,32131,12781,8059,3554,0.463,0.312,0.693,77,0.115,1999,33.4,13.3,8.4,3.7,1,4
5,TOR,Jonathan Bender,NA,8,262,3847,1453,582,170,0.417,0.34,0.763,3.8,0.047,1999,14.7,5.5,2.2,0.6,1,5
6,MIN,Wally Szczerbiak,Miami University,10,651,20052,9195,2602,1532,0.485,0.406,0.86,53.3,0.127,1999,30.8,14.1,4,2.4,1,6
7,WAS,Richard Hamilton,UConn,14,921,29559,15708,2852,3125,0.449,0.346,0.852,62.8,0.102,1999,32.1,17.1,3.1,3.4,1,7
8,CLE,Andre Miller,Utah,17,1304,40268,16278,4795,8524,0.461,0.217,0.807,100.8,0.12,1999,30.9,12.5,3.7,6.5,1,8
9,PHO,Shawn Marion,UNLV,16,1163,40097,17700,10101,2198,0.484,0.331,0.81,124.9,0.15,1999,34.5,15.2,8.7,1.9,1,9
10,ATL,Jason Terry,Arizona,19,1410,42034,18881,3274,5415,0.444,0.38,0.845,102,0.116,1999,29.8,13.4,2.3,3.8,1,10
11,CLE,Trajan Langdon,Duke,3,119,1738,647,159,152,0.416,0.396,0.91,2.9,0.079,1999,14.6,5.4,1.3,1.3,1,11
12,TOR,Aleksandar Radojević,Barton County Community College,2,15,152,26,36,7,0.308,0,0.625,-0.4,-0.13,1999,10.1,1.7,2.4,0.5,1,12
13,OKC,Corey Maggette,Duke,14,827,23358,13198,4022,1696,0.453,0.324,0.822,62.2,0.128,1999,28.2,16,4.9,2.1,1,13
14,MIN,William Avery,Duke,3,142,1205,379,93,199,0.33,0.255,0.714,-0.9,-0.034,1999,8.5,2.7,0.7,1.4,1,14
16,CHI,Metta World Peace,St. John's,17,991,31440,13058,4448,2631,0.414,0.339,0.715,61.1,0.093,1999,31.7,13.2,4.5,2.7,1,16
17,ATL,Cal Bowdler,Old Dominion,3,142,1383,424,272,29,0.404,0.182,0.768,1.8,0.061,1999,9.7,3,1.9,0.2,1,17
18,DEN,James Posey,Xavier,12,864,23260,7419,4061,1413,0.41,0.349,0.82,51.6,0.107,1999,26.9,8.6,4.7,1.6,1,18
19,UTA,Quincy Lewis,Minnesota,4,159,1853,567,210,96,0.397,0.333,0.71,0.8,0.02,1999,11.7,3.6,1.3,0.6,1,19
20,ATL,Dion Glover,Georgia Tech,6,294,6132,2407,897,455,0.411,0.317,0.756,5.8,0.045,1999,20.9,8.2,3.1,1.5,1,20
21,GSW,Jeff Foster,Texas State University,13,764,15750,3747,5248,703,0.497,0.13,0.615,47.5,0.145,1999,20.6,4.9,6.9,0.9,1,21
22,HOU,Kenny Thomas,New Mexico,11,632,17306,5876,4341,975,0.465,0.244,0.699,31.2,0.086,1999,27.4,9.3,6.9,1.5,1,22
23,LAL,Devean George,Augsburg College,11,630,11682,3536,1975,543,0.392,0.343,0.721,18.2,0.075,1999,18.5,5.6,3.1,0.9,1,23
24,UTA,Andrei Kirilenko,NA,13,797,23916,9431,4352,2169,0.474,0.31,0.754,75.4,0.151,1999,30,11.8,5.5,2.7,1,24
25,MIA,Tim James,Miami (FL),3,43,261,68,46,11,0.329,0.333,0.652,0,-0.003,1999,6.1,1.6,1.1,0.3,1,25
26,IND,Vonteego Cummings,Pitt,3,199,3789,1381,373,534,0.383,0.321,0.726,2.2,0.028,1999,19,6.9,1.9,2.7,1,26
27,ATL,Jumaine Jones,Georgia,8,471,9780,3325,1987,408,0.424,0.349,0.704,15.1,0.074,1999,20.8,7.1,4.2,0.9,1,27
28,UTA,Scott Padgett,Kentucky,8,448,5613,1874,1227,325,0.41,0.373,0.736,13.2,0.113,1999,12.5,4.2,2.7,0.7,1,28
29,SAS,Leon Smith,NA,2,15,104,33,33,3,0.393,0,0.647,0.2,0.112,1999,6.9,2.2,2.2,0.2,1,29
30,LAL,John Celestand,Villanova,1,16,185,37,11,20,0.333,0.222,0.833,-0.1,-0.038,1999,11.6,2.3,0.7,1.3,2,1
32,CHI,Michael Ruffin,Tulsa,9,414,5966,716,1632,250,0.407,0,0.459,6.8,0.055,1999,14.4,1.7,3.9,0.6,2,3
33,DEN,Chris Herren,Fresno State,2,70,1005,224,73,167,0.336,0.328,0.692,0.5,0.025,1999,14.4,3.2,1,2.4,2,4
34,BRK,Evan Eschmeyer,Northwestern,4,153,2138,421,601,76,0.463,0,0.621,4,0.09,1999,14,2.8,3.9,0.5,2,5
35,WAS,Calvin Booth,Penn State,10,366,4477,1190,1010,151,0.451,0.222,0.748,8,0.086,1999,12.2,3.3,2.8,0.4,2,6
36,DAL,Wang Zhizhi,NA,5,137,1256,604,231,39,0.417,0.385,0.735,2.1,0.078,1999,9.2,4.4,1.7,0.3,2,7
37,MEM,Obinna Ekezie,Maryland,4,143,1516,510,383,31,0.423,0,0.72,1.7,0.054,1999,10.6,3.6,2.7,0.2,2,8
38,ORL,Laron Profit,Maryland,4,135,1537,441,209,166,0.419,0.236,0.712,0.7,0.021,1999,11.4,3.3,1.5,1.2,2,9
39,CLE,A.J. Bramlett,Arizona,1,8,61,8,22,0,0.19,0,0,-0.2,-0.129,1999,7.6,1,2.8,0,2,10
40,DAL,Gordan Giriček,NA,6,384,8824,3670,941,584,0.442,0.368,0.823,8,0.044,1999,23,9.6,2.5,1.5,2,11
41,DEN,Francisco Elson,California,9,472,7207,1726,1638,260,0.478,0.188,0.7,11.7,0.078,1999,15.3,3.7,3.5,0.6,2,12
43,CHA,Lee Nailon,TCU,6,306,5820,2622,936,298,0.474,0.111,0.786,8,0.066,1999,19,8.6,3.1,1,2,14
45,SAC,Ryan Robertson,Kansas,1,1,25,5,0,0,0.333,0,1,0,-0.022,1999,25,5,0,0,2,16
47,PHI,Todd MacCulloch,Washington,4,223,3439,1369,888,121,0.541,0,0.642,11.9,0.166,1999,15.4,6.1,4,0.5,2,18
49,CHI,Lari Ketner,UMass,2,25,139,34,34,2,0.406,0,0.667,0,-0.015,1999,5.6,1.4,1.4,0.1,2,20
53,MIA,Rodney Buford,Creighton,5,230,4182,1472,598,179,0.412,0.3,0.758,2.9,0.033,1999,18.2,6.4,2.6,0.8,2,24
56,GSW,Tim Young,Stanford,1,25,137,54,35,5,0.333,0,0.778,0.2,0.058,1999,5.5,2.2,1.4,0.2,2,27
57,SAS,Manu Ginóbili,NA,16,1057,26859,14043,3697,4001,0.447,0.369,0.827,106.4,0.19,1999,25.4,13.3,3.5,3.8,2,28
1,BRK,Kenyon Martin,Cincinnati,15,757,23134,9325,5159,1439,0.483,0.234,0.629,48,0.1,2000,30.6,12.3,6.8,1.9,1,1
2,MEM,Stromile Swift,LSU,9,547,10804,4582,2535,275,0.473,0.074,0.699,21.3,0.095,2000,19.8,8.4,4.6,0.5,1,2
3,LAC,Darius Miles,NA,7,446,11730,4507,2190,840,0.472,0.168,0.59,9.5,0.039,2000,26.3,10.1,4.9,1.9,1,3
4,CHI,Marcus Fizer,Iowa State,6,289,6032,2782,1340,352,0.435,0.191,0.691,2.7,0.022,2000,20.9,9.6,4.6,1.2,1,4
5,ORL,Mike Miller,Florida,17,1032,27812,10973,4376,2666,0.459,0.407,0.769,60.7,0.105,2000,26.9,10.6,4.2,2.6,1,5
6,ATL,DerMarr Johnson,Cincinnati,7,344,5930,2121,769,304,0.411,0.336,0.789,6.4,0.052,2000,17.2,6.2,2.2,0.9,1,6
7,CHI,Chris Mihm,Texas,8,436,8758,3262,2302,223,0.459,0.231,0.704,13.3,0.073,2000,20.1,7.5,5.3,0.5,1,7
8,CLE,Jamal Crawford,Michigan,20,1327,38994,19419,2948,4541,0.41,0.348,0.862,60.7,0.075,2000,29.4,14.6,2.2,3.4,1,8
9,HOU,Joel Przybilla,Minnesota,13,592,11733,2293,3665,256,0.552,0,0.557,23,0.094,2000,19.8,3.9,6.2,0.4,1,9
10,ORL,Keyon Dooling,Missouri,13,728,14134,5067,964,1601,0.416,0.349,0.799,18.5,0.063,2000,19.4,7,1.3,2.2,1,10
11,BOS,Jérôme Moïso,UCLA,5,145,1392,386,395,38,0.489,0,0.593,2.1,0.074,2000,9.6,2.7,2.7,0.3,1,11
12,DAL,Etan Thomas,Syracuse,9,409,7084,2341,1927,149,0.513,0,0.603,14.9,0.101,2000,17.3,5.7,4.7,0.4,1,12
13,ORL,Courtney Alexander,Fresno State,3,187,4067,1690,409,227,0.422,0.339,0.813,4.1,0.048,2000,21.7,9,2.2,1.2,1,13
14,DET,Mateen Cleaves,Michigan State,6,167,1863,609,175,310,0.389,0.267,0.728,-0.8,-0.021,2000,11.2,3.6,1,1.9,1,14
15,MIL,Jason Collier,Georgia Tech,5,151,2178,841,443,51,0.455,0.35,0.738,1.9,0.042,2000,14.4,5.6,2.9,0.3,1,15
16,SAC,Hedo Türkoğlu,NA,15,997,26695,11022,3971,2832,0.426,0.384,0.784,63.3,0.114,2000,26.8,11.1,4,2.8,1,16
17,OKC,Desmond Mason,Oklahoma State,10,643,19641,7767,2863,1049,0.449,0.26,0.74,23.1,0.056,2000,30.5,12.1,4.5,1.6,1,17
18,LAC,Quentin Richardson,DePaul,13,783,20785,8032,3666,1138,0.397,0.355,0.718,32.8,0.076,2000,26.5,10.3,4.7,1.5,1,18
19,CHA,Jamaal Magloire,Kentucky,12,680,14621,4917,4408,386,0.48,0,0.639,27.7,0.091,2000,21.5,7.2,6.5,0.6,1,19
20,PHI,Speedy Claxton,Hofstra,7,334,8548,3096,830,1441,0.409,0.193,0.762,14.2,0.08,2000,25.6,9.3,2.5,4.3,1,20
21,TOR,Morris Peterson,Michigan State,11,711,19366,7628,2483,1090,0.418,0.373,0.773,35.7,0.089,2000,27.2,10.7,3.5,1.5,1,21
22,NYK,Donnell Harvey,Florida,5,205,3318,1150,827,161,0.46,0.1,0.659,4.7,0.069,2000,16.2,5.6,4,0.8,1,22
23,UTA,DeShawn Stevenson,NA,13,824,18396,5930,1832,1355,0.406,0.34,0.698,12.1,0.032,2000,22.3,7.2,2.2,1.6,1,23
24,CHI,Dalibor Bagarić,NA,3,95,973,251,238,37,0.361,0,0.559,-0.9,-0.043,2000,10.2,2.6,2.5,0.4,1,24
25,PHO,Jake Tsakalidis,NA,7,315,5005,1497,1238,101,0.49,0,0.657,9.9,0.095,2000,15.9,4.8,3.9,0.3,1,25
26,DEN,Mamadou N'Diaye,Auburn,5,69,858,262,225,8,0.427,0,0.736,1.8,0.101,2000,12.4,3.8,3.3,0.1,1,26
27,IND,Primož Brezec,NA,8,342,6192,2452,1327,179,0.498,0.167,0.701,10.8,0.084,2000,18.1,7.2,3.9,0.5,1,27
28,POR,Erick Barkley,St. John's,2,27,266,77,21,40,0.356,0.267,0.9,0.2,0.027,2000,9.9,2.9,0.8,1.5,1,28
29,LAL,Mark Madsen,Stanford,9,453,5335,975,1157,181,0.457,0.063,0.527,8.2,0.074,2000,11.8,2.2,2.6,0.4,1,29
30,LAC,Marko Jarić,NA,7,447,11246,3193,1200,1600,0.404,0.344,0.73,12.1,0.052,2000,25.2,7.1,2.7,3.6,2,1
31,DAL,Dan Langhi,Vanderbilt,4,133,1253,393,199,39,0.391,0.289,0.613,0.3,0.012,2000,9.4,3,1.5,0.3,2,2
32,CHI,A.J. Guyton,Indiana,3,80,1246,442,80,147,0.377,0.378,0.822,0.3,0.01,2000,15.6,5.5,1,1.8,2,3
33,CHI,Jake Voskuhl,UConn,9,450,6443,1814,1539,237,0.487,0.333,0.714,11.6,0.087,2000,14.3,4,3.4,0.5,2,4
34,CHI,Khalid El-Amin,UConn,1,50,936,314,81,145,0.37,0.333,0.778,0.6,0.03,2000,18.7,6.3,1.6,2.9,2,5
35,WAS,Mike Smith,Louisiana-Monroe,1,17,180,51,22,10,0.322,0.167,0.625,-0.1,-0.033,2000,10.6,3,1.3,0.6,2,6
36,BRK,Soumaila Samake,NA,2,47,303,68,76,5,0.389,0,0.462,0.3,0.046,2000,6.4,1.4,1.6,0.1,2,7
37,MIA,Eddie House,Arizona State,11,717,12405,5356,1223,1112,0.409,0.39,0.851,20,0.077,2000,17.3,7.5,1.7,1.6,2,8
38,HOU,Eduardo Nájera,Oklahoma,12,619,11213,3052,2307,493,0.481,0.311,0.671,24.7,0.106,2000,18.1,4.9,3.7,0.8,2,9
39,NYK,Lavor Postell,St. John's,3,61,446,195,45,13,0.335,0.25,0.795,-0.2,-0.025,2000,7.3,3.2,0.7,0.2,2,10
40,ATL,Hanno Möttölä,Utah,2,155,2360,715,442,75,0.442,0.063,0.783,0.9,0.019,2000,15.2,4.6,2.9,0.5,2,11
42,OKC,Olumide Oyedeji,NA,3,93,587,127,196,11,0.495,0,0.659,1.2,0.095,2000,6.3,1.4,2.1,0.1,2,13
43,MIL,Michael Redd,Ohio State,12,629,20104,11972,2411,1338,0.447,0.38,0.838,55.9,0.134,2000,32,19,3.8,2.1,2,14
44,DET,Brian Cardinal,Purdue,12,456,6477,2108,1050,465,0.408,0.372,0.861,15.4,0.114,2000,14.2,4.6,2.3,1,2,15
45,SAC,Jabari Smith,LSU,4,108,1063,329,178,66,0.413,0.125,0.69,1.3,0.058,2000,9.8,3,1.6,0.6,2,16
49,MIL,Jason Hart,Syracuse,9,341,5289,1623,567,774,0.417,0.315,0.788,8.6,0.078,2000,15.5,4.8,1.7,2.3,2,20
50,UTA,Kaniel Dickens,Idaho,3,19,85,22,12,2,0.4,0.333,0.75,0.1,0.055,2000,4.5,1.2,0.6,0.1,2,21
51,MIN,Igor Rakočević,NA,1,42,244,78,17,33,0.379,0.417,0.806,0.1,0.022,2000,5.8,1.9,0.4,0.8,2,22
52,MIA,Ernest Brown,Indian Hills Community College,1,3,21,3,6,0,0.167,0,0.25,-0.2,-0.349,2000,7,1,2,0,2,23
53,DEN,Dan McClintock,Northern Arizona University,1,6,58,18,17,1,0.5,0,0,0,0.007,2000,9.7,3,2.8,0.2,2,24
55,GSW,Chris Porter,Auburn,1,51,1147,440,189,61,0.389,0,0.667,0.2,0.008,2000,22.5,8.6,3.7,1.2,2,26
1,WAS,Kwame Brown,NA,12,607,13389,4035,3333,554,0.492,0.111,0.57,20.8,0.074,2001,22.1,6.6,5.5,0.9,1,1
2,LAC,Tyson Chandler,NA,19,1160,31617,9509,10467,967,0.597,0,0.644,102.1,0.155,2001,27.3,8.2,9,0.8,1,2
3,ATL,Pau Gasol,NA,18,1226,41001,20894,11305,3925,0.507,0.368,0.753,144.1,0.169,2001,33.4,17,9.2,3.2,1,3
4,CHI,Eddy Curry,NA,11,527,13109,6820,2725,287,0.545,1,0.642,21.7,0.08,2001,24.9,12.9,5.2,0.5,1,4
5,GSW,Jason Richardson,Michigan State,13,857,29241,14644,4245,2284,0.438,0.37,0.707,59.1,0.097,2001,34.1,17.1,5,2.7,1,5
6,MEM,Shane Battier,Duke,13,977,30004,8408,4082,1717,0.437,0.384,0.743,75.7,0.121,2001,30.7,8.6,4.2,1.8,1,6
7,BRK,Eddie Griffin,Seton Hall,5,303,6729,2171,1744,236,0.377,0.315,0.671,10.9,0.078,2001,22.2,7.2,5.8,0.8,1,7
8,CLE,DeSagana Diop,NA,12,601,8403,1185,2219,270,0.427,0.167,0.467,12.8,0.073,2001,14,2,3.7,0.4,1,8
9,DET,Rodney White,UNC Charlotte,4,218,3354,1540,485,237,0.424,0.314,0.749,1.8,0.026,2001,15.4,7.1,2.2,1.1,1,9
10,BOS,Joe Johnson,Arkansas,18,1277,44236,20407,5059,5001,0.441,0.371,0.802,82.9,0.09,2001,34.6,16,4,3.9,1,10
11,BOS,Kedrick Brown,Okaloosa-Walton Community College,4,143,1935,509,347,103,0.405,0.274,0.64,3,0.074,2001,13.5,3.6,2.4,0.7,1,11
12,OKC,Vladimir Radmanović,NA,12,737,16164,5879,2784,998,0.415,0.378,0.758,26.5,0.079,2001,21.9,8,3.8,1.4,1,12
13,HOU,Richard Jefferson,Arizona,17,1181,34293,14904,4720,2412,0.464,0.376,0.768,83,0.116,2001,29,12.6,4,2,1,13
14,GSW,Troy Murphy,Notre Dame,12,729,19921,7860,5708,1088,0.445,0.388,0.785,50.3,0.121,2001,27.3,10.8,7.8,1.5,1,14
15,ORL,Steven Hunter,DePaul,8,400,5993,1817,1264,79,0.56,0,0.485,10.6,0.085,2001,15,4.5,3.2,0.2,1,15
16,CHA,Kirk Haston,Indiana,2,27,134,32,27,8,0.232,0,0.5,-0.5,-0.197,2001,5,1.2,1,0.3,1,16
17,TOR,Michael Bradley,Villanova,5,173,2016,483,591,93,0.477,0.143,0.511,2,0.047,2001,11.7,2.8,3.4,0.5,1,17
18,HOU,Jason Collins,Stanford,13,735,14974,2621,2706,626,0.411,0.206,0.647,20.1,0.064,2001,20.4,3.6,3.7,0.9,1,18
19,POR,Zach Randolph,Michigan State,17,1116,34616,18578,10208,2049,0.471,0.273,0.764,81.1,0.112,2001,31,16.6,9.1,1.8,1,19
20,CLE,Brendan Haywood,UNC,13,816,18680,5538,4875,442,0.528,0,0.587,43.8,0.113,2001,22.9,6.8,6,0.5,1,20
21,BOS,Joseph Forte,UNC,2,25,125,30,17,17,0.234,0,0.8,-0.4,-0.166,2001,5,1.2,0.7,0.7,1,21
