pick_overall,team,player_name,college,years_played,games_played,total_mins_played,total_pts,total_rebounds,total_assists,fg_percent,three_pt_percent,ft_percent,win_shares,win_shares_per_48,draft_year,mins_per_game,pts_per_game,rebounds_per_game,assists_per_game,round_picked,pick_in_round
23,HOU,Usman Garuba,NA,1,15,105,19,34,8,0.333,0.154,0.5,0.1,0.052,2021,7,1.3,2.3,0.5,1,23
24,HOU,Josh Christopher,Arizona State,1,50,827,370,107,87,0.452,0.322,0.773,0.3,0.017,2021,16.5,7.4,2.1,1.7,1,24
25,LAC,Quentin Grimes,Houston,1,39,696,253,77,38,0.421,0.398,0.647,1.3,0.091,2021,17.8,6.5,2,1,1,25
26,DEN,Bones Hyland,VCU,1,46,829,403,126,93,0.369,0.346,0.881,0.5,0.027,2021,18,8.8,2.7,2,1,26
27,BRK,Cam Thomas,LSU,1,48,939,470,125,62,0.445,0.273,0.808,0.9,0.046,2021,19.6,9.8,2.6,1.3,1,27
28,PHI,Jaden Springer,Tennessee,1,2,6,2,2,0,1,0,0,0,0.141,2021,3,1,1,0,1,28
29,PHO,Day'Ron Sharpe,UNC,1,30,373,182,152,15,0.571,0.25,0.568,1.1,0.146,2021,12.4,6.1,5.1,0.5,1,29
30,UTA,Santi Aldama,Loyola (MD),1,27,277,90,64,14,0.381,0.103,0.6,0.1,0.025,2021,10.3,3.3,2.4,0.5,1,30
31,MIL,Isaiah Todd,NA,1,10,41,16,10,3,0.294,0.364,0.333,0,0.004,2021,4.1,1.6,1,0.3,2,1
32,NYK,Jeremiah Robinson-Earl,Villanova,1,44,1014,314,254,44,0.401,0.333,0.714,1.4,0.068,2021,23,7.1,5.8,1,2,2
35,NOP,Herbert Jones,Alabama,1,56,1677,536,218,118,0.499,0.358,0.855,3.5,0.099,2021,29.9,9.6,3.9,2.1,2,5
36,OKC,Miles McBride,West Virginia,1,21,151,38,16,23,0.259,0.161,0.75,-0.1,-0.03,2021,7.2,1.8,0.8,1.1,2,6
37,DET,JT Thor,Auburn,1,19,171,49,27,13,0.405,0.292,0.667,0.3,0.072,2021,9,2.6,1.4,0.7,2,7
38,CHI,Ayo Dosunmu,Illinois,1,54,1398,440,151,166,0.523,0.407,0.677,2.5,0.087,2021,25.9,8.1,2.8,3.1,2,8
39,SAC,Neemias Queta,Utah State University,1,10,56,21,19,4,0.391,0,0.6,0,0.008,2021,5.6,2.1,1.9,0.4,2,9
40,NOP,Jared Butler,Baylor,1,28,213,96,23,34,0.409,0.362,0.583,0.2,0.038,2021,7.6,3.4,0.8,1.2,2,10
41,SAS,Joe Wieskamp,Iowa,1,15,92,37,8,5,0.464,0.421,0.429,0.2,0.106,2021,6.1,2.5,0.5,0.3,2,11
42,DET,Isaiah Livers,Michigan,1,1,5,0,0,0,0,0,0,-0.1,-0.52,2021,5,0,0,0,2,12
43,NOP,Greg Brown III,Texas,1,28,220,93,56,7,0.432,0.19,0.633,0.2,0.054,2021,7.9,3.3,2,0.3,2,13
44,BRK,Kessler Edwards,Pepperdine,1,28,690,180,119,18,0.394,0.33,0.8,0.2,0.016,2021,24.6,6.4,4.3,0.6,2,14
46,TOR,Dalano Banton,Nebraska,1,47,555,170,104,75,0.413,0.256,0.618,0.3,0.023,2021,11.8,3.6,2.2,1.6,2,16
47,TOR,David Johnson,Louisville,1,2,2,0,0,0,0,0,0,0,-0.506,2021,1,0,0,0,2,17
48,ATL,Sharife Cooper,Auburn,1,11,35,7,5,5,0.214,0.167,0,-0.2,-0.332,2021,3.2,0.6,0.5,0.5,2,18
51,MEM,Brandon Boston Jr.,Kentucky,1,41,621,274,94,36,0.371,0.298,0.847,0.2,0.019,2021,15.1,6.7,2.3,0.9,2,21
52,DET,Luka Garza,Iowa,1,29,340,151,87,16,0.444,0.341,0.643,0.5,0.075,2021,11.7,5.2,3,0.6,2,22
53,PHI,Charles Bassey,Western Kentucky,1,23,168,69,62,7,0.638,0,0.75,0.8,0.225,2021,7.3,3,2.7,0.3,2,23
54,IND,Sandro Mamukelashvili,Seton Hall,1,34,315,102,60,16,0.459,0.385,0.75,0.7,0.111,2021,9.3,3,1.8,0.5,2,24
55,OKC,Aaron Wiggins,Maryland,1,34,762,243,115,38,0.464,0.307,0.706,1.2,0.077,2021,22.4,7.1,3.4,1.1,2,25
56,CHA,Scottie Lewis,Florida,1,2,7,1,0,1,0,0,0.5,0,0.164,2021,3.5,0.5,0,0.5,2,26
58,NYK,Jericho Sims,Texas,1,18,117,19,27,1,0.727,0,0.75,0.4,0.145,2021,6.5,1.1,1.5,0.1,2,28
60,IND,Georgios Kalaitzakis,NA,1,9,48,16,8,0,0.455,0.5,0.444,0,-0.005,2021,5.3,1.8,0.9,0,2,30
