Player,Team,BA,OBP,SLG,OPS,GP,PA,AB,R,H,2B,3B,HR,RBI,HBP,BB,K,SB,CS
Tatum Spangler,Kentucky,0.351,0.366,0.497,0.863,54,171,151,37,53,12,2,2,23,0,7,24,3,2
Tayla Evans,North Texas,0.289,0.398,0.6,0.998,49,164,135,25,39,11,2,9,34,7,18,24,3,1
Taylor Adams,San Diego State,0.283,0.381,0.358,0.74,39,142,120,20,34,3,0,2,16,2,17,13,9,0
Taylor Bauman,FGCU,0.304,0.373,0.509,0.882,43,129,112,10,34,8,0,5,19,0,13,27,1,1
Taylor Bump,Michigan,0.323,0.415,0.669,1.084,44,149,127,21,41,6,1,12,31,3,17,23,0,0
Taylor Cates,Kennesaw State,0.226,0.333,0.568,0.902,52,171,146,24,33,5,0,15,41,0,24,40,1,0
Taylor Charlton,Winthrop,0.292,0.379,0.633,1.012,46,142,120,24,35,3,1,12,31,2,16,22,0,1
Taylor Clark,Alabama,0.186,0.223,0.268,0.491,46,112,97,8,18,2,0,2,12,2,3,31,5,1
Taylor Davis,Western Kentucky,0.336,0.358,0.352,0.71,43,141,128,21,43,0,1,0,6,0,5,8,13,1
Taylor Drayton,Army,0.299,0.344,0.425,0.769,29,94,87,14,26,3,1,2,16,2,4,14,3,1
Taylor Ellis,Baylor,0.308,0.331,0.455,0.786,48,148,143,15,44,5,2,4,24,0,5,19,0,1
Taylor Ellsworth,Texas,0.372,0.423,0.637,1.06,48,132,113,16,42,9,0,7,31,0,13,7,0,0
Taylor Engman,North Florida,0.264,0.295,0.286,0.581,43,151,140,17,37,3,0,0,10,0,7,13,13,3
Taylor Gindlesperger,Stanford,0.333,0.385,0.517,0.901,55,196,180,41,60,5,8,4,22,3,12,17,11,6
Taylor Greene,North Carolina,0.261,0.374,0.466,0.84,34,108,88,6,23,6,0,4,21,7,10,13,1,0
Taylor Herschbach,Valparaiso,0.277,0.343,0.372,0.715,39,105,94,7,26,6,0,1,12,2,8,29,0,0
Taylor Hogan,Northern Iowa,0.243,0.323,0.286,0.609,49,161,140,25,34,3,0,1,9,2,16,26,5,1
Taylor Johnson,Omaha,0.314,0.346,0.422,0.767,40,107,102,7,32,5,0,2,16,1,4,10,0,0
Taylor Keinath,Loyola Marymount,0.257,0.348,0.356,0.704,35,116,101,13,26,5,1,1,2,2,12,10,10,1
Taylor Lambert,Indiana,0.267,0.291,0.438,0.729,42,113,105,27,28,4,1,4,12,1,3,16,12,1
Taylor Ludwick,Colgate,0.26,0.327,0.438,0.765,32,108,96,16,25,8,0,3,14,2,8,20,4,0
Taylor Marinelli,Saint Joseph's,0.275,0.367,0.363,0.73,37,111,91,13,25,5,0,1,7,6,9,20,1,0
Taylor Medina,UTSA,0.205,0.258,0.348,0.607,37,120,112,12,23,4,0,4,13,2,6,25,1,0
Taylor Okada,Maryland,0.339,0.404,0.394,0.798,43,141,127,8,43,5,1,0,8,1,13,9,7,1
Taylor Pack,Ohio State,0.263,0.346,0.325,0.671,42,132,114,9,30,7,0,0,11,6,9,20,0,0
Taylor Pleasants,LSU,0.316,0.416,0.605,1.021,57,211,177,37,56,12,0,13,49,4,27,14,3,0
Taylor Roby,Louisville,0.359,0.48,0.697,1.177,50,175,142,17,51,6,0,14,43,7,26,36,0,0
Taylor Sweigart,Coastal Carolina,0.28,0.421,0.48,0.901,43,129,100,28,28,4,2,4,14,4,21,10,2,1
Taylor Tonoian,Valparaiso,0.111,0.219,0.254,0.473,31,73,63,5,7,0,0,3,10,2,7,12,0,0
Taylor Watford,UAB,0.208,0.314,0.292,0.606,39,86,72,4,15,6,0,0,8,4,8,13,0,1
Taylor Wolfgang,Bucknell,0.28,0.417,0.476,0.893,30,103,82,14,23,4,0,4,20,1,19,18,1,0
Taylor Woods,Alabama A&M,0.27,0.391,0.378,0.77,30,96,74,18,20,1,2,1,9,7,9,18,8,1
Tayven Rousseau,Saint Francis,0.293,0.411,0.534,0.945,49,165,133,28,39,2,0,10,43,12,16,18,4,0
Teaghan Cowles,Stanford,0.266,0.37,0.296,0.666,55,200,169,35,45,5,0,0,16,5,24,16,17,1
Teah Thies,UC Santa Barbara,0.311,0.348,0.434,0.783,42,133,122,12,38,8,2,1,16,3,5,21,3,0
TeAnn Bringle,Indiana State,0.213,0.295,0.298,0.593,43,106,94,11,20,2,0,2,10,2,9,14,2,0
Tegan Cortelletti,Ohio State,0.276,0.304,0.283,0.587,43,140,127,21,35,1,0,0,7,1,5,15,18,0
Terra McGowan,Oregon,0.308,0.341,0.432,0.773,53,179,169,24,52,6,0,5,26,2,7,15,6,1
Tess Weakly,Missouri State,0.287,0.378,0.461,0.839,43,136,115,15,33,9,1,3,22,1,17,23,5,2
Tevanae Tate,Texas Southern,0.376,0.438,0.688,1.126,32,106,93,15,35,4,5,5,25,2,9,16,2,1
Tiana Patrick,California Baptist,0.314,0.371,0.467,0.837,42,119,105,11,33,5,1,3,22,0,10,12,0,0
Tierney Fitzgerald,St. Bonaventure,0.2,0.222,0.314,0.537,24,72,70,2,14,3,1,1,5,1,1,30,0,0
Tiffany Domingue,USC Upstate,0.297,0.333,0.547,0.88,40,138,128,23,38,10,2,6,33,1,7,7,4,0
Tiffany Giese,Green Bay,0.328,0.364,0.381,0.744,41,145,134,22,44,3,2,0,13,0,8,24,9,1
Tiffany Mangiameli,Merrimack,0.239,0.417,0.261,0.678,19,62,46,9,11,1,0,0,5,8,6,12,3,0
Tiffany Stevens,Akron,0.242,0.271,0.348,0.62,50,143,132,13,32,9,1,1,9,0,6,24,2,0
Tiler Noyola,Texas A&M-Corpus Christi,0.307,0.41,0.401,0.811,45,163,137,28,42,5,1,2,14,1,23,22,22,2
Timberlyn Shurbutt,Samford,0.322,0.338,0.552,0.89,45,155,143,22,46,13,1,6,24,2,4,20,1,1
TJ Webster,Western Kentucky,0.331,0.383,0.362,0.745,47,150,130,21,43,2,1,0,9,2,9,12,19,3
Toni Martin,Syracuse,0.198,0.271,0.397,0.668,44,133,116,15,23,3,1,6,15,0,12,43,10,1
Toni Perrin,McNeese,0.317,0.407,0.403,0.81,51,166,139,27,44,5,2,1,18,3,19,25,28,5
Tori Alvarez-Lopez,Incarnate Word,0.223,0.239,0.295,0.534,41,123,112,6,25,5,0,1,11,0,3,13,0,1
Tori Gilbert,Virginia,0.214,0.265,0.388,0.654,37,114,103,17,22,3,0,5,10,3,5,21,5,0
Tori Mueller,UMass Lowell,0.258,0.31,0.258,0.567,25,72,66,16,17,0,0,0,3,0,5,4,3,0
Tricia Awald,Georgia Tech,0.411,0.555,0.726,1.281,46,164,124,26,51,6,0,11,31,6,34,16,0,0
Trinity Gibbs,Howard,0.286,0.385,0.375,0.76,27,67,56,8,16,5,0,0,12,0,9,6,1,0
Trinity Spear,Morehead State,0.162,0.224,0.162,0.386,37,107,99,13,16,0,0,0,6,1,7,28,10,1
Trinity Sterrett,Gardner-Webb,0.208,0.288,0.208,0.496,27,86,72,6,15,0,0,0,2,0,8,24,4,0
Tristen Edwards,Nebraska,0.322,0.583,0.644,1.227,40,144,87,29,28,7,0,7,17,17,39,16,8,0
Tuesday DerMargosian,North Texas,0.394,0.439,0.542,0.981,46,156,142,29,56,9,0,4,19,0,12,4,15,3
Tuli Iosefa,Norfolk State,0.33,0.434,0.641,1.075,39,129,103,19,34,6,1,8,36,5,17,10,0,0
Tylar Vernon,Central Arkansas,0.253,0.373,0.313,0.686,44,120,99,14,25,6,0,0,10,5,14,31,8,0
Tyler Goldstein,UC Santa Barbara,0.193,0.254,0.252,0.506,46,130,119,10,23,7,0,0,10,1,9,19,1,0
Tyra Triplett,Grambling,0.237,0.297,0.305,0.602,22,67,59,11,14,2,1,0,4,1,4,8,8,0
Val Rudd,Abilene Christian,0.283,0.338,0.48,0.818,45,143,127,18,36,8,4,3,16,0,11,13,5,0
Valerie Cagle,Clemson,0.404,0.492,0.821,1.312,52,184,156,43,63,12,1,17,45,0,27,27,4,1
Vanessa M. Hernandez,Fresno State,0.33,0.469,0.57,1.039,40,130,100,22,33,1,1,7,29,2,26,25,2,1
Venessa Gallegos,Florida International,0.355,0.417,0.488,0.905,40,139,121,19,43,5,1,3,33,1,14,17,8,5
Vianna Barron,Eastern Kentucky,0.262,0.329,0.369,0.698,47,146,130,16,34,5,0,3,26,4,10,21,0,2
Vicki Zaluske,Bradley,0.278,0.368,0.398,0.766,42,129,108,15,30,7,0,2,15,5,11,21,4,2
Victoria Alvarez,Creighton,0.22,0.333,0.288,0.621,27,70,59,8,13,4,0,0,4,2,8,21,1,0
Victoria Rodebaugh,Jacksonville,0.311,0.361,0.377,0.739,48,168,151,20,47,6,2,0,17,4,9,14,4,4
Victoria Zatko,LaSalle,0.247,0.299,0.481,0.78,30,87,81,7,20,7,0,4,16,2,4,20,1,0
Virginia Irby,Colgate,0.33,0.478,0.5,0.978,32,117,88,26,29,9,0,2,17,10,16,13,2,1
Walker Barbee,Pittsburgh,0.214,0.3,0.388,0.688,42,110,98,8,21,2,0,5,14,0,12,23,0,0
Weslyn Almond,Gardner-Webb,0.293,0.402,0.341,0.744,29,101,82,8,24,4,0,0,4,3,12,10,6,1
Whitney Hinton,Samford,0.311,0.385,0.541,0.925,44,157,135,27,42,7,0,8,23,7,11,23,1,0
Xiao Gin,Oregon State,0.229,0.294,0.321,0.615,45,124,109,14,25,6,2,0,5,2,8,26,0,3
Yamila Evans,Siena,0.317,0.381,0.515,0.895,32,116,101,17,32,8,0,4,19,3,8,7,1,0
Yazmine Romero,Youngstown State,0.273,0.294,0.297,0.591,51,172,165,28,45,1,0,1,3,0,5,25,8,3
Yvonne Whaley,Texas Tech,0.342,0.381,0.425,0.805,44,156,146,24,50,9,0,1,15,0,9,10,8,1
Zaylie Calderon,UTEP,0.25,0.297,0.269,0.567,35,112,104,14,26,2,0,0,3,0,7,18,1,2
Zoe Bender,Wagner,0.372,0.413,0.442,0.856,33,121,113,29,42,2,3,0,4,1,7,15,4,0
Zoe Hicks,Louisiana Tech,0.246,0.406,0.377,0.783,49,166,130,24,32,6,1,3,12,5,30,20,4,1
Zoe Jones,Texas Tech,0.2,0.303,0.276,0.579,39,122,105,12,21,2,0,2,8,7,9,29,0,0
Zoe Mihalicz,Eastern Kentucky,0.303,0.357,0.461,0.817,52,171,152,30,46,6,0,6,27,4,11,24,1,0
Zoe Schafer,SIUE,0.352,0.372,0.563,0.935,39,138,128,18,45,6,0,7,29,2,4,7,1,0
Zoey Keyes,Jackson State,0.247,0.35,0.326,0.675,33,106,89,12,22,7,0,0,15,6,8,15,3,0
Abby Robertson,California Baptist,0.245,0.346,0.338,0.684,51,169,139,10,34,7,0,2,14,3,19,11,1,0
Alexa Schultz,San Diego State,0.267,0.361,0.578,0.938,40,135,116,20,31,7,1,9,26,2,15,24,3,1
Alexis Lemus,Cal State Northridge,0.289,0.357,0.395,0.752,23,85,76,7,22,5,0,1,2,2,6,15,3,1
Alexis Mack,Alabama,0.398,0.454,0.441,0.895,61,215,186,63,74,6,1,0,19,2,17,15,24,4
Alysen Febrey,Oklahoma State,0.4,0.445,0.784,1.229,60,209,185,34,74,17,0,18,60,0,19,21,3,0
Bree Comer,Mercer,0.238,0.371,0.317,0.688,45,127,101,13,24,5,0,1,16,1,21,25,2,1
Cammy Pereira,Clemson,0.295,0.324,0.417,0.74,45,141,132,21,39,3,2,3,15,2,4,23,6,0
Carmyn Greenwood,Louisville,0.43,0.464,0.547,1.011,50,185,172,31,74,9,1,3,29,3,8,24,11,3
Casidy Chaumont,Missouri,0.259,0.335,0.396,0.731,51,155,139,27,36,6,2,3,20,2,14,26,5,1
Chandley Garner,East Carolina,0.25,0.329,0.487,0.816,49,172,152,24,38,6,0,10,29,3,15,39,3,1
Claire Blount,Campbell,0.264,0.363,0.425,0.787,41,126,106,18,28,9,1,2,17,0,17,19,2,0
Danielle Romanello,San Diego State,0.26,0.393,0.407,0.8,44,151,123,14,32,9,0,3,16,6,21,17,0,1
Daryn Haslam,Texas Southern,0.278,0.4,0.367,0.767,31,97,79,11,22,3,2,0,12,1,15,15,1,0
Delanie Wisz,UCLA,0.296,0.368,0.636,1.003,54,185,162,23,48,13,0,14,44,3,17,19,1,1
Desiree Bumpers,Arkansas-Pine Bluff,0.177,0.227,0.21,0.437,24,66,62,4,11,2,0,0,3,0,4,23,1,0
Destini England,Campbell,0.358,0.425,0.54,0.965,47,155,137,29,49,11,7,0,16,0,16,14,20,5
Georgia Blair,UCF,0.282,0.404,0.549,0.953,53,171,142,24,40,5,0,11,36,1,28,25,1,1
Georgia Land,North Alabama,0.274,0.34,0.405,0.745,34,96,84,4,23,5,0,2,10,3,6,17,0,0
Grace Chelemen,Marshall,0.353,0.404,0.471,0.874,31,118,102,21,36,6,0,2,15,1,9,14,3,6
Grace Mattimore,Clemson,0.253,0.389,0.319,0.708,40,116,91,10,23,3,0,1,11,4,17,9,1,0
Hayley Busby,Oklahoma State,0.376,0.417,0.794,1.211,58,180,165,33,62,12,0,19,49,3,10,23,0,0
Hope Hernandez,FGCU,0.262,0.295,0.346,0.64,40,112,107,11,28,9,0,0,8,0,5,12,5,1
Joirea Dumas,North Carolina Central,0.333,0.377,0.601,0.979,44,151,138,15,46,10,0,9,27,0,11,10,0,0
Josie Muffley,Florida State,0.199,0.339,0.25,0.589,63,173,136,22,27,4,0,1,18,16,13,16,10,2
Justene Molina,UCF,0.234,0.278,0.298,0.577,59,139,124,13,29,5,0,1,13,3,5,9,7,2
Kassidy Krupit,South Carolina,0.301,0.359,0.487,0.846,52,181,156,14,47,11,0,6,45,7,11,31,1,0
Kelsey Brown,Virginia Tech,0.384,0.406,0.465,0.871,51,183,172,46,66,4,5,0,20,1,6,14,31,0
Kennedi Sorensen,UC Riverside,0.257,0.304,0.41,0.713,33,112,105,9,27,11,1,1,16,1,6,11,1,0
Kennedy Johnson,UL Monroe,0.296,0.357,0.384,0.741,47,145,125,16,37,6,1,1,21,5,8,9,3,0
Kiana Workman,Rutgers,0.206,0.248,0.29,0.538,41,116,107,7,22,6,0,1,13,0,6,23,1,1
KK Crocker,UAB,0.259,0.392,0.319,0.71,47,167,135,29,35,5,0,1,14,2,28,24,2,3
Kylie George,Texas State,0.304,0.37,0.304,0.674,40,130,115,21,35,0,0,0,5,1,11,23,9,0
Kylie Norwood,Tulsa,0.396,0.469,0.633,1.102,41,161,139,32,55,13,1,6,28,3,17,11,1,0
Love Drumgole,Albany,0.242,0.281,0.286,0.567,32,96,91,12,22,4,0,0,10,0,5,20,3,0
MacKenzie Meech,Michigan State,0.278,0.304,0.324,0.628,38,115,108,10,30,2,0,1,6,2,2,12,0,1
Madison Carr,Utah Valley,0.278,0.3,0.325,0.625,47,131,126,22,35,4,1,0,7,0,4,18,6,2
Madison Kennedy,Jacksonville,0.264,0.319,0.585,0.904,44,116,106,13,28,8,1,8,32,1,8,21,1,0
Makinzy Herzog,Texas A&M,0.352,0.427,0.653,1.081,55,199,176,44,62,15,1,12,37,3,20,21,17,4
MeKenzie Saban,Saint Francis,0.452,0.508,0.655,1.163,50,188,168,52,76,20,1,4,29,6,13,10,19,5
Morgan Kummer,Wisconsin,0.213,0.292,0.361,0.653,40,121,108,17,23,5,1,3,10,0,12,30,4,2
Mya Felder,Oregon,0.274,0.399,0.453,0.852,52,143,117,12,32,6,0,5,21,4,21,18,0,0
Nicole Bowman,Charlotte,0.321,0.428,0.504,0.931,48,159,131,28,42,7,1,5,20,3,23,20,1,1
Olivia Ward,Lipscomb,0.242,0.361,0.323,0.684,36,123,99,11,24,5,0,1,17,1,19,15,3,0
Paola Villegas,Northern Colorado,0.271,0.331,0.383,0.714,38,121,107,11,29,7,1,1,14,7,3,7,1,0
Riley Sheehy,Iowa,0.288,0.382,0.344,0.726,44,153,125,18,36,3,2,0,11,5,14,14,6,4
Rock Benavides,Houston,0.238,0.369,0.346,0.716,49,163,130,15,31,5,0,3,15,12,15,24,5,1
Saige Pye,Marshall,0.395,0.459,0.663,1.122,25,98,86,14,34,5,0,6,23,3,8,9,0,1
Sara Lillie,San Diego State,0.236,0.299,0.404,0.703,39,98,89,13,21,4,1,3,14,2,6,14,4,2
Suzy Brookshire,Long Beach State,0.4,0.469,0.758,1.227,41,143,120,38,48,5,4,10,49,5,14,10,4,0
Sydney Stavro,Georgia State,0.214,0.294,0.235,0.528,36,113,98,10,21,0,1,0,4,2,9,16,2,1
Taryn Young,New Mexico,0.138,0.248,0.245,0.492,42,110,94,9,13,4,0,2,8,3,11,38,1,1
Tatyana Forbes,NC State,0.359,0.42,0.394,0.815,46,157,142,25,51,3,1,0,13,0,15,25,14,3
Taylon Snow,Oklahoma,0.328,0.385,0.496,0.881,55,149,131,43,43,9,2,3,37,6,8,12,4,0
Tommi Stowers,Monmouth,0.366,0.423,0.634,1.057,34,104,93,14,34,13,0,4,28,1,9,10,2,0
Tyler King,Auburn,0.288,0.336,0.341,0.677,49,147,132,17,38,3,2,0,7,1,9,7,7,5
Danielle Gibson,Arkansas,0.355,0.408,0.715,1.123,50,191,172,32,61,15,1,15,51,3,14,20,0,0
Kaitlyn Alderink,UL Lafayette,0.34,0.426,0.438,0.864,59,192,162,42,55,13,0,1,21,9,16,14,17,1
Kassidy Cross,Jacksonville,0.301,0.429,0.358,0.786,49,159,123,16,37,5,1,0,9,1,28,22,3,1
Katie Prebble,South Carolina,0.254,0.328,0.418,0.746,44,137,122,16,31,5,0,5,20,2,12,29,1,1
Katie Stettler,UNC Greensboro,0.225,0.306,0.477,0.784,44,127,111,26,25,3,2,7,14,3,10,14,1,0
Katie Wingerter,Illinois,0.219,0.328,0.362,0.69,42,127,105,6,23,4,1,3,12,7,11,32,2,0
Kayla Fredendall,Campbell,0.23,0.357,0.451,0.808,46,142,113,15,26,4,0,7,25,4,20,20,1,0
Kendall Talley,UL Lafayette,0.343,0.4,0.47,0.87,49,151,134,39,46,8,0,3,26,13,1,17,14,4
Kendyl Lindaman,Florida,0.319,0.452,0.531,0.984,56,199,160,18,51,10,0,8,37,0,39,18,2,1
Kimberly Wert,Missouri,0.299,0.359,0.644,1.003,57,195,174,30,52,9,0,17,48,1,17,29,0,0
Lauren Burke,Texas,0.302,0.37,0.415,0.785,55,183,159,27,48,5,2,3,32,2,17,13,3,2
Paige Rauch,Villanova,0.414,0.546,0.704,1.25,52,205,152,46,63,13,2,9,43,4,45,13,6,1
Kennedy Legg,Penn State,0.228,0.337,0.43,0.767,33,92,79,4,18,5,1,3,9,5,8,31,0,0
Alexis Hargrove,Bellarmine,0.197,0.337,0.324,0.661,31,87,71,11,14,1,1,2,9,5,10,13,4,1
Anna Greenwell,Bellarmine,0.078,0.181,0.078,0.259,30,75,64,10,5,0,0,0,1,0,8,13,1,0
Ashley Meckley,Charleston Southern,0.277,0.392,0.653,1.045,35,121,101,19,28,6,1,10,20,0,19,16,8,0
Bobbi Aguirre,UC San Diego,0.371,0.455,0.495,0.95,35,126,105,15,39,4,0,3,20,4,12,6,4,0
Carley Ziegler,Bellarmine,0.194,0.229,0.239,0.467,29,73,67,3,13,3,0,0,2,1,2,15,1,0
Danica Kazakoff,UC San Diego,0.275,0.375,0.333,0.708,29,83,69,10,19,4,0,0,10,2,9,5,8,2
Destiny Crumpley,Tarleton State,0.18,0.229,0.281,0.51,45,140,128,8,23,1,0,4,24,2,7,30,0,0
Georgia Capell,Tarleton State,0.276,0.382,0.506,0.888,53,188,156,29,43,12,0,8,26,15,13,27,2,0
Grace Werner,Bellarmine,0.297,0.396,0.319,0.715,30,106,91,21,27,2,0,0,1,1,14,17,11,2
Hannah Hughbanks,Utah Tech,0.401,0.479,0.655,1.134,44,167,142,35,57,18,0,6,28,0,22,25,2,1
Hannah Webb,Bellarmine,0.252,0.278,0.288,0.567,37,123,111,7,28,4,0,0,8,0,4,11,0,0
Hattie Hartman,Bellarmine,0.169,0.233,0.241,0.474,33,90,83,3,14,6,0,0,2,0,7,18,0,0
Isabel Lavrov,UC San Diego,0.269,0.343,0.398,0.741,35,112,93,13,25,7,1,1,16,3,8,8,6,0
Kasey Crawford,Utah Tech,0.298,0.345,0.435,0.781,42,139,124,13,37,11,0,2,22,0,11,18,4,4
Keila Bosinger,UC San Diego,0.31,0.4,0.442,0.842,35,131,113,27,35,6,0,3,8,8,9,14,6,3
Kirsten Quigley,Utah Tech,0.238,0.306,0.257,0.564,44,117,101,21,24,2,0,0,8,0,10,15,3,2
Malory Eldredge,Utah Tech,0.356,0.377,0.492,0.869,41,142,132,20,47,8,2,2,28,1,4,13,5,0
Meagan Anders,Utah Tech,0.324,0.406,0.566,0.972,44,166,145,32,47,12,1,7,28,2,18,27,8,2
Mikaela Thomson,Utah Tech,0.325,0.42,0.651,1.071,44,151,126,24,41,8,0,11,47,4,18,28,0,2
Miranda Pruitt,Tarleton State,0.155,0.248,0.381,0.629,44,112,97,12,15,1,0,7,20,8,4,36,0,0
Morgan Medford,Tarleton State,0.245,0.347,0.299,0.646,53,174,147,21,36,4,2,0,11,3,21,33,2,0
Peyton Robinson,New Mexico,0.25,0.296,0.274,0.57,45,141,124,19,31,3,0,0,3,0,9,21,4,1
Shea Clements,Utah Tech,0.299,0.381,0.445,0.826,44,156,137,25,41,11,0,3,30,2,16,18,6,1
Sherriah Harrington,UC San Diego,0.311,0.392,0.5,0.892,33,121,106,24,33,8,0,4,23,6,8,11,5,1
Sophia Real,UC San Diego,0.255,0.345,0.296,0.641,35,127,98,8,25,2,1,0,8,3,11,10,0,1
Sydney Young,Bellarmine,0.237,0.275,0.361,0.635,37,105,97,4,23,6,0,2,16,1,4,26,0,0
Dayna Denner,Toledo,0.421,0.55,0.834,1.385,53,190,145,28,61,19,1,13,37,6,37,26,1,0
Hallie Saintignan,Tarleton State,0.254,0.297,0.261,0.558,52,154,138,18,35,1,0,0,9,0,9,14,6,1
Kaitlyn Kelley,UT Martin,0.338,0.373,0.742,1.114,46,164,151,26,51,10,0,17,48,0,9,20,0,0
Kyndal Pirtle,Tulsa,0.224,0.286,0.263,0.549,31,85,76,15,17,1,1,0,7,0,7,13,5,1
Madie Green,Louisiana Tech,0.297,0.397,0.5,0.897,44,145,118,21,35,8,2,4,22,3,18,27,5,1
Shaylee Alani,Abilene Christian,0.306,0.338,0.44,0.778,46,142,134,16,41,12,0,2,26,1,6,27,3,0
Avery Miloch,Abilene Christian,0.241,0.299,0.474,0.772,47,146,133,21,32,4,0,9,19,0,11,34,3,0
Kiyah Garrett,Charlotte,0.265,0.327,0.445,0.773,49,171,155,17,41,13,0,5,35,2,13,26,0,0
Chevelle Sartin,North Dakota,0.193,0.27,0.319,0.588,50,154,135,16,26,9,1,2,14,10,5,22,1,0
Billie Andrews,Nebraska,0.315,0.367,0.517,0.885,44,159,143,32,45,4,2,7,31,2,11,30,10,4
Kaylin Kinney,Nebraska,0.238,0.344,0.425,0.769,37,93,80,8,19,3,0,4,11,2,11,21,0,0
Madison Dudek,Akron,0.193,0.255,0.29,0.544,52,164,145,12,28,7,2,1,10,1,11,29,3,0
Serena Herbranson,Alabama A&M,0.256,0.264,0.322,0.586,30,97,90,6,23,4,1,0,8,0,1,9,1,1
Esperanza Coe,Alabama A&M,0.314,0.352,0.535,0.887,29,91,86,11,27,4,0,5,17,0,5,13,1,0
Marsha Hunt,Alcorn State,0.281,0.314,0.385,0.699,29,102,96,12,27,7,0,1,21,0,5,10,1,0
Kayt Houston,Appalachian State,0.326,0.387,0.504,0.89,43,152,135,12,44,8,2,4,24,3,11,22,0,1
Carlie Scupin,Arizona,0.343,0.412,0.612,1.024,54,153,134,21,46,7,1,9,38,1,16,26,0,0
Keely Huffine,Arkansas,0.167,0.268,0.292,0.56,53,147,120,20,20,0,0,5,11,6,11,37,1,0
Sydney Cox,Auburn,0.256,0.355,0.355,0.71,47,145,121,11,31,9,0,1,12,2,17,20,3,2
Makayla Packer,Auburn,0.303,0.384,0.444,0.828,42,117,99,19,30,3,1,3,15,3,10,27,16,0
Violet Zavodnik,BYU,0.414,0.516,0.803,1.319,55,187,152,43,63,10,5,13,48,12,21,25,16,2
Kayla Lissy,Ball State,0.366,0.432,0.559,0.991,49,163,145,43,53,4,9,2,18,3,14,25,18,3
Zadie LaValley,Baylor,0.204,0.328,0.311,0.639,43,125,103,5,21,5,0,2,19,1,19,25,1,0
Carson Goatley,Bellarmine,0.121,0.192,0.182,0.374,28,73,66,1,8,1,0,1,5,0,6,17,0,0
Kaley Varner,Belmont,0.194,0.231,0.33,0.562,38,108,103,10,20,3,1,3,14,0,5,35,0,1
Jordyn Hutchins,Boise State,0.276,0.353,0.534,0.888,44,133,116,20,32,7,1,7,30,3,12,24,5,1
Nicole Giery,Boston College,0.231,0.287,0.308,0.594,45,146,130,13,30,7,0,1,13,4,7,22,1,0
Lauren Keleher,Boston University,0.339,0.438,0.47,0.908,40,140,115,23,39,3,3,2,15,2,19,9,2,0
Jayme Gross,Brown,0.167,0.167,0.167,0.333,2,6,6,0,1,0,0,0,0,0,0,0,0,0
Trystan Salvador,Bryant,0.255,0.317,0.291,0.608,24,60,55,5,14,0,1,0,3,1,4,14,2,3
Niki Mabry,Bucknell,0.243,0.312,0.243,0.555,27,79,70,7,17,0,0,0,2,0,7,14,6,1
Zoie Smith,Bucknell,0.261,0.313,0.523,0.835,29,96,88,12,23,5,0,6,22,1,6,15,0,0
Noelle Gardon,Bucknell,0.118,0.233,0.118,0.351,25,61,51,5,6,0,0,0,2,1,7,19,1,1
Madison Fernimen,Buffalo,0.2,0.265,0.319,0.583,51,151,135,18,27,7,0,3,12,3,10,34,6,1
Rachel Steffan,Buffalo,0.308,0.481,0.519,1,53,183,133,30,41,5,1,7,28,16,31,39,19,4
Hannah Becerra,Cal State Fullerton,0.356,0.439,0.763,1.202,50,158,135,38,48,9,2,14,47,3,18,14,9,3
KK Humphreys,Cal State Fullerton,0.366,0.413,0.627,1.039,51,161,142,33,52,10,0,9,35,2,12,16,15,3
Peyton Toto,Cal State Fullerton,0.282,0.327,0.466,0.793,45,112,103,13,29,7,0,4,19,3,4,15,4,1
Mia Alvarez,California Baptist,0.163,0.226,0.184,0.41,50,108,98,9,16,2,0,0,6,0,8,21,1,1
Ashley McBay,California Baptist,0.286,0.301,0.341,0.642,52,187,182,28,52,6,2,0,14,0,4,21,9,0
Maile Olsen,California Baptist,0.195,0.267,0.297,0.564,47,136,118,10,23,10,1,0,15,2,10,23,0,0
Delaney McDilda,Campbell,0.279,0.408,0.433,0.84,47,133,104,15,29,3,2,3,25,3,21,26,2,0
Sydney Costan,Canisius,0.304,0.453,0.424,0.877,35,118,92,17,28,5,0,2,16,5,20,20,2,0
Gianna Fazzolari,Canisius,0.27,0.308,0.459,0.767,36,130,122,15,33,9,1,4,27,1,6,18,1,1
Destiny Falquez,Canisius,0.241,0.365,0.367,0.732,32,96,79,8,19,4,0,2,16,0,16,16,0,0
Tremere Harris,Central Arkansas,0.33,0.394,0.357,0.75,49,128,115,23,38,3,0,0,9,1,11,21,26,4
Kristen Whitehouse,Central Arkansas,0.285,0.333,0.465,0.799,56,159,144,19,41,8,0,6,22,5,6,28,1,0
Paige Stringer,Central Connecticut,0.336,0.433,0.701,1.134,38,127,107,24,36,6,0,11,36,0,19,35,1,1
Abbey Tolmie,Central Michigan,0.355,0.406,0.434,0.84,47,169,152,34,54,9,0,1,15,2,11,14,3,3
Kailey Snell,Chattanooga,0.283,0.377,0.326,0.703,35,110,92,14,26,4,0,0,11,3,11,17,4,1
Courtney Ball,Chattanooga,0.303,0.364,0.404,0.768,37,124,99,12,30,7,0,1,12,2,8,16,1,2
Adison Keylon,Chattanooga,0.193,0.294,0.261,0.555,32,109,88,13,17,3,0,1,9,2,11,22,2,0
Liz Rodebaugh,Chattanooga,0.242,0.265,0.364,0.628,34,104,99,8,24,7,1,1,14,2,1,16,3,0
