"Season","Series","City","Country","Year","Month","Day","Distance","Round","Group","Num_Skater","Name","Nationality","Rank_In_Group","Start_Position","Time","Qualification","rank_lap1","time_lap1","rank_lap2","time_lap2","rank_lap3","time_lap3","rank_lap4","time_lap4","rank_lap5","time_lap5","Time_Event"
"2012/2013","World Championships","Debrecen","HUN",2013,3,8,"500m","Preliminaries",10,139,"Yuri CONFORTOLA","ITA",2,4,42.731,"Q",3,7.43,3,9.06,2,8.67,2,8.67,2,8.91,2013.18584474886
"2012/2013","World Championships","Debrecen","HUN",2013,3,8,"500m","Preliminaries",10,173,"Jose CAVALLI","SUI",3,1,44.432,"",1,6.93,1,9.37,3,9.2,3,9.33,3,9.61,2013.18584474886
"2012/2013","World Championships","Debrecen","HUN",2013,3,8,"500m","Preliminaries",10,171,"NG Lucas","SGP",4,3,47.262,"",4,7.62,4,10.03,4,9.49,4,9.82,4,10.31,2013.18584474886
"2012/2013","World Championships","Debrecen","HUN",2013,3,8,"500m","Preliminaries",11,159,"Niels KERSTHOLT","NED",1,2,42.491,"Q",1,7.12,1,9.09,1,8.6,1,8.78,1,8.91,2013.18584474886
"2012/2013","World Championships","Debrecen","HUN",2013,3,8,"500m","Preliminaries",11,167,"AN Victor","RUS",2,4,43.166,"Q",3,7.24,3,9.43,2,8.69,2,8.76,2,9.05,2013.18584474886
"2012/2013","World Championships","Debrecen","HUN",2013,3,8,"500m","Preliminaries",11,137,"LIU Shaolin Sandor","HUN",3,3,43.913,"",4,7.26,2,9.35,3,8.94,3,8.92,3,9.45,2013.18584474886
"2012/2013","World Championships","Debrecen","HUN",2013,3,8,"500m","Preliminaries",11,157,"Roberto PUKITIS","LAT",4,1,71.105,"",2,7.16,4,15.62,4,25.44,4,11.69,4,11.2,2013.18584474886
"2012/2013","World Championships","Debrecen","HUN",2013,3,8,"500m","Preliminaries",12,108,"Olivier JEAN","CAN",1,3,41.574,"Q",1,6.87,1,8.86,1,8.49,1,8.63,1,8.73,2013.18584474886
"2012/2013","World Championships","Debrecen","HUN",2013,3,8,"500m","Preliminaries",12,169,"ELISTRATOV Semen","RUS",2,4,41.862,"Q",2,7.06,2,8.95,2,8.57,2,8.58,2,8.71,2013.18584474886
"2012/2013","World Championships","Debrecen","HUN",2013,3,8,"500m","Preliminaries",12,175,"Selim TANRIKULU","TUR",3,1,44.218,"",3,7.1,3,9.4,3,9.04,3,9.16,3,9.52,2013.18584474886
"2012/2013","World Championships","Debrecen","HUN",2013,3,8,"500m","Preliminaries",12,172,"Miodrag POPOVIC","SRB",4,2,47.81,"",4,7.41,4,9.98,4,9.85,4,10.13,4,10.44,2013.18584474886
"2012/2013","World Championships","Debrecen","HUN",2013,3,8,"500m","Heats",1,159,"Niels KERSTHOLT","NED",1,4,42.017,"Q",2,7.02,2,9.11,2,8.43,1,8.54,1,8.92,2013.18584474886
"2012/2013","World Championships","Debrecen","HUN",2013,3,8,"500m","Heats",1,121,"Jon ELEY","GBR",2,1,42.208,"Q",3,7.06,3,9.13,3,8.5,3,8.54,2,8.98,2013.18584474886
"2012/2013","World Championships","Debrecen","HUN",2013,3,8,"500m","Heats",1,126,"Robert SEIFERT","GER",3,3,49.312,"",1,6.86,1,8.95,1,8.53,2,8.78,3,16.2,2013.18584474886
"2012/2013","World Championships","Debrecen","HUN",2013,3,8,"500m","Heats",1,170,"Vladimir GRIGOREV","RUS",4,2,58.936,"ADV",4,7.42,4,8.88,4,8.54,4,8.5,4,25.6,2013.18584474886
"2012/2013","World Championships","Debrecen","HUN",2013,3,8,"500m","Heats",2,117,"WU Dajing","CHN",1,1,41.923,"Q",1,6.8,1,8.86,1,8.61,1,8.76,1,8.9,2013.18584474886
"2012/2013","World Championships","Debrecen","HUN",2013,3,8,"500m","Heats",2,144,"Ryosuke SAKAZUME","JPN",2,2,42.034,"Q",2,6.96,2,8.94,2,8.54,2,8.67,2,8.93,2013.18584474886
"2012/2013","World Championships","Debrecen","HUN",2013,3,8,"500m","Heats",2,167,"AN Victor","RUS",3,4,42.096,"q",4,7.25,4,8.89,4,8.51,3,8.54,3,8.91,2013.18584474886
"2012/2013","World Championships","Debrecen","HUN",2013,3,8,"500m","Heats",2,181,"Chris CREVELING","USA",4,3,42.534,"",3,7.14,3,8.89,3,8.44,4,9.25,4,8.82,2013.18584474886
"2012/2013","World Championships","Debrecen","HUN",2013,3,8,"500m","Heats",3,114,"LIANG Wenhao","CHN",1,1,41.491,"Q",2,6.93,1,8.79,1,8.42,1,8.56,1,8.8,2013.18584474886
"2012/2013","World Championships","Debrecen","HUN",2013,3,8,"500m","Heats",3,180,"J R CELSKI","USA",2,3,41.569,"Q",1,6.81,2,8.97,2,8.48,2,8.55,2,8.76,2013.18584474886
"2012/2013","World Championships","Debrecen","HUN",2013,3,8,"500m","Heats",3,111,"HAMELIN Charles","CAN",3,2,42.765,"q",3,7.23,3,8.83,4,9.02,3,8.88,3,8.81,2013.18584474886
"2012/2013","World Championships","Debrecen","HUN",2013,3,8,"500m","Heats",3,140,"DOTTI Tommaso","ITA",4,4,43.302,"",4,7.33,4,9.04,3,8.7,4,9.03,4,9.21,2013.18584474886
"2012/2013","World Championships","Debrecen","HUN",2013,3,8,"500m","Heats",4,108,"Olivier JEAN","CAN",1,1,41.453,"Q",1,6.84,1,8.88,1,8.46,1,8.59,1,8.69,2013.18584474886
"2012/2013","World Championships","Debrecen","HUN",2013,3,8,"500m","Heats",4,162,"Freek van der WART","NED",2,2,41.504,"Q",2,6.98,2,8.89,2,8.41,2,8.59,2,8.64,2013.18584474886
"2012/2013","World Championships","Debrecen","HUN",2013,3,8,"500m","Heats",4,123,"Paul STANLEY","GBR",3,3,41.77,"q",3,7.23,3,8.86,3,8.36,3,8.59,3,8.73,2013.18584474886
"2012/2013","World Championships","Debrecen","HUN",2013,3,8,"500m","Heats",4,174,"BLACKBURN Mackenzie","TPE",4,4,42.576,"",4,7.36,4,9.08,4,8.54,4,8.71,4,8.89,2013.18584474886
"2012/2013","World Championships","Debrecen","HUN",2013,3,8,"500m","Heats",5,110,"Michael GILDAY","CAN",1,3,41.998,"Q",1,6.97,1,9.09,1,8.5,1,8.64,1,8.8,2013.18584474886
"2012/2013","World Championships","Debrecen","HUN",2013,3,8,"500m","Heats",5,135,"KNOCH Viktor","HUN",2,1,42.108,"Q",2,7.01,2,9.16,2,8.5,2,8.64,2,8.8,2013.18584474886
"2012/2013","World Championships","Debrecen","HUN",2013,3,8,"500m","Heats",5,169,"ELISTRATOV Semen","RUS",3,2,42.144,"q",3,7.13,3,9.15,3,8.53,3,8.58,3,8.76,2013.18584474886
"2012/2013","World Championships","Debrecen","HUN",2013,3,8,"500m","Heats",5,142,"Yuzo TAKAMIDO","JPN",4,4,42.293,"",4,7.19,4,9.22,4,8.58,4,8.6,4,8.71,2013.18584474886
"2012/2013","World Championships","Debrecen","HUN",2013,3,8,"500m","Heats",6,153,"NOH Jinkyu","KOR",1,1,42.161,"Q",2,7.13,2,9.06,2,8.52,2,8.72,1,8.74,2013.18584474886
"2012/2013","World Championships","Debrecen","HUN",2013,3,8,"500m","Heats",6,160,"KNEGT Sjinkie","NED",2,2,42.308,"Q",1,6.91,1,9.1,1,8.61,1,8.75,2,8.94,2013.18584474886
"2012/2013","World Championships","Debrecen","HUN",2013,3,8,"500m","Heats",6,138,"BYKANOV Vladislav","ISR",3,4,43.142,"",4,7.35,4,9.11,4,8.58,3,8.97,3,9.14,2013.18584474886
"2012/2013","World Championships","Debrecen","HUN",2013,3,8,"500m","Heats",6,139,"Yuri CONFORTOLA","ITA",4,3,74.837,"",3,7.25,3,9.02,3,8.66,4,33.7,4,16.21,2013.18584474886
"2012/2013","World Championships","Debrecen","HUN",2013,3,8,"500m","Quarterfinals",1,180,"J R CELSKI","USA",1,1,41.438,"Q",1,6.84,1,8.94,1,8.45,1,8.54,1,8.67,2013.18584474886
"2012/2013","World Championships","Debrecen","HUN",2013,3,8,"500m","Quarterfinals",1,153,"NOH Jinkyu","KOR",2,4,41.625,"Q",4,7.37,4,8.88,4,8.36,4,8.46,2,8.56,2013.18584474886
"2012/2013","World Championships","Debrecen","HUN",2013,3,8,"500m","Quarterfinals",1,123,"Paul STANLEY","GBR",3,2,41.705,"",2,6.99,2,8.91,2,8.47,2,8.57,3,8.77,2013.18584474886
"2012/2013","World Championships","Debrecen","HUN",2013,3,8,"500m","Quarterfinals",1,159,"Niels KERSTHOLT","NED",4,3,41.825,"",3,7.2,3,8.91,3,8.37,3,8.57,4,8.78,2013.18584474886
"2012/2013","World Championships","Debrecen","HUN",2013,3,8,"500m","Quarterfinals",2,169,"ELISTRATOV Semen","RUS",1,3,43.037,"Q",1,6.67,1,9.15,1,8.97,1,8.97,1,9.28,2013.18584474886
"2012/2013","World Championships","Debrecen","HUN",2013,3,8,"500m","Quarterfinals",2,121,"Jon ELEY","GBR",2,4,43.747,"Q",2,7.45,2,9.54,2,8.64,2,8.87,2,9.25,2013.18584474886
"2012/2013","World Championships","Debrecen","HUN",2013,3,8,"500m","Quarterfinals",2,144,"Ryosuke SAKAZUME","JPN",3,2,70.044,"",3,17.28,3,16.94,3,12.42,3,11.61,3,11.8,2013.18584474886
"2012/2013","World Championships","Debrecen","HUN",2013,3,8,"500m","Quarterfinals",2,108,"Olivier JEAN","CAN",,1,,"PEN",,,,,,,,,,,2013.18584474886
"2012/2013","World Championships","Debrecen","HUN",2013,3,8,"500m","Quarterfinals",3,117,"WU Dajing","CHN",1,1,41.623,"Q",5,7.11,2,8.88,2,8.36,1,8.5,1,8.78,2013.18584474886
"2012/2013","World Championships","Debrecen","HUN",2013,3,8,"500m","Quarterfinals",3,167,"AN Victor","RUS",2,2,41.776,"Q",1,6.79,1,8.97,1,8.53,2,8.57,2,8.92,2013.18584474886
"2012/2013","World Championships","Debrecen","HUN",2013,3,8,"500m","Quarterfinals",3,135,"KNOCH Viktor","HUN",3,3,78.044,"ADV",2,6.94,5,28.89,5,16.06,5,12.75,3,13.41,2013.18584474886
"2012/2013","World Championships","Debrecen","HUN",2013,3,8,"500m","Quarterfinals",3,160,"KNEGT Sjinkie","NED",,4,,"PEN",4,7.08,3,9.04,3,8.41,3,8.4,,,2013.18584474886
"2012/2013","World Championships","Debrecen","HUN",2013,3,8,"500m","Quarterfinals",3,111,"HAMELIN Charles","CAN",,5,,"PEN",3,7,4,19.64,4,17.83,4,13.51,,,2013.18584474886
"2012/2013","World Championships","Debrecen","HUN",2013,3,8,"500m","Quarterfinals",4,114,"LIANG Wenhao","CHN",1,1,51.583,"Q",1,6.85,2,13.11,2,10.84,2,10.13,1,10.66,2013.18584474886
"2012/2013","World Championships","Debrecen","HUN",2013,3,8,"500m","Quarterfinals",4,162,"Freek van der WART","NED",2,2,56.623,"Q",3,6.97,3,17.13,3,11.5,3,9.87,2,11.16,2013.18584474886
"2012/2013","World Championships","Debrecen","HUN",2013,3,8,"500m","Quarterfinals",4,110,"Michael GILDAY","CAN",,3,,"PEN",4,7.07,4,20.17,4,15.45,4,12.16,,,2013.18584474886
"2012/2013","World Championships","Debrecen","HUN",2013,3,8,"500m","Quarterfinals",4,170,"Vladimir GRIGOREV","RUS",,4,,"PEN",2,6.96,1,9.01,1,8.57,1,8.84,,,2013.18584474886
"2012/2013","World Championships","Debrecen","HUN",2013,3,8,"500m","Semifinals",1,169,"ELISTRATOV Semen","RUS",1,2,41.705,"Q",2,6.92,2,8.94,2,8.48,2,8.57,1,8.8,2013.18584474886
"2012/2013","World Championships","Debrecen","HUN",2013,3,8,"500m","Semifinals",1,162,"Freek van der WART","NED",2,4,44.909,"Q",3,7.08,3,8.93,3,8.42,3,8.57,2,11.91,2013.18584474886
"2012/2013","World Championships","Debrecen","HUN",2013,3,8,"500m","Semifinals",1,180,"J R CELSKI","USA",3,1,66.413,"",1,6.85,1,8.87,1,8.47,1,8.61,3,33.62,2013.18584474886
"2012/2013","World Championships","Debrecen","HUN",2013,3,8,"500m","Semifinals",1,121,"Jon ELEY","GBR",,3,,"PEN",4,7.08,4,9.07,4,8.48,4,8.59,,,2013.18584474886
"2012/2013","World Championships","Debrecen","HUN",2013,3,8,"500m","Semifinals",2,114,"LIANG Wenhao","CHN",1,4,41.09,"Q",2,6.83,2,8.74,1,8.37,1,8.44,1,8.71,2013.18584474886
"2012/2013","World Championships","Debrecen","HUN",2013,3,8,"500m","Semifinals",2,167,"AN Victor","RUS",2,3,41.283,"Q",3,6.95,3,8.78,3,8.41,3,8.44,2,8.71,2013.18584474886
"2012/2013","World Championships","Debrecen","HUN",2013,3,8,"500m","Semifinals",2,153,"NOH Jinkyu","KOR",3,2,41.3,"",5,7.15,5,9.01,5,8.38,4,8.36,3,8.4,2013.18584474886
"2012/2013","World Championships","Debrecen","HUN",2013,3,8,"500m","Semifinals",2,117,"WU Dajing","CHN",4,1,41.552,"",1,6.68,1,8.83,2,8.52,2,8.43,4,9.1,2013.18584474886
"2012/2013","World Championships","Debrecen","HUN",2013,3,8,"500m","Semifinals",2,135,"KNOCH Viktor","HUN",5,5,61.328,"",4,7.13,4,8.89,4,8.42,5,8.67,5,28.22,2013.18584474886
"2012/2013","World Championships","Debrecen","HUN",2013,3,8,"500m","FinalA",1,114,"LIANG Wenhao","CHN",1,1,41.905,"",1,6.87,1,9.17,1,8.54,1,8.55,1,8.78,2013.18584474886
"2012/2013","World Championships","Debrecen","HUN",2013,3,8,"500m","FinalA",1,167,"AN Victor","RUS",2,2,41.995,"",2,6.94,2,9.23,2,8.52,2,8.57,2,8.74,2013.18584474886
"2012/2013","World Championships","Debrecen","HUN",2013,3,8,"500m","FinalA",1,162,"Freek van der WART","NED",3,4,42.027,"",4,7.2,4,9.2,3,8.49,3,8.55,3,8.59,2013.18584474886
"2012/2013","World Championships","Debrecen","HUN",2013,3,8,"500m","FinalA",1,169,"ELISTRATOV Semen","RUS",4,3,42.346,"",3,7.05,3,9.24,4,8.63,4,8.69,4,8.74,2013.18584474886
"2013/2014","European Championships","Dresden","GER",2014,1,17,"500m","Preliminaries",1,148,"Freek van der WART","NED",1,1,42.085,"Q",2,7.14,2,9.04,1,8.54,1,8.63,1,8.74,2014.04383561644
"2013/2014","European Championships","Dresden","GER",2014,1,17,"500m","Preliminaries",1,151,"Sebastian KLOSINSKI","POL",2,3,43.131,"Q",1,6.92,1,9.2,2,8.91,2,8.96,2,9.15,2014.04383561644
"2013/2014","European Championships","Dresden","GER",2014,1,17,"500m","Preliminaries",1,109,"BRANKOVIC Edin","BIH",3,2,45.332,"",3,7.38,3,9.97,3,9.36,3,9.25,3,9.38,2014.04383561644
"2013/2014","European Championships","Dresden","GER",2014,1,17,"500m","Preliminaries",1,162,"JANSSON Jacob","SWE",4,4,62.513,"",4,7.55,4,15.99,4,16.27,4,11.88,4,10.83,2014.04383561644
"2013/2014","European Championships","Dresden","GER",2014,1,17,"500m","Preliminaries",2,156,"Vladimir GRIGOREV","RUS",1,3,41.866,"Q",2,6.96,2,8.94,2,8.54,2,8.61,1,8.82,2014.04383561644
"2013/2014","European Championships","Dresden","GER",2014,1,17,"500m","Preliminaries",2,116,"FAUCONNET Thibaut","FRA",2,2,42.162,"Q",1,6.83,1,8.94,1,8.58,1,8.66,2,9.16,2014.04383561644
"2013/2014","European Championships","Dresden","GER",2014,1,17,"500m","Preliminaries",2,161,"Alvaro PENA","ESP",3,1,45.042,"",3,7.36,3,9.65,3,9.24,3,9.28,3,9.52,2014.04383561644
"2013/2014","European Championships","Dresden","GER",2014,1,17,"500m","Preliminaries",2,101,"Matthias STELZMUELLER","AUT",4,4,45.444,"",4,7.57,4,9.62,4,9.45,4,9.33,4,9.48,2014.04383561644
"2013/2014","European Championships","Dresden","GER",2014,1,17,"500m","Preliminaries",3,132,"KNOCH Viktor","HUN",1,4,42.263,"Q",2,7.04,2,8.95,1,8.57,1,8.71,1,9,2014.04383561644
"2013/2014","European Championships","Dresden","GER",2014,1,17,"500m","Preliminaries",3,138,"Anthony LOBELLO","ITA",2,2,42.696,"Q",3,7.12,3,9.29,3,8.65,3,8.72,2,8.92,2014.04383561644
"2013/2014","European Championships","Dresden","GER",2014,1,17,"500m","Preliminaries",3,160,"Jonathan LOPEZ","ESP",3,1,45.653,"",4,7.5,4,9.76,4,9.21,4,9.42,3,9.77,2014.04383561644
"2013/2014","European Championships","Dresden","GER",2014,1,17,"500m","Preliminaries",3,142,"Jekabs SAULITIS","LAT",,3,,"PEN",1,6.8,1,9.07,2,8.85,2,9,,,2014.04383561644
"2013/2014","European Championships","Dresden","GER",2014,1,17,"500m","Preliminaries",4,123,"Robert SEIFERT","GER",1,1,41.812,"Q",1,6.82,1,8.92,1,8.54,1,8.66,1,8.88,2014.04383561644
"2013/2014","European Championships","Dresden","GER",2014,1,17,"500m","Preliminaries",4,146,"Niels KERSTHOLT","NED",2,4,41.83,"Q",3,7.1,3,8.9,3,8.42,2,8.62,2,8.79,2014.04383561644
"2013/2014","European Championships","Dresden","GER",2014,1,17,"500m","Preliminaries",4,107,"Mathias VOSTE","BEL",3,3,41.989,"q",2,6.94,2,8.9,2,8.55,3,8.78,3,8.82,2014.04383561644
"2013/2014","European Championships","Dresden","GER",2014,1,17,"500m","Preliminaries",4,143,"Max BACKSTROM","LUX",4,2,46.532,"",4,7.5,4,9.78,4,9.43,4,9.7,4,10.13,2014.04383561644
"2013/2014","European Championships","Dresden","GER",2014,1,17,"500m","Preliminaries",5,141,"Roberto PUKITIS","LAT",1,3,42.784,"Q",2,7.15,1,9.13,1,8.71,1,8.78,1,9.02,2014.04383561644
"2013/2014","European Championships","Dresden","GER",2014,1,17,"500m","Preliminaries",5,113,"Vojtech LOUDIN","CZE",2,1,43.14,"Q",1,7.06,2,9.26,2,8.9,2,8.85,2,9.07,2014.04383561644
"2013/2014","European Championships","Dresden","GER",2014,1,17,"500m","Preliminaries",5,106,"Maksim SIARHEYU","BLR",3,2,43.177,"",3,7.28,3,9.3,3,8.72,3,8.84,3,9.04,2014.04383561644
"2013/2014","European Championships","Dresden","GER",2014,1,17,"500m","Preliminaries",5,164,"Inan EREN","TUR",4,4,44.561,"",4,7.51,4,9.33,4,9,4,9.22,4,9.51,2014.04383561644
"2013/2014","European Championships","Dresden","GER",2014,1,17,"500m","Preliminaries",6,147,"KNEGT Sjinkie","NED",1,1,42.668,"Q",3,7.27,2,9.08,2,8.65,1,8.67,1,9,2014.04383561644
"2013/2014","European Championships","Dresden","GER",2014,1,17,"500m","Preliminaries",6,171,"Serhiy LIFYRENKO","UKR",2,4,43.18,"Q",1,6.86,1,9.1,1,8.89,2,9.11,2,9.22,2014.04383561644
"2013/2014","European Championships","Dresden","GER",2014,1,17,"500m","Preliminaries",6,108,"Nihad BASIC","BIH",3,2,44.567,"",2,7.15,3,9.44,3,8.96,3,9.44,3,9.58,2014.04383561644
"2013/2014","European Championships","Dresden","GER",2014,1,17,"500m","Preliminaries",6,165,"EREN Menderes","TUR",4,3,47.252,"",4,7.51,4,9.2,4,8.95,4,9.57,4,12.03,2014.04383561644
"2013/2014","European Championships","Dresden","GER",2014,1,17,"500m","Preliminaries",7,135,"BYKANOV Vladislav","ISR",1,1,42.624,"Q",1,7.1,1,9.13,1,8.72,1,8.76,1,8.92,2014.04383561644
"2013/2014","European Championships","Dresden","GER",2014,1,17,"500m","Preliminaries",7,136,"Yuri CONFORTOLA","ITA",2,3,42.75,"Q",2,7.2,2,9.15,2,8.66,2,8.77,2,8.97,2014.04383561644
"2013/2014","European Championships","Dresden","GER",2014,1,17,"500m","Preliminaries",7,163,"Jose CAVALLI","SUI",3,4,44.002,"",4,7.59,4,9.18,3,8.93,3,9.06,3,9.25,2014.04383561644
"2013/2014","European Championships","Dresden","GER",2014,1,17,"500m","Preliminaries",7,110,"GEORGIEV Dimitar","BUL",4,2,44.505,"",3,7.45,3,9.32,4,9.13,4,9.17,4,9.44,2014.04383561644
"2013/2014","European Championships","Dresden","GER",2014,1,17,"500m","Preliminaries",8,155,"ELISTRATOV Semen","RUS",1,1,42.401,"Q",1,7.06,1,9.14,1,8.66,1,8.71,1,8.84,2014.04383561644
"2013/2014","European Championships","Dresden","GER",2014,1,17,"500m","Preliminaries",8,120,"Paul HERRMANN","GER",2,2,42.501,"Q",2,7.25,2,9.04,2,8.64,2,8.73,2,8.85,2014.04383561644
"2013/2014","European Championships","Dresden","GER",2014,1,17,"500m","Preliminaries",8,169,"Ievgen GUTENOV","UKR",3,4,44.09,"",3,7.39,3,9.35,3,8.91,3,9,3,9.44,2014.04383561644
"2013/2014","European Championships","Dresden","GER",2014,1,17,"500m","Preliminaries",8,159,"Miodrag POPOVIC","SRB",4,3,56.454,"",4,7.48,4,16.41,4,11.04,4,10.61,4,10.92,2014.04383561644
"2013/2014","European Championships","Dresden","GER",2014,1,17,"500m","Preliminaries",9,129,"WHELBOURNE Jack","GBR",1,3,42.737,"Q",3,7.15,2,9.12,2,8.69,1,8.8,1,8.98,2014.04383561644
"2013/2014","European Championships","Dresden","GER",2014,1,17,"500m","Preliminaries",9,118,"LEPAPE Sebastien","FRA",2,4,42.806,"Q",2,7.12,3,9.27,3,8.72,2,8.76,2,8.94,2014.04383561644
"2013/2014","European Championships","Dresden","GER",2014,1,17,"500m","Preliminaries",9,105,"Yauheni RYZHOU","BLR",3,1,43.047,"q",1,7.1,1,9.09,1,8.74,3,8.96,3,9.16,2014.04383561644
"2013/2014","European Championships","Dresden","GER",2014,1,17,"500m","Preliminaries",9,114,"Mikkel K ORITSLAND","DEN",4,2,47.438,"",4,7.56,4,9.98,4,9.68,4,10.06,4,10.16,2014.04383561644
"2013/2014","European Championships","Dresden","GER",2014,1,17,"500m","Preliminaries",10,137,"DOTTI Tommaso","ITA",1,2,43.612,"Q",3,7.22,3,9.17,2,8.92,2,8.93,1,9.38,2014.04383561644
"2013/2014","European Championships","Dresden","GER",2014,1,17,"500m","Preliminaries",10,112,"Jakov DOMITREK","CRO",2,1,44.445,"Q",1,6.94,1,9.32,3,9.35,3,9.34,2,9.5,2014.04383561644
"2013/2014","European Championships","Dresden","GER",2014,1,17,"500m","Preliminaries",10,133,"LIU Shaolin Sandor","HUN",,3,,"PEN",,,,,,,,,,,2014.04383561644
"2013/2014","European Championships","Dresden","GER",2014,1,17,"500m","Preliminaries",10,150,"Jakub JAWORSKI","POL",,4,,"PEN",2,7.05,2,9.27,1,8.87,1,9.04,,,2014.04383561644
"2013/2014","European Championships","Dresden","GER",2014,1,17,"500m","Preliminaries",11,154,"AN Victor","RUS",1,1,41.478,"Q",1,6.92,1,8.8,1,8.47,1,8.51,1,8.78,2014.04383561644
"2013/2014","European Championships","Dresden","GER",2014,1,17,"500m","Preliminaries",11,127,"SHOEBRIDGE Richard","GBR",2,2,41.634,"Q",2,7.07,2,8.85,2,8.41,2,8.52,2,8.79,2014.04383561644
"2013/2014","European Championships","Dresden","GER",2014,1,17,"500m","Preliminaries",11,152,"Dawid RZEMIENIECKI","POL",3,4,43.7,"",3,7.47,3,9.08,3,8.87,3,9.02,3,9.26,2014.04383561644
"2013/2014","European Championships","Dresden","GER",2014,1,17,"500m","Preliminaries",11,111,"ZASTRUGOV Daniel","BUL",4,3,58.473,"",4,7.48,4,18.6,4,10.96,4,10.61,4,10.83,2014.04383561644
"2013/2014","European Championships","Dresden","GER",2014,1,17,"500m","Heats",1,123,"Robert SEIFERT","GER",1,1,41.991,"Q",1,6.8,1,8.94,1,8.57,1,8.73,1,8.96,2014.04383561644
"2013/2014","European Championships","Dresden","GER",2014,1,17,"500m","Heats",1,146,"Niels KERSTHOLT","NED",2,2,42.071,"Q",2,6.99,2,8.9,2,8.5,2,8.82,2,8.87,2014.04383561644
"2013/2014","European Championships","Dresden","GER",2014,1,17,"500m","Heats",1,132,"KNOCH Viktor","HUN",3,3,42.132,"q",3,7.1,3,8.88,3,8.52,3,8.77,3,8.87,2014.04383561644
"2013/2014","European Championships","Dresden","GER",2014,1,17,"500m","Heats",1,105,"Yauheni RYZHOU","BLR",4,4,57.971,"",4,7.25,4,8.94,4,8.54,4,8.72,4,24.53,2014.04383561644
"2013/2014","European Championships","Dresden","GER",2014,1,17,"500m","Heats",2,156,"Vladimir GRIGOREV","RUS",1,1,41.204,"Q",1,6.7,1,8.84,1,8.43,1,8.48,1,8.76,2014.04383561644
"2013/2014","European Championships","Dresden","GER",2014,1,17,"500m","Heats",2,118,"LEPAPE Sebastien","FRA",2,3,41.247,"Q",2,6.91,2,8.7,2,8.44,2,8.51,2,8.69,2014.04383561644
"2013/2014","European Championships","Dresden","GER",2014,1,17,"500m","Heats",2,171,"Serhiy LIFYRENKO","UKR",3,4,41.941,"q",3,7.03,3,8.74,3,8.48,3,8.7,3,9,2014.04383561644
"2013/2014","European Championships","Dresden","GER",2014,1,17,"500m","Heats",2,148,"Freek van der WART","NED",,2,,"DNF",,,,,,,,,,,2014.04383561644
"2013/2014","European Championships","Dresden","GER",2014,1,17,"500m","Heats",3,147,"KNEGT Sjinkie","NED",1,2,41.618,"Q",3,7.08,3,8.86,2,8.34,2,8.61,1,8.73,2014.04383561644
"2013/2014","European Championships","Dresden","GER",2014,1,17,"500m","Heats",3,116,"FAUCONNET Thibaut","FRA",2,1,41.732,"Q",1,6.76,1,8.92,1,8.52,1,8.62,2,8.92,2014.04383561644
"2013/2014","European Championships","Dresden","GER",2014,1,17,"500m","Heats",3,136,"Yuri CONFORTOLA","ITA",3,3,41.771,"q",2,6.94,2,8.87,3,8.58,3,8.58,3,8.81,2014.04383561644
"2013/2014","European Championships","Dresden","GER",2014,1,17,"500m","Heats",3,113,"Vojtech LOUDIN","CZE",4,4,43.679,"",4,7.34,4,9.18,4,8.84,4,9.07,4,9.25,2014.04383561644
"2013/2014","European Championships","Dresden","GER",2014,1,17,"500m","Heats",4,154,"AN Victor","RUS",1,1,41.139,"Q",1,6.91,1,8.74,1,8.36,1,8.5,1,8.63,2014.04383561644
"2013/2014","European Championships","Dresden","GER",2014,1,17,"500m","Heats",4,120,"Paul HERRMANN","GER",2,2,42.687,"Q",4,7.38,4,9.16,4,8.69,3,8.65,2,8.81,2014.04383561644
"2013/2014","European Championships","Dresden","GER",2014,1,17,"500m","Heats",4,138,"Anthony LOBELLO","ITA",3,3,43.026,"",3,7.27,3,9.15,3,8.7,2,8.71,3,9.2,2014.04383561644
"2013/2014","European Championships","Dresden","GER",2014,1,17,"500m","Heats",4,151,"Sebastian KLOSINSKI","POL",4,4,43.273,"",2,7.05,2,9.14,2,8.82,4,9.14,4,9.13,2014.04383561644
"2013/2014","European Championships","Dresden","GER",2014,1,17,"500m","Heats",5,127,"SHOEBRIDGE Richard","GBR",1,1,41.945,"Q",1,6.87,1,9.02,1,8.56,1,8.64,1,8.86,2014.04383561644
"2013/2014","European Championships","Dresden","GER",2014,1,17,"500m","Heats",5,135,"BYKANOV Vladislav","ISR",2,3,42.355,"Q",3,7.19,3,8.89,3,8.56,3,8.84,2,8.88,2014.04383561644
"2013/2014","European Championships","Dresden","GER",2014,1,17,"500m","Heats",5,107,"Mathias VOSTE","BEL",3,2,43.695,"ADV",2,7,2,8.98,2,8.56,4,9.45,3,9.71,2014.04383561644
"2013/2014","European Championships","Dresden","GER",2014,1,17,"500m","Heats",5,141,"Roberto PUKITIS","LAT",,4,,"PEN",4,7.31,4,8.86,4,8.49,2,8.62,,,2014.04383561644
