player,pos,age,tm,g,gs,mp,fg,fga,fgpercent,x3p,x3pa,x3ppercent,x2p,x2pa,x2ppercent,ft,fta,ftpercent,orb,drb,trb,ast,stl,blk,tov,pf,pts,ortg,drtg
Didi Louzada,SG,22,POR,7,1,122,4.8,12,0.4,3.6,8,0.45,1.2,4,0.3,0.8,0.8,1,1.2,4.8,6,1.6,0.8,0.8,2,5.2,14,104,120
Kevin Love,C,33,CLE,74,4,1665,9.8,22.8,0.43,5.6,14.3,0.392,4.2,8.5,0.493,5,5.9,0.838,2.6,13.5,16.1,4.8,0.8,0.5,2.9,3,30.2,117,108
Kyle Lowry,PG,35,MIA,63,63,2133,6.5,14.7,0.44,3.4,9,0.377,3.1,5.7,0.539,3.5,4.1,0.851,0.8,5.8,6.6,11.1,1.6,0.4,3.9,4.2,19.8,118,110
Gabriel Lundberg,SG,27,PHO,4,0,44,5.5,20.8,0.263,3.3,8.7,0.375,2.2,12,0.182,0,0,NA,2.2,5.5,7.7,12,3.3,0,3.3,7.7,14.2,89,106
Timothé Luwawu-Cabarrot,SF,26,ATL,52,18,685,5.3,13.3,0.398,3.2,8.8,0.361,2.2,4.6,0.469,2.5,2.9,0.854,1.2,4.7,5.9,2.9,1.3,0.4,1.4,5.5,16.3,113,117
Trey Lyles,PF,26,TOT,75,23,1537,8.3,17.8,0.466,2.1,6.6,0.321,6.2,11.2,0.552,6.2,7.7,0.802,2.8,9.2,12,2.8,0.9,1,2.3,3.9,24.8,116,114
Trey Lyles,PF,26,DET,51,3,990,8.6,18.9,0.456,2.2,7.2,0.301,6.5,11.7,0.55,6.8,8.7,0.784,3,9.1,12,2.9,1.1,1.3,2.7,4.5,26.2,113,113
Trey Lyles,PF,26,SAC,24,20,547,7.7,15.7,0.489,2,5.5,0.365,5.6,10.1,0.557,5,5.9,0.851,2.6,9.3,11.9,2.6,0.6,0.5,1.7,2.8,22.3,123,116
Théo Maledon,PG,20,OKC,51,7,908,6.4,17,0.375,2.4,8,0.293,4,9,0.449,4.2,5.4,0.79,1.1,6,7,6,1.7,0.6,3.5,3.6,19.4,99,114
Sandro Mamukelashvili,PF,22,MIL,41,3,407,6.7,13.6,0.496,2.6,6.1,0.423,4.1,7.4,0.556,2.1,2.6,0.818,4.1,5.5,9.7,2.6,1.1,1.1,1.8,3.3,18.2,126,114
Terance Mann,SF,25,LAC,81,33,2317,7.1,14.6,0.484,1.6,4.4,0.365,5.5,10.2,0.535,2.7,3.5,0.78,2.2,6.8,9,4.4,1.2,0.4,1.8,3.8,18.4,117,112
Tre Mann,PG,20,OKC,60,26,1367,8.2,21,0.393,3.5,9.7,0.36,4.7,11.3,0.421,2.3,2.9,0.793,0.9,5.2,6.1,3.2,1.7,0.4,2.5,3.6,22.3,97,114
Boban Marjanović,C,33,DAL,23,0,128,16.5,27.5,0.6,0.4,1.6,0.25,16.1,26,0.621,5.1,8.7,0.591,3.1,12.2,15.3,1.2,0,1.2,5.9,9.4,38.5,101,109
Lauri Markkanen,SF,24,CLE,61,61,1878,8.3,18.7,0.445,3.6,10.1,0.358,4.7,8.6,0.548,3.7,4.2,0.868,1.6,7.6,9.2,2.2,1.2,0.8,1.4,3.5,23.9,117,110
Naji Marshall,SF,24,NOP,55,4,735,7.3,18.1,0.405,1.4,7.1,0.2,5.9,11,0.537,5,6.2,0.796,2.6,7,9.5,4.2,2.2,0.5,3.1,4.6,21,103,112
Caleb Martin,SF,26,MIA,60,12,1372,7.6,15,0.507,2.3,5.7,0.413,5.3,9.3,0.565,2.6,3.4,0.763,2.6,5.8,8.4,2.3,2.1,1.1,1.9,3.8,20.1,119,108
Cody Martin,SF,26,CHO,71,11,1866,5.2,10.9,0.482,1.6,4.1,0.384,3.7,6.8,0.542,1.9,2.8,0.701,2.1,5.2,7.3,4.6,2.3,0.8,1.6,3,14,120,114
Kelan Martin,SF,26,TOT,30,1,450,7.6,18.6,0.409,2.4,8.2,0.293,5.2,10.5,0.5,1,1.4,0.692,1.9,4.1,6,2.3,1.4,1,1.5,3.9,18.6,100,118
Kelan Martin,SF,26,IND,27,1,444,7.7,18.5,0.417,2.4,8.2,0.297,5.3,10.4,0.511,1,1.4,0.692,1.8,4.1,5.8,2.3,1.4,1,1.5,4,18.9,102,118
Kelan Martin,SF,26,BOS,3,0,6,0,24.8,0,0,8.3,0,0,16.6,0,0,0,NA,8.3,8.3,16.6,0,0,0,0,0,0,29,111
Kenyon Martin Jr.,SF,21,HOU,79,2,1656,8,15,0.533,1.7,4.8,0.357,6.3,10.2,0.617,2.2,3.5,0.634,2.3,6.2,8.5,2.9,1,1.1,1.7,3.2,20,118,118
Garrison Mathews,SG,25,HOU,65,33,1712,5.1,12.8,0.399,3.9,10.7,0.36,1.3,2.1,0.6,4,5,0.794,0.9,4.4,5.3,1.8,1.6,0.7,1.1,4.7,18.1,120,118
Dakota Mathias,SG,26,MEM,6,0,16,6,17.9,0.333,6,17.9,0.333,0,0,NA,0,0,NA,0,6,6,3,3,0,0,3,17.9,116,109
Wesley Matthews,SG,35,MIL,49,14,1002,4.2,10.5,0.395,2.5,7.5,0.338,1.6,3,0.54,1.1,1.3,0.786,1.4,3,4.4,1.7,1.1,0.4,0.9,4.2,11.9,113,116
Tyrese Maxey,PG,21,PHI,75,74,2650,9.1,18.7,0.485,2.5,5.8,0.427,6.6,12.9,0.512,4,4.6,0.866,0.5,4,4.5,6,1,0.6,1.7,2.9,24.7,121,115
Skylar Mays,SG,24,ATL,28,5,220,7.1,14.3,0.5,1.8,5.6,0.32,5.4,8.7,0.615,1.8,2,0.889,1.1,4.5,5.6,3.8,1.6,0,2.2,2,17.9,113,117
Miles McBride,PG,21,NYK,40,2,372,4.3,14.5,0.296,2.3,9.1,0.25,2,5.4,0.375,1.1,1.6,0.667,0.5,5.1,5.6,5.5,1.9,0.1,0.7,6.1,12,98,112
Mac McClung,SG-PG,23,TOT,2,0,25,5.8,11.5,0.5,1.9,5.8,0.333,3.8,5.8,0.667,1.9,1.9,1,0,5.8,5.8,1.9,1.9,1.9,5.8,9.6,15.4,81,112
Mac McClung,PG,23,CHI,1,0,3,16.3,16.3,1,0,0,NA,16.3,16.3,1,0,0,NA,0,0,0,0,0,0,16.3,0,32.6,67,122
Mac McClung,SG,23,LAL,1,0,22,4.4,10.9,0.4,2.2,6.5,0.333,2.2,4.4,0.5,2.2,2.2,1,0,6.5,6.5,2.2,2.2,2.2,4.4,10.9,13.1,84,110
CJ McCollum,SG,30,TOT,62,62,2145,12.3,26.6,0.46,4.2,10.7,0.388,8.1,15.9,0.509,2.7,3.9,0.682,1.2,4.9,6.2,7.2,1.6,0.5,2.9,2.8,31.3,111,117
CJ McCollum,SG,30,POR,36,36,1267,11.2,25.6,0.436,4.3,11.1,0.384,6.9,14.5,0.476,1.9,2.6,0.706,1.3,4.6,5.9,6.3,1.4,0.8,2.7,3,28.5,107,119
CJ McCollum,SG,30,NOP,26,26,878,13.8,28.1,0.493,4,10.1,0.394,9.8,17.9,0.549,3.8,5.7,0.667,1.1,5.5,6.5,8.5,1.9,0.1,3.2,2.5,35.5,116,114
T.J. McConnell,PG,29,IND,27,8,652,7.5,15.6,0.481,0.8,2.5,0.303,6.8,13.1,0.514,1.4,1.7,0.826,1.5,5.3,6.8,9.8,2.2,0.8,2.2,4,17.2,117,116
Jaden McDaniels,PF,21,MIN,70,31,1803,6.7,14.6,0.46,2.1,6.6,0.317,4.6,8,0.579,1.5,1.9,0.803,2,5.7,7.7,2.1,1.4,1.4,2,5.9,17.1,108,113
Jalen McDaniels,SF,24,CHO,55,2,895,6.6,13.6,0.484,2.2,5.8,0.38,4.4,7.8,0.562,2.8,3.9,0.736,2,7.1,9.1,3.1,1.4,1.2,1.9,5,18.2,116,114
Doug McDermott,PF,30,SAS,51,51,1223,8.4,18.2,0.462,4.2,10,0.422,4.2,8.2,0.512,1.6,2,0.784,0.7,3.8,4.5,2.5,0.5,0.2,1.7,3.1,22.7,112,118
JaVale McGee,C,34,PHO,74,17,1172,11.8,18.8,0.629,0.1,0.4,0.222,11.7,18.4,0.637,4.2,6,0.699,6.7,13.7,20.4,1.7,0.9,3.3,4,7.4,27.9,118,102
Cameron McGriff,SF,24,POR,3,0,46,5.3,14.9,0.357,2.1,6.4,0.333,3.2,8.5,0.375,2.1,2.1,1,6.4,9.6,15.9,3.2,0,1.1,0,7.4,14.9,123,119
Rodney McGruder,SG,30,DET,51,2,754,6.3,14.6,0.436,3.8,9.4,0.397,2.6,5.1,0.506,1.2,1.7,0.731,2,5.2,7.2,3.1,1.4,0.5,1.6,3.8,17.7,115,116
Alfonzo McKinnie,SF,29,CHI,17,3,206,5.7,14.5,0.393,2.1,6.4,0.333,3.6,8.1,0.441,0.5,1.9,0.25,3.1,4.7,7.8,1.2,0.5,0.7,1.7,6.2,14,95,117
JaQuori McLaughlin,PG,24,DAL,4,0,11,0,9.2,0,0,4.6,0,0,4.6,0,0,0,NA,0,0,0,9.2,0,0,0,4.6,0,57,118
Jordan McLaughlin,PG,25,MIN,62,3,902,4.6,10.5,0.44,1.4,4.5,0.318,3.2,6.1,0.53,1.6,2.1,0.75,1.2,3.8,5,9.5,3,0.5,2,2.8,12.3,122,112
Ben McLemore,SG,28,POR,64,6,1285,8.2,20.5,0.401,5.7,15.9,0.362,2.5,4.6,0.533,2.7,3.3,0.818,0.5,3.5,3.9,2.2,1.4,0.4,2.1,3.9,24.9,108,120
De'Anthony Melton,SG,23,MEM,73,15,1657,8.1,20.1,0.404,4,10.7,0.374,4.1,9.3,0.44,2.6,3.5,0.75,1.8,7.6,9.5,5.6,3,1.1,3.2,3.7,22.8,108,107
Sam Merrill,SG,25,MEM,6,0,58,6.6,19.8,0.333,5.8,19,0.304,0.8,0.8,1,1.6,3.3,0.5,0.8,4.9,5.8,3.3,0,0,1.6,2.5,20.6,104,116
Chimezie Metu,C,24,SAC,60,20,1279,7.6,16.9,0.452,2.1,7,0.306,5.5,9.9,0.555,2.7,3.4,0.78,1.3,11.3,12.6,2.3,1.9,1.2,2.3,3.5,20.1,104,111
Khris Middleton,SF,30,MIL,66,66,2141,10.1,22.9,0.443,3.6,9.7,0.373,6.5,13.2,0.494,5.8,6.5,0.89,0.9,7.1,8,8,1.7,0.4,4.3,3.6,29.7,112,112
C.J. Miles,SG,34,BOS,1,0,2,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,24.8,0,NA,115
Patty Mills,SG,33,BRK,81,48,2346,6.7,16.4,0.408,4.7,11.7,0.4,2,4.7,0.429,1,1.2,0.814,0.4,2.9,3.2,3.8,1.1,0.4,1.5,2.3,19.1,112,117
Paul Millsap,C,36,TOT,33,1,376,5.8,14.9,0.391,1,4.5,0.229,4.8,10.4,0.463,2.2,3.1,0.708,5.3,9.5,14.8,3.8,1.3,1.7,2.5,8.7,14.9,103,110
Paul Millsap,C,36,BRK,24,0,270,5.7,15.3,0.376,1.1,4.8,0.222,4.7,10.4,0.448,2.2,3.1,0.706,5.2,10.8,16,4.3,0.9,2,2,8.6,14.7,105,110
Paul Millsap,C,36,PHI,9,1,106,6.1,14.1,0.433,0.9,3.8,0.25,5.2,10.4,0.5,2.4,3.3,0.714,5.6,6.1,11.8,2.4,2.4,0.9,3.8,8.9,15.5,99,110
Shake Milton,SG,25,PHI,55,6,1179,7.3,17,0.429,1.8,5.6,0.323,5.5,11.4,0.481,2.6,3.1,0.836,1.3,4.7,6,5.9,1.2,0.7,1.9,4.2,19,109,114
Davion Mitchell,PG,23,SAC,75,19,2076,8.2,19.5,0.418,2.3,7.4,0.316,5.8,12.1,0.48,1.3,2,0.659,0.8,3.1,3.8,7.3,1.3,0.6,2.6,3.3,20,101,118
Donovan Mitchell,SG,25,UTA,67,67,2266,13.5,30,0.448,5.1,14.3,0.355,8.4,15.7,0.533,5.8,6.8,0.853,1.2,5,6.2,7.8,2.2,0.3,4.4,3.6,37.8,114,111
Evan Mobley,PF,20,CLE,69,69,2331,9,17.8,0.508,0.5,2,0.25,8.5,15.8,0.541,3.6,5.4,0.663,3.1,9.1,12.2,3.7,1.2,2.5,2.8,3.1,22.2,109,107
Malik Monk,SG,23,LAL,76,37,2139,8.8,18.5,0.473,3.9,9.9,0.391,4.9,8.6,0.568,2.1,2.6,0.795,0.8,4.9,5.7,4.9,1.4,0.6,2.7,3.1,23.5,112,115
Greg Monroe,C,31,TOT,14,0,195,7.9,14.1,0.561,0,0,NA,7.9,14.1,0.561,3,5.7,0.522,7.4,8.4,15.8,5.4,2,2.5,3,5.9,18.8,121,108
Greg Monroe,C,31,MIN,4,0,81,7.6,12.9,0.591,0,0,NA,7.6,12.9,0.591,1.8,4.1,0.429,3.5,10.6,14.1,9.4,2.3,3.5,4.1,5.3,17,114,105
Greg Monroe,C,31,WAS,2,0,18,11,22,0.5,0,0,NA,11,22,0.5,0,0,NA,19.2,8.2,27.5,2.7,2.7,2.7,5.5,5.5,22,111,109
Greg Monroe,C,31,MIL,5,0,70,7.5,15.1,0.5,0,0,NA,7.5,15.1,0.5,3.4,6.2,0.556,7.5,6.9,14.4,1.4,2.1,1.4,2.1,4.8,18.5,114,110
Greg Monroe,C,31,UTA,3,0,26,7.6,9.5,0.8,0,0,NA,7.6,9.5,0.8,7.6,13.3,0.571,11.4,5.7,17.1,5.7,0,1.9,0,11.4,22.8,176,113
Moses Moody,SG,19,GSW,52,11,607,6.4,14.7,0.437,3.2,8.8,0.364,3.2,5.9,0.548,2.2,2.9,0.778,1.4,5.1,6.4,1.8,0.6,0.8,1,3.5,18.3,115,111
Xavier Moon,SG,27,LAC,10,0,137,8.9,18.2,0.49,1.8,5,0.357,7.2,13.2,0.541,1.1,1.8,0.6,0.7,4.3,5,8.6,2.5,1.1,2.1,3.2,20.7,114,110
Matt Mooney,SG,24,NYK,1,0,2,0,25,0,0,25,0,0,0,NA,0,0,NA,0,0,0,0,25,0,25,0,0,0,63
Ja Morant,PG,22,MEM,57,57,1889,14.7,29.8,0.493,2.2,6.5,0.344,12.5,23.3,0.534,8,10.5,0.761,2,6.3,8.2,9.7,1.7,0.6,5,2.2,39.6,116,111
Juwan Morgan,PF,24,TOT,2,0,31,3.2,4.8,0.667,1.6,3.2,0.5,1.6,1.6,1,0,0,NA,3.2,3.2,6.4,1.6,0,0,0,4.8,8.1,184,118
Juwan Morgan,PF,24,TOR,1,0,27,3.7,5.6,0.667,1.9,3.7,0.5,1.9,1.9,1,0,0,NA,3.7,3.7,7.4,1.9,0,0,0,5.6,9.3,184,118
Juwan Morgan,PF,24,BOS,1,0,4,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,NA,117
Jaylen Morris,SG,26,SAS,3,0,16,0,18,0,0,6,0,0,12,0,6,12,0.5,0,6,6,6,0,0,3,6,6,40,117
Marcus Morris,PF,32,LAC,54,54,1564,9.4,21.6,0.434,3.2,8.6,0.367,6.2,13,0.478,4,4.6,0.872,0.8,6.7,7.5,3.5,0.9,0.6,2.2,3.6,26,108,112
Markieff Morris,PF,32,MIA,17,1,298,9.1,19.1,0.474,2.2,6.5,0.333,6.9,12.6,0.547,1.3,1.5,0.889,2.9,4.7,7.6,3.9,1,0.2,3.4,5.5,21.7,104,112
Monte Morris,PG,26,DEN,75,74,2239,8.2,16.9,0.484,2.7,6.9,0.395,5.5,10.1,0.545,1.6,1.8,0.869,0.6,4.4,5,7.3,1.2,0.3,1.7,2,20.7,120,115
Emmanuel Mudiay,PG,25,SAC,2,0,11,0,8.7,0,0,0,NA,0,8.7,0,13.1,17.5,0.75,0,0,0,17.5,4.4,0,4.4,4.4,13.1,100,114
Mychal Mulder,PG,27,TOT,17,3,239,4.9,15.7,0.312,3.5,11,0.315,1.4,4.7,0.304,0.8,0.8,1,0.4,4.5,4.9,1,0.8,0.4,1.6,2.6,14,83,116
Mychal Mulder,PG,27,ORL,15,2,195,5,16.6,0.299,3.2,11.4,0.283,1.7,5.2,0.333,0.5,0.5,1,0.5,4.7,5.2,0.7,1,0.2,2,3,13.6,76,116
Mychal Mulder,PG,27,MIA,2,1,44,4.5,11.4,0.4,4.5,9.1,0.5,0,2.3,0,2.3,2.3,1,0,3.4,3.4,2.3,0,1.1,0,1.1,15.9,138,114
Ade Murkey,SG,24,SAC,1,0,1,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,NA,124
Trey Murphy III,SF,21,NOP,62,1,864,6.2,15.8,0.394,4.1,10.6,0.382,2.2,5.2,0.418,2.6,2.9,0.882,2.7,5.7,8.4,2.2,1.3,0.4,0.9,3.4,19.1,120,115
Dejounte Murray,PG,25,SAS,68,68,2366,11.6,25.2,0.462,1.9,6,0.327,9.7,19.2,0.504,4,5,0.794,1.6,9.8,11.4,12.7,2.8,0.5,3.7,2.8,29.2,113,108
Mike Muscala,C,30,OKC,43,0,592,9.3,20.4,0.456,5.8,13.4,0.429,3.5,7,0.506,3.9,4.7,0.842,1.7,8.9,10.6,1.8,1.5,2.1,1.2,4.8,28.3,124,110
Svi Mykhailiuk,SF,24,TOR,56,5,716,6.4,16.3,0.389,2.9,9.4,0.306,3.5,7,0.5,2.2,2.6,0.865,1.4,5,6.4,3.1,1.8,0.3,2.2,3.8,17.8,104,113
Abdel Nader,SF,28,PHO,14,0,145,4,11.6,0.343,1.3,4.6,0.286,2.7,7,0.381,2,3.3,0.6,1.3,7.6,9,2.3,2.7,1.3,3.7,6.6,11.3,79,104
Larry Nance Jr.,C-PF,29,TOT,46,11,1040,6.1,11.6,0.522,1.1,3.3,0.329,5,8.3,0.599,1.9,2.7,0.702,3.4,8.3,11.7,3.8,2,0.9,1.7,4,15.1,121,114
Larry Nance Jr.,C,29,POR,37,11,858,5.8,11.3,0.515,1.1,3.5,0.306,4.7,7.7,0.61,1.8,2.8,0.653,3.3,8.6,11.9,4.2,2.2,0.7,1.5,3.8,14.5,122,115
Larry Nance Jr.,PF,29,NOP,9,0,182,7.3,13.3,0.551,1.1,2.2,0.5,6.2,11.1,0.561,2.2,2.2,1,3.8,6.8,10.6,2.2,1.4,1.9,2.7,4.6,17.9,117,112
RJ Nembhard Jr.,SG,22,CLE,14,0,63,4.8,14.3,0.333,0,1.6,0,4.8,12.7,0.375,2.4,3.2,0.75,2.4,3.2,5.5,9.5,0.8,0,2.4,1.6,11.9,98,115
Aaron Nesmith,SF,22,BOS,52,3,574,6.2,15.8,0.396,2.7,10,0.27,3.5,5.8,0.612,1.8,2.3,0.808,1.3,6.4,7.7,1.9,1.7,0.4,2.7,6.1,17,95,108
Raul Neto,PG,29,WAS,70,19,1372,7.4,15.9,0.463,1.3,4.3,0.292,6.1,11.6,0.526,3,3.9,0.769,0.5,4.4,4.8,7.8,2,0.1,2.8,3.7,19,108,116
Malik Newman,PG,24,CLE,1,0,8,18.7,31.2,0.6,0,6.2,0,18.7,25,0.75,12.5,12.5,1,0,6.2,6.2,6.2,0,0,6.2,0,49.9,118,115
Georges Niang,PF,28,PHI,76,7,1736,7.1,16.2,0.437,4.5,11.1,0.403,2.6,5.1,0.511,1.5,1.7,0.881,0.7,5.1,5.8,2.9,0.9,0.4,1.7,5.5,20.1,113,115
Daishen Nix,SG,19,HOU,24,0,261,4.9,12.2,0.403,1.3,4.7,0.269,3.6,7.5,0.488,2.9,5.5,0.533,1.3,4.7,6,7.3,2.7,0,4.7,3.8,14,92,116
Zeke Nnaji,PF,21,DEN,41,1,698,6.7,13.1,0.516,2.6,5.6,0.463,4.1,7.5,0.557,2.9,4.6,0.631,3.9,6.4,10.3,1.2,1.1,0.9,1.6,5.6,19,123,113
Nerlens Noel,C,27,NYK,25,11,562,2.8,5.3,0.533,0,0.3,0,2.8,5.1,0.561,1.9,2.7,0.7,4.3,8.3,12.6,2,2.7,2.8,1.8,6,7.6,119,105
Jaylen Nowell,SG,22,MIN,62,1,975,9.6,20.2,0.475,3.1,7.8,0.394,6.5,12.3,0.526,3.5,4.5,0.783,1.1,4.9,6,6.3,1.3,0.5,1.8,3.6,25.7,121,115
Frank Ntilikina,SG,23,DAL,58,5,685,6.5,16.4,0.399,2.8,8.2,0.342,3.7,8.2,0.455,1.8,1.8,0.96,0.9,4.9,5.8,5.1,2,0.5,2.3,4.5,17.6,104,110
Jusuf Nurkić,C,27,POR,56,56,1579,9.9,18.6,0.535,0.5,1.7,0.268,9.5,16.8,0.563,5.7,8.3,0.69,5.2,14,19.2,4.9,1.9,1.1,4.4,5.8,26.1,112,112
David Nwaba,SF,29,HOU,46,4,609,6.6,13.8,0.483,1.2,3.8,0.306,5.5,9.9,0.551,3.8,5.2,0.716,3.2,8.6,11.8,2.7,2.2,1.6,1.6,4.3,18.2,117,113
Jordan Nwora,SF,23,MIL,62,13,1185,7.5,18.7,0.403,3.2,9.2,0.348,4.3,9.5,0.455,1.5,1.7,0.837,1.5,7.5,9,2.4,1,0.7,2.3,3.2,19.7,100,113
Royce O'Neale,SF,28,UTA,77,77,2406,4.2,9.1,0.457,2.4,6.3,0.389,1.7,2.8,0.609,0.9,1.2,0.804,1.3,6.2,7.6,3.9,1.8,0.7,1.6,3.8,11.7,122,111
Semi Ojeleye,PF,27,TOT,30,0,406,3.6,11.8,0.303,1.8,5.9,0.3,1.8,5.8,0.306,2.7,3.4,0.793,3.2,5.6,8.8,1.1,0.8,0.7,1.1,3.6,11.6,101,114
Semi Ojeleye,PF,27,MIL,20,0,308,2.8,10.9,0.257,1.7,6.4,0.268,1.1,4.5,0.241,1.6,2,0.769,3.9,5.1,9,0.8,0.8,0.8,0.8,4.1,8.9,96,115
Semi Ojeleye,PF,27,LAC,10,0,98,6,14.5,0.414,2,4.5,0.444,4,10,0.4,6.5,8,0.813,1,7,8,2,1,0.5,2,2,20.5,111,112
Chuma Okeke,PF,23,ORL,70,20,1749,6,15.9,0.376,3.3,10.3,0.318,2.7,5.6,0.48,1.5,1.8,0.846,1.3,8.3,9.6,3.3,2.7,1.2,1.6,2.6,16.7,101,109
Josh Okogie,SG,23,MIN,49,6,516,3.9,9.6,0.404,1.3,4.3,0.298,2.6,5.3,0.491,3.2,4.7,0.686,2.7,3.8,6.5,2.3,2.4,1.1,2.1,4.9,12.3,107,112
Onyeka Okongwu,C,21,ATL,48,6,992,7.7,11.2,0.69,0,0,NA,7.7,11.2,0.69,4,5.4,0.727,5.7,8.3,14,2.6,1.5,3,2.2,7.4,19.4,138,111
Isaac Okoro,SF,21,CLE,67,61,1981,5.2,10.9,0.48,1.4,4,0.35,3.8,6.9,0.555,3,3.9,0.768,1.8,3.3,5.1,3.1,1.4,0.6,1.5,4.1,14.8,120,113
KZ Okpala,PF,22,MIA,21,0,244,6.2,14.1,0.435,1.8,5.3,0.346,4.3,8.8,0.488,1.6,2.3,0.727,2.3,6.2,8.4,2.9,0.8,1.4,1,5.1,15.8,113,110
Victor Oladipo,SG,29,MIA,8,1,173,10.1,21.1,0.479,4.3,10.4,0.417,5.8,10.7,0.541,4,5.5,0.737,0.9,5.8,6.7,8.1,1.4,0.3,4.6,3.8,28.6,113,111
Cameron Oliver,SF,25,ATL,2,0,43,11.4,17.1,0.667,1.1,3.4,0.333,10.3,13.7,0.75,2.3,3.4,0.667,2.3,4.6,6.9,3.4,1.1,1.1,0,5.7,26.3,149,117
Kelly Olynyk,C,30,DET,40,1,764,8.2,18.3,0.448,2.6,7.6,0.336,5.6,10.7,0.527,4.4,5.7,0.775,3.4,7.9,11.3,7.1,2,1.2,3.7,6.4,23.3,112,112
Eugene Omoruyi,SF,24,DAL,4,0,18,5.6,14,0.4,2.8,5.6,0.5,2.8,8.4,0.333,5.6,11.2,0.5,5.6,14,19.6,5.6,0,0,0,5.6,19.6,130,110
Miye Oni,SG,24,UTA,16,0,44,2.2,10.1,0.222,1.1,9,0.125,1.1,1.1,1,0,1.1,0,1.1,6.7,7.9,5.6,0,0,1.1,7.9,5.6,83,115
Cedi Osman,SF,26,CLE,66,3,1462,8.4,19.5,0.432,4.4,12.3,0.357,4.1,7.3,0.559,3,4.5,0.664,0.9,4.1,5,4.6,1.8,0.3,2.3,4.3,24.2,111,112
Daniel Oturu,C,22,TOR,3,0,27,5.6,11.1,0.5,0,1.9,0,5.6,9.3,0.6,5.6,9.3,0.6,1.9,7.4,9.3,0,0,3.7,0,1.9,16.7,123,111
Kelly Oubre Jr.,SF,26,CHO,76,13,1999,9.8,22.4,0.44,4.6,13.3,0.345,5.3,9.1,0.578,3,4.5,0.667,1.9,5.4,7.2,2,1.8,0.7,1.6,4.5,27.3,111,115
Jaysean Paige,PG,27,DET,1,0,7,0,20.9,0,0,13.9,0,0,7,0,0,0,NA,0,7,7,7,0,0,7,13.9,0,15,118
Trayvon Palmer,SG,27,DET,1,0,17,0,2.9,0,0,0,NA,0,2.9,0,0,0,NA,0,5.7,5.7,0,0,0,2.9,5.7,0,0,119
Kevin Pangos,PG,29,CLE,24,3,166,4.5,13.8,0.326,1.8,7.8,0.231,2.7,6,0.45,0.9,1.2,0.75,0.6,2.7,3.3,9,0.9,0,2.1,3.3,11.7,99,115
Jabari Parker,PF,26,BOS,12,0,112,8,16.9,0.474,3.5,7.1,0.5,4.4,9.8,0.455,4,4,1,2.2,10.2,12.4,2.7,1.8,0.4,3.5,5.8,23.5,113,105
Eric Paschall,PF,25,UTA,58,3,736,7.7,15.8,0.485,2.7,7.3,0.37,5,8.5,0.583,4.4,5.8,0.767,2,5.1,7.1,2.4,0.6,0.3,1.8,3.4,22.4,123,115
Chris Paul,PG,36,PHO,65,65,2139,8.2,16.6,0.493,1.4,4.5,0.317,6.7,12.1,0.559,3.8,4.5,0.837,0.5,5.9,6.4,15.8,2.7,0.4,3.4,3,21.6,124,107
Cameron Payne,PG,27,PHO,58,12,1278,9,22.1,0.409,2.7,7.9,0.336,6.4,14.2,0.449,2.8,3.4,0.843,0.9,5.7,6.6,10.6,1.5,0.6,3.9,4.5,23.6,104,109
Elfrid Payton,PG,27,PHO,50,1,549,5.9,15.3,0.383,0.4,1.6,0.222,5.5,13.8,0.401,1.1,2.8,0.375,1.8,5.9,7.7,8.7,2.2,0.5,4.1,3.3,13.1,87,108
Gary Payton II,SG,29,GSW,71,16,1247,8.3,13.5,0.616,1.7,4.7,0.358,6.6,8.8,0.754,1.4,2.3,0.603,2.8,6.8,9.7,2.5,3.8,0.9,1.6,5.1,19.6,129,103
Norvel Pelle,C,28,UTA,3,0,19,7.8,13,0.6,0,0,NA,7.8,13,0.6,0,0,NA,7.8,7.8,15.6,0,0,2.6,5.2,2.6,15.6,100,112
Reggie Perry,PF,21,TOT,10,1,187,10.5,20.6,0.506,0.8,4.2,0.188,9.7,16.5,0.587,2.4,3.9,0.6,3.9,8.4,12.3,3.1,2.4,1.6,2.9,8.6,24,105,113
Reggie Perry,PF,21,POR,9,1,177,10.8,21.5,0.5,0.8,4.4,0.188,9.9,17.1,0.581,2.5,4.1,0.6,4.1,8.6,12.7,3.3,2.5,1.7,3,8.3,24.8,105,113
Reggie Perry,PF,21,IND,1,0,10,4.9,4.9,1,0,0,NA,4.9,4.9,1,0,0,NA,0,4.9,4.9,0,0,0,0,14.7,9.8,200,122
Jamorko Pickett,PF,24,DET,13,0,176,5,13.9,0.36,3.6,10.8,0.333,1.4,3,0.455,0.3,0.6,0.5,1.7,7.2,8.9,1.9,0,1.9,1.4,3.3,13.9,99,116
Theo Pinson,SF,26,DAL,19,0,148,4.8,13.3,0.359,3.4,10.2,0.333,1.4,3.1,0.444,3.4,3.4,1,0.7,6.5,7.1,5.8,1.7,0.7,1.7,4.1,16.3,117,109
Mason Plumlee,C,31,CHO,73,73,1793,5.5,8.6,0.641,0,0.1,0,5.5,8.5,0.645,1.8,4.6,0.392,4.7,10.4,15.1,6,1.6,1.4,2.7,6,12.8,122,111
