player,level,gender,division,team_name,Turns,Ds,Assists,Points,plus_minus,team_games,turns_per_game,ds_per_game,ast_per_game,pts_per_game,pls_mns_per_game
Rutledge Smith,Division 1,Men,Division 1 Men,North Carolina Darkside,4,1,8,5,10,6,0.666666667,0.166666667,1.333333333,0.833333333,1.666666667
Parker Lin-Butler,Division 1,Men,Division 1 Men,Vermont Chill,0,1,4,5,10,5,0,0.2,0.8,1,2
Nicholas Bollman,Division 3,Men,Division 3 Men,Williams WUFO,2,2,0,10,10,6,0.333333333,0.333333333,0,1.666666667,1.666666667
Nathan Wang,Division 3,Men,Division 3 Men,Carleton CHOP,7,4,11,2,10,6,1.166666667,0.666666667,1.833333333,0.333333333,1.666666667
Malachi Raymond,Division 3,Men,Division 3 Men,Middlebury Pranksters,10,2,7,11,10,5,2,0.4,1.4,2.2,2
Leah Fulton,Division 1,Women,Division 1 Women,Victoria Vikes,2,2,4,6,10,5,0.4,0.4,0.8,1.2,2
Kyle Lew,Division 1,Men,Division 1 Men,Cal Poly-SLO Slocore,16,4,18,4,10,7,2.285714286,0.571428571,2.571428571,0.571428571,1.428571429
Jake Powell,Division 1,Men,Division 1 Men,Georgia Jojah,5,3,10,2,10,5,1,0.6,2,0.4,2
Isabel Berman,Division 1,Women,Division 1 Women,Vermont Ruckus,1,1,1,9,10,6,0.166666667,0.166666667,0.166666667,1.5,1.666666667
Helena Tremblay,Division 1,Women,Division 1 Women,British Columbia Thunderbirds,7,1,7,9,10,6,1.166666667,0.166666667,1.166666667,1.5,1.666666667
Goodness Nwakudu,Division 1,Women,Division 1 Women,California - Santa Cruz Sol,6,5,4,7,10,5,1.2,1,0.8,1.4,2
Ethan Lavallee,Division 3,Men,Division 3 Men,Middlebury Pranksters,4,1,11,2,10,5,0.8,0.2,2.2,0.4,2
Eric Treyz,Division 3,Men,Division 3 Men,Bates Orange Whip,6,0,9,7,10,6,1,0,1.5,1.166666667,1.666666667
Emily Mulhern,Division 3,Women,Division 3 Women,St Olaf Vortex,20,7,21,2,10,5,4,1.4,4.2,0.4,2
Dexter Luecke,Division 1,Men,Division 1 Men,Colorado Mambird,2,1,5,6,10,7,0.285714286,0.142857143,0.714285714,0.857142857,1.428571429
Carter Lankford,Division 1,Men,Division 1 Men,Cal Ursa Major,1,2,1,8,10,5,0.2,0.4,0.2,1.6,2
Brian Trowbridge,Division 1,Men,Division 1 Men,North Carolina Darkside,1,3,0,8,10,6,0.166666667,0.5,0,1.333333333,1.666666667
Braque Pike,Division 3,Men,Division 3 Men,Oberlin Flying Horsecows,14,2,10,12,10,6,2.333333333,0.333333333,1.666666667,2,1.666666667
Benjamin Payson,Division 1,Men,Division 1 Men,Vermont Chill,3,1,4,8,10,5,0.6,0.2,0.8,1.6,2
Avery Goldstein,Division 3,Women,Division 3 Women,Middlebury Pranksters,6,2,3,11,10,5,1.2,0.4,0.6,2.2,2
Alex Yannelli,Division 1,Men,Division 1 Men,Cal Poly-SLO Slocore,0,1,3,6,10,7,0,0.142857143,0.428571429,0.857142857,1.428571429
Zachary Marshall,Division 3,Men,Division 3 Men,Oberlin Flying Horsecows,1,2,0,8,9,6,0.166666667,0.333333333,0,1.333333333,1.5
Sonia Nicholson,Division 3,Women,Division 3 Women,Haverford/Bryn Mawr Sneetches,15,15,4,5,9,6,2.5,2.5,0.666666667,0.833333333,1.5
Phoebe Hulbert,Division 3,Women,Division 3 Women,Haverford/Bryn Mawr Sneetches,20,17,12,0,9,6,3.333333333,2.833333333,2,0,1.5
Opal Burruss,Division 1,Women,Division 1 Women,Carleton Syzygy,9,2,8,8,9,6,1.5,0.333333333,1.333333333,1.333333333,1.5
Mina Brown,Division 1,Women,Division 1 Women,Tufts EWO,4,2,4,7,9,5,0.8,0.4,0.8,1.4,1.8
Jeremy Long,Division 1,Men,Division 1 Men,Penn State Spank,2,2,7,2,9,5,0.4,0.4,1.4,0.4,1.8
Isabel Cody,Division 3,Women,Division 3 Women,Colorado College Zenith,9,8,4,6,9,6,1.5,1.333333333,0.666666667,1,1.5
Ian Mccosky,Division 1,Men,Division 1 Men,Minnesota Grey Duck,5,1,11,2,9,5,1,0.2,2.2,0.4,1.8
Henry Egan,Division 1,Men,Division 1 Men,Brown Brownian Motion,0,0,0,9,9,8,0,0,0,1.125,1.125
Ericka Edgell,Division 1,Women,Division 1 Women,Victoria Vikes,13,8,5,9,9,5,2.6,1.6,1,1.8,1.8
Declan Kervick,Division 1,Men,Division 1 Men,Vermont Chill,4,1,10,2,9,5,0.8,0.2,2,0.4,1.8
Cooper Andersen,Division 3,Men,Division 3 Men,Whitman Sweets,6,3,7,5,9,6,1,0.5,1.166666667,0.833333333,1.5
Chagall Gelfand,Division 1,Women,Division 1 Women,Carleton Syzygy,24,7,18,8,9,6,4,1.166666667,3,1.333333333,1.5
Caroline Spencer,Division 1,Women,Division 1 Women,North Carolina Pleiades,4,4,2,7,9,7,0.571428571,0.571428571,0.285714286,1,1.285714286
Carly Atwell,Division 1,Women,Division 1 Women,Utah Spiral Jetty,20,2,26,1,9,5,4,0.4,5.2,0.2,1.8
Cameron Dolbow,Division 3,Men,Division 3 Men,Carleton CHOP,8,0,7,10,9,6,1.333333333,0,1.166666667,1.666666667,1.5
Caelan McSweeney,Division 1,Men,Division 1 Men,Massachusetts Zoodisc,7,0,14,2,9,5,1.4,0,2.8,0.4,1.8
Audrey Parrott,Division 1,Women,Division 1 Women,Carleton Syzygy,4,4,1,8,9,6,0.666666667,0.666666667,0.166666667,1.333333333,1.5
Atkin Arnstein,Division 1,Men,Division 1 Men,Colorado Mambird,3,2,6,4,9,7,0.428571429,0.285714286,0.857142857,0.571428571,1.285714286
Anthony Jirele,Division 1,Men,Division 1 Men,Minnesota Grey Duck,7,9,2,5,9,5,1.4,1.8,0.4,1,1.8
Adam Wulkan,Division 1,Men,Division 1 Men,Oregon EGO,3,1,9,2,9,6,0.5,0.166666667,1.5,0.333333333,1.5
Zayna Hopkins,Division 3,Women,Division 3 Women,Macalester Purse Snatchers,6,8,0,6,8,6,1,1.333333333,0,1,1.333333333
Wyatt Kellman,Division 1,Men,Division 1 Men,Massachusetts Zoodisc,8,2,6,8,8,5,1.6,0.4,1.2,1.6,1.6
Viola Deszily,Division 1,Women,Division 1 Women,California - Santa Cruz Sol,8,4,8,4,8,5,1.6,0.8,1.6,0.8,1.6
Thalia Tzetos,Division 1,Women,Division 1 Women,Oregon Fugue,2,2,1,7,8,6,0.333333333,0.333333333,0.166666667,1.166666667,1.333333333
Taylor Betonte,Division 1,Women,Division 1 Women,Victoria Vikes,4,4,5,3,8,5,0.8,0.8,1,0.6,1.6
Sydney Merrell,Division 1,Women,Division 1 Women,Carleton Syzygy,0,3,1,4,8,6,0,0.5,0.166666667,0.666666667,1.333333333
Sophie Diliberti,Division 3,Women,Division 3 Women,Macalester Purse Snatchers,13,6,4,11,8,6,2.166666667,1,0.666666667,1.833333333,1.333333333
Sophia Harvey,Division 1,Women,Division 1 Women,Michigan Flywheel,8,5,3,8,8,5,1.6,1,0.6,1.6,1.6
Sean Wiles,Division 1,Men,Division 1 Men,NC State Alpha,14,4,13,5,8,6,2.333333333,0.666666667,2.166666667,0.833333333,1.333333333
Scout Noble,Division 3,Women,Division 3 Women,Wesleyan Vicious Circles,24,8,16,8,8,6,4,1.333333333,2.666666667,1.333333333,1.333333333
Raquel Alegria,Division 3,Women,Division 3 Women,Wellesley Whiptails,7,7,4,4,8,6,1.166666667,1.166666667,0.666666667,0.666666667,1.333333333
Peter Kotz,Division 1,Men,Division 1 Men,Pittsburgh En Sabah Nur,1,1,0,8,8,5,0.2,0.2,0,1.6,1.6
Oscar Low,Division 1,Men,Division 1 Men,Brown Brownian Motion,4,2,1,9,8,8,0.5,0.25,0.125,1.125,1
Matthew McKnight,Division 1,Men,Division 1 Men,North Carolina Darkside,10,3,15,0,8,6,1.666666667,0.5,2.5,0,1.333333333
Kiana Hu,Division 1,Women,Division 1 Women,Stanford Superfly,14,4,11,7,8,7,2,0.571428571,1.571428571,1,1.142857143
Kai Kirsch,Division 3,Men,Division 3 Men,Whitman Sweets,7,6,3,6,8,6,1.166666667,1,0.5,1,1.333333333
Jude Schmiesing,Division 3,Men,Division 3 Men,Franciscan Fatal,22,2,21,7,8,6,3.666666667,0.333333333,3.5,1.166666667,1.333333333
Jonathan Sillivant,Division 1,Men,Division 1 Men,Alabama-Huntsville Nightmares,12,8,10,2,8,5,2.4,1.6,2,0.4,1.6
John Clyde,Division 1,Men,Division 1 Men,Texas TUFF,13,0,13,8,8,5,2.6,0,2.6,1.6,1.6
Jessie Chan,Division 1,Women,Division 1 Women,Tufts EWO,2,0,7,3,8,5,0.4,0,1.4,0.6,1.6
Isaac Kaplan,Division 1,Men,Division 1 Men,Massachusetts Zoodisc,1,2,4,3,8,5,0.2,0.4,0.8,0.6,1.6
Emily Przykucki,Division 1,Women,Division 1 Women,North Carolina Pleiades,13,3,12,6,8,7,1.857142857,0.428571429,1.714285714,0.857142857,1.142857143
Elizabeth Swanson,Division 3,Women,Division 3 Women,Carleton Eclipse,3,1,3,7,8,6,0.5,0.166666667,0.5,1.166666667,1.333333333
Dodger Middlebrook,Division 1,Men,Division 1 Men,Cal Poly-SLO Slocore,3,1,2,8,8,7,0.428571429,0.142857143,0.285714286,1.142857143,1.142857143
Dagny Lott,Division 1,Women,Division 1 Women,Pennsylvania Venus,20,9,15,4,8,5,4,1.8,3,0.8,1.6
Charlie Wagner,Division 3,Men,Division 3 Men,Lewis & Clark Bacchus,15,6,16,1,8,6,2.5,1,2.666666667,0.166666667,1.333333333
Cece Rhyneer,Division 3,Women,Division 3 Women,Middlebury Pranksters,4,2,3,7,8,5,0.8,0.4,0.6,1.4,1.6
Carter Halstrom,Division 1,Men,Division 1 Men,Colorado Mambird,0,2,3,3,8,7,0,0.285714286,0.428571429,0.428571429,1.142857143
Callahan Bosworth,Division 1,Men,Division 1 Men,Oregon State Beavers,5,2,7,4,8,5,1,0.4,1.4,0.8,1.6
Bennett Schwartz,Division 1,Men,Division 1 Men,Washington University Contra,6,1,5,8,8,5,1.2,0.2,1,1.6,1.6
Annie Pozzy,Division 1,Women,Division 1 Women,Vermont Ruckus,6,6,7,1,8,6,1,1,1.166666667,0.166666667,1.333333333
Alex Mullen,Division 1,Men,Division 1 Men,Penn State Spank,13,5,9,7,8,5,2.6,1,1.8,1.4,1.6
Zoey Hughes,Division 1,Women,Division 1 Women,Oregon Fugue,2,3,1,5,7,6,0.333333333,0.5,0.166666667,0.833333333,1.166666667
Zachary Watson-Stevens,Division 1,Men,Division 1 Men,Vermont Chill,5,4,2,6,7,5,1,0.8,0.4,1.2,1.4
Wade Nichols,Division 3,Men,Division 3 Men,Whitman Sweets,7,3,5,6,7,6,1.166666667,0.5,0.833333333,1,1.166666667
Tej Murthy,Division 1,Men,Division 1 Men,Carleton CUT,6,1,7,5,7,5,1.2,0.2,1.4,1,1.4
Tanveer Singh Chabba,Division 3,Men,Division 3 Men,Claremont Braineaters,7,3,7,4,7,6,1.166666667,0.5,1.166666667,0.666666667,1.166666667
Sophie Roback,Division 3,Women,Division 3 Women,Colorado College Zenith,18,9,9,7,7,6,3,1.5,1.5,1.166666667,1.166666667
Sophia Palmer,Division 1,Women,Division 1 Women,Washington Element,13,0,15,5,7,5,2.6,0,3,1,1.4
Sophia Fitch,Division 1,Women,Division 1 Women,California - San Diego D-Co,2,2,3,4,7,5,0.4,0.4,0.6,0.8,1.4
Simon Dowdy,Division 3,Men,Division 3 Men,Berry Bucks,9,2,4,10,7,6,1.5,0.333333333,0.666666667,1.666666667,1.166666667
Sarah Combs,Division 1,Women,Division 1 Women,North Carolina Pleiades,24,5,12,14,7,7,3.428571429,0.714285714,1.714285714,2,1
Sam Green,Division 1,Men,Division 1 Men,Massachusetts Zoodisc,0,2,0,5,7,5,0,0.4,0,1,1.4
Saaketh Palchuru,Division 1,Men,Division 1 Men,Texas TUFF,1,0,6,2,7,5,0.2,0,1.2,0.4,1.4
Rowan Keller,Division 3,Men,Division 3 Men,Richmond Spidermonkeys,0,2,1,4,7,6,0,0.333333333,0.166666667,0.666666667,1.166666667
Noah Stovitz,Division 1,Men,Division 1 Men,Washington University Contra,0,4,1,2,7,5,0,0.8,0.2,0.4,1.4
Nicholas Jeschke,Division 1,Men,Division 1 Men,Washington University Contra,2,1,7,1,7,5,0.4,0.2,1.4,0.2,1.4
Naomi Fina,Division 1,Women,Division 1 Women,Carleton Syzygy,4,3,0,8,7,6,0.666666667,0.5,0,1.333333333,1.166666667
Morgan Williams,Division 1,Women,Division 1 Women,Utah Spiral Jetty,5,7,2,3,7,5,1,1.4,0.4,0.6,1.4
Max Rogers,Division 3,Men,Division 3 Men,Middlebury Pranksters,3,2,5,3,7,5,0.6,0.4,1,0.6,1.4
Mason Weybright,Division 1,Men,Division 1 Men,Oregon EGO,1,0,2,6,7,6,0.166666667,0,0.333333333,1,1.166666667
Mara Hindery-Glasinovic,Division 1,Women,Division 1 Women,Oregon Fugue,1,3,2,3,7,6,0.166666667,0.5,0.333333333,0.5,1.166666667
Madeleine Salunga,Division 3,Women,Division 3 Women,Macalester Purse Snatchers,2,4,2,3,7,6,0.333333333,0.666666667,0.333333333,0.5,1.166666667
Liz Crawford,Division 3,Women,Division 3 Women,Middlebury Pranksters,9,7,6,3,7,5,1.8,1.4,1.2,0.6,1.4
Lilliana Werner,Division 1,Women,Division 1 Women,Western Washington Chaos,9,5,9,2,7,5,1.8,1,1.8,0.4,1.4
Lauren Goddu,Division 1,Women,Division 1 Women,Washington Element,9,6,5,5,7,5,1.8,1.2,1,1,1.4
Lauren Clayter,Division 1,Women,Division 1 Women,Vermont Ruckus,4,0,3,8,7,6,0.666666667,0,0.5,1.333333333,1.166666667
Kenni Taylor,Division 1,Men,Division 1 Men,Alabama-Huntsville Nightmares,16,2,13,8,7,5,3.2,0.4,2.6,1.6,1.4
Kahlil Gould-Bayba,Division 3,Men,Division 3 Men,Lewis & Clark Bacchus,0,2,0,5,7,6,0,0.333333333,0,0.833333333,1.166666667
Julie Lee,Division 1,Women,Division 1 Women,British Columbia Thunderbirds,7,2,7,5,7,6,1.166666667,0.333333333,1.166666667,0.833333333,1.166666667
Juliana Eno,Division 3,Women,Division 3 Women,St Olaf Vortex,9,8,3,5,7,5,1.8,1.6,0.6,1,1.4
Julia Hasbrook,Division 1,Women,Division 1 Women,California - Santa Barbara Burning Skirts,14,3,13,5,7,5,2.8,0.6,2.6,1,1.4
Joniah Helperin-Lange,Division 3,Men,Division 3 Men,Lewis & Clark Bacchus,1,5,1,2,7,6,0.166666667,0.833333333,0.166666667,0.333333333,1.166666667
John Laney,Division 1,Men,Division 1 Men,NC State Alpha,1,5,1,2,7,6,0.166666667,0.833333333,0.166666667,0.333333333,1.166666667
James Whealan,Division 1,Men,Division 1 Men,Cal Poly-SLO Slocore,8,2,7,6,7,7,1.142857143,0.285714286,1,0.857142857,1
James Baker Jr,Division 1,Men,Division 1 Men,Michigan Magnum,19,4,21,1,7,5,3.8,0.8,4.2,0.2,1.4
Isaiah Mason,Division 1,Men,Division 1 Men,Alabama-Huntsville Nightmares,10,6,2,9,7,5,2,1.2,0.4,1.8,1.4
Henry Groves,Division 3,Men,Division 3 Men,Richmond Spidermonkeys,10,3,8,6,7,6,1.666666667,0.5,1.333333333,1,1.166666667
Hayden Ashley,Division 3,Women,Division 3 Women,Portland UPRoar,41,13,17,18,7,6,6.833333333,2.166666667,2.833333333,3,1.166666667
Grace Craig,Division 1,Women,Division 1 Women,California - Santa Barbara Burning Skirts,3,5,0,5,7,5,0.6,1,0,1,1.4
Gavin Zielke,Division 3,Men,Division 3 Men,Berry Bucks,7,2,3,9,7,6,1.166666667,0.333333333,0.5,1.5,1.166666667
Gabriel Driscoll,Division 3,Men,Division 3 Men,Carleton CHOP,2,1,1,7,7,6,0.333333333,0.166666667,0.166666667,1.166666667,1.166666667
Eric Crosby Lehmann,Division 3,Men,Division 3 Men,St Olaf Berzerkers,10,6,7,4,7,6,1.666666667,1,1.166666667,0.666666667,1.166666667
Elijah Hoshide,Division 3,Men,Division 3 Men,Berry Bucks,5,0,7,5,7,6,0.833333333,0,1.166666667,0.833333333,1.166666667
Doug Hoyer,Division 1,Men,Division 1 Men,Penn State Spank,11,2,11,5,7,5,2.2,0.4,2.2,1,1.4
Couper Kerns,Division 3,Men,Division 3 Men,Oklahoma Christian Eagles,9,7,3,6,7,5,1.8,1.4,0.6,1.2,1.4
Cole Krucke,Division 1,Men,Division 1 Men,Georgia Jojah,0,1,3,3,7,5,0,0.2,0.6,0.6,1.4
Clara Margulius,Division 1,Women,Division 1 Women,Tufts EWO,1,1,2,5,7,5,0.2,0.2,0.4,1,1.4
Callahan Diercks,Division 1,Men,Division 1 Men,Alabama-Huntsville Nightmares,5,2,4,6,7,5,1,0.4,0.8,1.2,1.4
Cade White,Division 1,Men,Division 1 Men,Texas TUFF,1,3,0,5,7,5,0.2,0.6,0,1,1.4
Arianna Edwards,Division 1,Women,Division 1 Women,SUNY - Binghamton Big Bear,5,5,0,7,7,5,1,1,0,1.4,1.4
Antonio Rueda,Division 1,Men,Division 1 Men,Oregon State Beavers,4,4,5,2,7,5,0.8,0.8,1,0.4,1.4
Anna Pettis,Division 1,Women,Division 1 Women,Washington Element,2,0,2,7,7,5,0.4,0,0.4,1.4,1.4
Alexander Hunkins,Division 3,Men,Division 3 Men,Oberlin Flying Horsecows,5,0,6,6,7,6,0.833333333,0,1,1,1.166666667
Zoe DeLuca,Division 1,Women,Division 1 Women,Georgia Athena,0,0,1,5,6,5,0,0,0.2,1,1.2
Zachary Loyd,Division 1,Men,Division 1 Men,Michigan Magnum,2,1,0,7,6,5,0.4,0.2,0,1.4,1.2
Timothy Chango Gasset,Division 1,Men,Division 1 Men,Pittsburgh En Sabah Nur,2,2,1,5,6,5,0.4,0.4,0.2,1,1.2
Thomas Clayton,Division 3,Men,Division 3 Men,Missouri S&T Miner Threat,3,2,0,7,6,6,0.5,0.333333333,0,1.166666667,1
Sebastien Kline,Division 3,Men,Division 3 Men,Oberlin Flying Horsecows,2,1,0,7,6,6,0.333333333,0.166666667,0,1.166666667,1
Sarah Lang,Division 1,Women,Division 1 Women,Georgia Athena,7,6,3,4,6,5,1.4,1.2,0.6,0.8,1.2
Samuel Roberts,Division 3,Men,Division 3 Men,Oklahoma Christian Eagles,16,0,21,1,6,5,3.2,0,4.2,0.2,1.2
Sam Rose,Division 1,Men,Division 1 Men,Georgia Jojah,0,1,2,3,6,5,0,0.2,0.4,0.6,1.2
Olivia Davis,Division 3,Women,Division 3 Women,Haverford/Bryn Mawr Sneetches,6,3,1,8,6,6,1,0.5,0.166666667,1.333333333,1
Nubia Robles Santiago,Division 1,Women,Division 1 Women,Carleton Syzygy,0,1,2,3,6,6,0,0.166666667,0.333333333,0.5,1
Nori Catalano,Division 1,Women,Division 1 Women,Colorado Quandary,7,3,4,6,6,7,1,0.428571429,0.571428571,0.857142857,0.857142857
Mikey Curtis,Division 3,Men,Division 3 Men,Berry Bucks,2,2,1,5,6,6,0.333333333,0.333333333,0.166666667,0.833333333,1
Melissa Torchio,Division 1,Women,Division 1 Women,SUNY - Binghamton Big Bear,21,3,5,19,6,5,4.2,0.6,1,3.8,1.2
Maximilian Schmiesing,Division 3,Men,Division 3 Men,Franciscan Fatal,8,2,9,3,6,6,1.333333333,0.333333333,1.5,0.5,1
Marcus Beidler,Division 1,Men,Division 1 Men,Oregon EGO,2,0,1,7,6,6,0.333333333,0,0.166666667,1.166666667,1
Maggie Coutts,Division 1,Women,Division 1 Women,Colorado State Helle's Belles,0,1,1,4,6,5,0,0.2,0.2,0.8,1.2
Maddy Brown,Division 3,Women,Division 3 Women,Carleton Eclipse,14,6,4,10,6,6,2.333333333,1,0.666666667,1.666666667,1
Luca Harwood,Division 1,Men,Division 1 Men,Massachusetts Zoodisc,4,0,7,3,6,5,0.8,0,1.4,0.6,1.2
Leo Gentile,Division 3,Men,Division 3 Men,Williams WUFO,3,3,0,6,6,6,0.5,0.5,0,1,1
Landon Hall,Division 3,Men,Division 3 Men,Davenport Panthers,1,1,0,6,6,6,0.166666667,0.166666667,0,1,1
Kushal Khangaonkar,Division 1,Men,Division 1 Men,Cal Ursa Major,5,0,5,6,6,5,1,0,1,1.2,1.2
Kevin Pignone,Division 1,Men,Division 1 Men,North Carolina Darkside,7,1,9,3,6,6,1.166666667,0.166666667,1.5,0.5,1
Keaton Orser,Division 1,Men,Division 1 Men,Cal Poly-SLO Slocore,2,1,1,6,6,7,0.285714286,0.142857143,0.142857143,0.857142857,0.857142857
Keali Mccarter,Division 1,Men,Division 1 Men,Oregon EGO,3,6,1,2,6,6,0.5,1,0.166666667,0.333333333,1
Justin Wallace,Division 3,Men,Division 3 Men,Franciscan Fatal,7,2,6,5,6,6,1.166666667,0.333333333,1,0.833333333,1
Julian Saunt,Division 1,Men,Division 1 Men,Oregon EGO,2,4,3,1,6,6,0.333333333,0.666666667,0.5,0.166666667,1
Josh Solomon,Division 1,Men,Division 1 Men,Michigan Magnum,1,1,2,4,6,5,0.2,0.2,0.4,0.8,1.2
John Mogyordy,Division 3,Men,Division 3 Men,Rochester Piggies,0,0,1,5,6,6,0,0,0.166666667,0.833333333,1
Jada Himmelberg,Division 3,Women,Division 3 Women,St Olaf Vortex,1,3,2,2,6,5,0.2,0.6,0.4,0.4,1.2
Jack Ringel,Division 3,Men,Division 3 Men,Rochester Piggies,2,2,3,3,6,6,0.333333333,0.333333333,0.5,0.5,1
Henry Everett,Division 1,Men,Division 1 Men,Pittsburgh En Sabah Nur,0,1,1,4,6,5,0,0.2,0.2,0.8,1.2
Harper Baer,Division 1,Women,Division 1 Women,Stanford Superfly,14,4,12,4,6,7,2,0.571428571,1.714285714,0.571428571,0.857142857
Erica Birdsong,Division 1,Women,Division 1 Women,North Carolina Pleiades,3,3,2,4,6,7,0.428571429,0.428571429,0.285714286,0.571428571,0.857142857
Emmett Forster,Division 3,Men,Division 3 Men,Carleton CHOP,0,2,1,3,6,6,0,0.333333333,0.166666667,0.5,1
Emery Goulet,Division 1,Men,Division 1 Men,Cal Ursa Major,2,2,2,4,6,5,0.4,0.4,0.4,0.8,1.2
Clara Gale,Division 1,Women,Division 1 Women,Carleton Syzygy,4,4,1,5,6,6,0.666666667,0.666666667,0.166666667,0.833333333,1
Christopher Heron,Division 1,Men,Division 1 Men,Washington University Contra,2,2,2,4,6,5,0.4,0.4,0.4,0.8,1.2
Carter Hawkins,Division 1,Men,Division 1 Men,Massachusetts Zoodisc,5,2,4,5,6,5,1,0.4,0.8,1,1.2
Benjamin Morse,Division 3,Men,Division 3 Men,Bates Orange Whip,10,1,3,12,6,6,1.666666667,0.166666667,0.5,2,1
Ben Tokarz,Division 1,Men,Division 1 Men,Penn State Spank,3,5,2,2,6,5,0.6,1,0.4,0.4,1.2
Aryanna Chartrand,Division 1,Women,Division 1 Women,Stanford Superfly,2,2,0,6,6,7,0.285714286,0.285714286,0,0.857142857,0.857142857
Arthur Aucoin,Division 1,Men,Division 1 Men,Massachusetts Zoodisc,1,2,2,3,6,5,0.2,0.4,0.4,0.6,1.2
Anna Matsui,Division 3,Women,Division 3 Women,Colorado College Zenith,2,2,1,5,6,6,0.333333333,0.333333333,0.166666667,0.833333333,1
Anika Quon,Division 1,Women,Division 1 Women,Stanford Superfly,7,4,3,6,6,7,1,0.571428571,0.428571429,0.857142857,0.857142857
Alex Hasenkamp,Division 1,Women,Division 1 Women,Colorado State Helle's Belles,4,1,6,3,6,5,0.8,0.2,1.2,0.6,1.2
Alex Hall-Witt,Division 1,Men,Division 1 Men,Oregon EGO,0,3,0,3,6,6,0,0.5,0,0.5,1
Aiden Landis,Division 1,Men,Division 1 Men,Pittsburgh En Sabah Nur,13,1,14,4,6,5,2.6,0.2,2.8,0.8,1.2
Addie New-Schmidt,Division 3,Women,Division 3 Women,Wellesley Whiptails,13,8,3,8,6,6,2.166666667,1.333333333,0.5,1.333333333,1
Yayla Tur,Division 1,Women,Division 1 Women,Tufts EWO,0,2,0,3,5,5,0,0.4,0,0.6,1
Toby Rivera,Division 3,Men,Division 3 Men,Lewis & Clark Bacchus,4,3,5,1,5,6,0.666666667,0.5,0.833333333,0.166666667,0.833333333
Talon Balcom,Division 1,Men,Division 1 Men,Texas TUFF,2,2,2,3,5,5,0.4,0.4,0.4,0.6,1
Summers Filion,Division 3,Women,Division 3 Women,Portland UPRoar,0,0,1,4,5,6,0,0,0.166666667,0.666666667,0.833333333
Sonia Rao,Division 1,Women,Division 1 Women,North Carolina Pleiades,1,2,1,3,5,7,0.142857143,0.285714286,0.142857143,0.428571429,0.714285714
Sean Rogers,Division 3,Men,Division 3 Men,St Olaf Berzerkers,5,4,4,2,5,6,0.833333333,0.666666667,0.666666667,0.333333333,0.833333333
Sarah Lester,Division 3,Women,Division 3 Women,St Olaf Vortex,3,3,0,5,5,5,0.6,0.6,0,1,1
Roger Zeng,Division 1,Men,Division 1 Men,Pittsburgh En Sabah Nur,0,0,2,3,5,5,0,0,0.4,0.6,1
Pilar Andruet,Division 3,Women,Division 3 Women,Carleton Eclipse,3,4,1,3,5,6,0.5,0.666666667,0.166666667,0.5,0.833333333
Philip Acimovic,Division 1,Men,Division 1 Men,Ottawa Gee-Gees,10,6,5,4,5,5,2,1.2,1,0.8,1
Paka Ferrer,Division 1,Women,Division 1 Women,Washington Element,3,4,2,2,5,5,0.6,0.8,0.4,0.4,1
Owen Lehmkuhl,Division 3,Men,Division 3 Men,St Olaf Berzerkers,4,3,1,5,5,6,0.666666667,0.5,0.166666667,0.833333333,0.833333333
Nicholas Gohar,Division 1,Men,Division 1 Men,Ottawa Gee-Gees,3,1,3,4,5,5,0.6,0.2,0.6,0.8,1
Morey Averill,Division 1,Men,Division 1 Men,Pittsburgh En Sabah Nur,1,5,0,1,5,5,0.2,1,0,0.2,1
Molly Bingham,Division 1,Women,Division 1 Women,California - Santa Cruz Sol,0,1,0,4,5,5,0,0.2,0,0.8,1
Max Sponseller,Division 3,Men,Division 3 Men,St Olaf Berzerkers,5,1,5,4,5,6,0.833333333,0.166666667,0.833333333,0.666666667,0.833333333
Mauricio Badillo Moorman,Division 1,Men,Division 1 Men,Carleton CUT,3,1,2,5,5,5,0.6,0.2,0.4,1,1
Lisa Wei,Division 1,Women,Division 1 Women,North Carolina Pleiades,2,2,1,4,5,7,0.285714286,0.285714286,0.142857143,0.571428571,0.714285714
Kayla Hickey,Division 1,Women,Division 1 Women,Washington Element,7,2,5,5,5,5,1.4,0.4,1,1,1
Katie Craven,Division 3,Women,Division 3 Women,Colorado College Zenith,7,6,3,3,5,6,1.166666667,1,0.5,0.5,0.833333333
Kathleen Bourdon,Division 1,Women,Division 1 Women,Victoria Vikes,11,5,6,5,5,5,2.2,1,1.2,1,1
Kate Goodman,Division 3,Women,Division 3 Women,Middlebury Pranksters,1,1,4,1,5,5,0.2,0.2,0.8,0.2,1
Julia Mockert,Division 3,Women,Division 3 Women,St Olaf Vortex,2,4,2,1,5,5,0.4,0.8,0.4,0.2,1
Jolie Krebs,Division 1,Women,Division 1 Women,SUNY - Binghamton Big Bear,53,15,38,5,5,5,10.6,3,7.6,1,1
John Savage,Division 3,Men,Division 3 Men,Middlebury Pranksters,2,1,5,1,5,5,0.4,0.2,1,0.2,1
Joe Salitsky,Division 3,Men,Division 3 Men,Franciscan Fatal,7,5,5,2,5,6,1.166666667,0.833333333,0.833333333,0.333333333,0.833333333
Jayna Rogers,Division 1,Women,Division 1 Women,Oregon Fugue,2,2,3,2,5,6,0.333333333,0.333333333,0.5,0.333333333,0.833333333
