away_team,away_score,home_team,home_score,date
Southwestern,0,Hardin-Simmons,3,2022-09-09
SUNY-Maritime,0,Pratt,3,2022-09-09
La Roche,0,Westminster (Pa.),6,2022-09-09
WPI,1,Worcester State,0,2022-09-09
John Carroll,0,Wheaton (Ill.),1,2022-09-09
Capital,4,Mount St. Joseph,1,2022-09-09
Berry,0,Southern Virginia,1,2022-09-09
Western New England,3,Fitchburg State,1,2022-09-09
Sul Ross State,3,Centenary (La.),1,2022-09-09
Simpson,0,Texas-Dallas,1,2022-09-09
Redlands,1,Stevens,4,2022-09-09
Spalding,0,Maryville (Tenn.),7,2022-09-09
Gustavus Adolphus,1,Dubuque,1,2022-09-09
Chapman,2,Texas Lutheran,1,2022-09-09
Willamette,1,La Verne,0,2022-09-09
Washington U.,1,Cal Lutheran,2,2022-09-09
Farmingdale State,1,Misericordia,3,2022-09-10
Susquehanna,1,Christopher Newport,2,2022-09-10
Messiah,2,William Smith,1,2022-09-10
Middlebury,3,Amherst,4,2022-09-10
Calvin,2,Carroll,0,2022-09-10
Loras,4,Millikin,0,2022-09-10
UW-La Crosse,3,Dominican,2,2022-09-10
Rowan,11,Centenary (N.J.),1,2022-09-10
Methodist,0,Virginia Wesleyan,4,2022-09-10
Montclair State,2,Ursinus,1,2022-09-10
John Carroll,0,Pacific Lutheran,6,2022-09-10
Wartburg,3,Illinois Wesleyan,0,2022-09-10
Franklin and Marshall,0,Washington and Lee,0,2022-09-10
Connecticut College,0,Tufts,4,2022-09-10
RPI,0,Cortland State,4,2022-09-10
Williams,2,Castleton,0,2022-09-10
Caltech,0,Mass-Boston,0,2022-09-10
Western Connecticut,4,Springfield,1,2022-09-10
Colby,0,Wesleyan,3,2022-09-10
Clarkson,8,New England College,0,2022-09-10
Nichols,2,Framingham State,1,2022-09-10
Bob Jones,0,Guilford,3,2022-09-10
Mass-Dartmouth,1,Curry,5,2022-09-10
Johnson and Wales,1,Brandeis,3,2022-09-10
Sewanee,0,Lynchburg,0,2022-09-10
Bowdoin,2,Bates,1,2022-09-10
Widener,0,Moravian,0,2022-09-10
Manhattanville,0,John Jay,1,2022-09-10
Hood,1,Penn State-Harrisburg,3,2022-09-10
Alfred,1,Rochester,5,2022-09-10
Wentworth,3,Mount Holyoke,2,2022-09-10
Wellesley,1,Suffolk,0,2022-09-10
Lesley,0,Bridgewater State,1,2022-09-10
Bard,0,Sarah Lawrence,1,2022-09-10
Pitt-Greensburg,5,Allegheny,2,2022-09-10
Swarthmore,2,William Paterson,0,2022-09-10
Grove City,2,Linfield,3,2022-09-10
Nebraska Wesleyan,1,Illinois College,0,2022-09-10
Wisconsin Lutheran,11,Maranatha Baptist,1,2022-09-10
Union,2,Oneonta State,0,2022-09-10
Ithaca,2,Fredonia State,2,2022-09-10
Endicott,4,Hartwick,1,2022-09-10
Wilmington,3,Anderson,0,2022-09-10
Utica,0,Oswego State,0,2022-09-10
Concordia (Wis.),1,Denison,0,2022-09-10
Otterbein,0,RIT,2,2022-09-10
Pitt-Bradford,0,Bethany,7,2022-09-10
York (Pa.),0,McDaniel,3,2022-09-10
New Jersey City,1,Cedar Crest,1,2022-09-10
Plymouth State,0,Gordon,3,2022-09-10
Mount St. Mary,1,Salisbury,6,2022-09-10
Kean,1,Westfield State,1,2022-09-10
Gwynedd-Mercy,2,Clarks Summit,2,2022-09-10
Salve Regina,1,Keene State,3,2022-09-10
Haverford,2,Lebanon Valley,1,2022-09-10
Geneseo State,0,DeSales,0,2022-09-10
Keuka,0,Lycoming,4,2022-09-10
Brockport State,2,Houghton,1,2022-09-10
Wooster,2,Alma,2,2022-09-10
Ohio Wesleyan,3,Muskingum,0,2022-09-10
Emmanuel,2,Elms,0,2022-09-10
Marymount,1,Mary Washington,2,2022-09-10
Goucher,4,Immaculata,0,2022-09-10
Regis (Mass.),2,Albertus Magnus,0,2022-09-10
Wesleyan (Ga.),0,Warren Wilson,3,2022-09-10
Skidmore,3,New Paltz State,1,2022-09-10
Muhlenberg,1,Catholic,0,2022-09-10
Kalamazoo,2,Kenyon,1,2022-09-10
Marywood,1,Eastern,1,2022-09-10
Agnes Scott,4,Hollins,1,2022-09-10
Trine,4,Augustana,0,2022-09-10
Potsdam State,1,Roger Williams,2,2022-09-10
Centre,1,North Central (Ill.),4,2022-09-10
Pfeiffer,6,Sweet Briar,1,2022-09-10
Clark,8,Salem State,0,2022-09-10
Albion,2,Roanoke,0,2022-09-10
Wilson,2,Penn State-Abington,2,2022-09-10
Geneva,1,St. John Fisher,6,2022-09-10
Elmira,0,FDU-Florham,3,2022-09-10
Hamilton,1,Trinity (Conn.),1,2022-09-10
Covenant,3,Spalding,1,2022-09-10
North Central (Minn.),1,Buena Vista,3,2022-09-10
Finlandia,0,Martin Luther,0,2022-09-10
Lake Forest,2,Illinois Tech,3,2022-09-10
UW-Eau Claire,1,Saint Benedict,2,2022-09-10
Greenville,3,Carthage,3,2022-09-10
St. Norbert,1,St. Olaf,0,2022-09-10
Belhaven,4,Birmingham-Southern,0,2022-09-10
Northwestern (Minn.),0,Macalester,3,2022-09-10
University of New England,2,Southern Maine,1,2022-09-10
Lasell,2,Dean,0,2022-09-10
St. Mary's (Md.),0,Bridgewater (Va.),1,2022-09-10
SUNY-Purchase,7,SUNY-Cobleskill,1,2022-09-10
Arcadia,4,Rutgers-Newark,1,2022-09-10
Morrisville State,1,Hilbert,4,2022-09-10
Coast Guard,2,Drew,1,2022-09-10
Simmons,2,Rivier,0,2022-09-10
Maine Maritime,1,Maine-Presque Isle,0,2022-09-10
NVU-Johnson,1,Cazenovia,3,2022-09-10
NVU-Lyndon,0,Thomas,2,2022-09-10
Husson,6,Maine-Farmington,2,2022-09-10
St. Lawrence,0,Nazareth,0,2022-09-10
Alvernia,0,Penn State-Berks,2,2022-09-10
Asbury,0,Manchester,1,2022-09-10
Babson,3,Eastern Connecticut,0,2022-09-10
Colby-Sawyer,4,Anna Maria,0,2022-09-10
Stevenson,0,Elizabethtown,2,2022-09-10
Stockton,2,Shenandoah,2,2022-09-10
UW-River Falls,3,Northland,0,2022-09-10
UW-Whitewater,2,Augsburg,1,2022-09-10
Claremont-Mudd-Scripps,1,MIT,0,2022-09-10
Pomona-Pitzer,2,UC Santa Cruz,1,2022-09-10
Chatham,5,Oberlin,2,2022-09-10
UW-Stout,0,Concordia-Moorhead,2,2022-09-10
Rockford,3,Ripon,2,2022-09-10
Carleton,4,Grinnell,0,2022-09-10
MCLA,0,Sage,3,2022-09-10
Heidelberg,0,Adrian,0,2022-09-10
St. Catherine,4,Central,1,2022-09-10
CCNY,3,St. Joseph's (Bklyn.),0,2022-09-10
UW-Stevens Point,1,Luther,2,2022-09-10
Juniata,0,Cabrini,1,2022-09-10
Transylvania,0,Maryville (Tenn.),2,2022-09-10
LeTourneau,0,Millsaps,0,2022-09-10
Oglethorpe,0,LaGrange,0,2022-09-10
Mount Aloysius,0,Waynesburg,3,2022-09-10
Rutgers-Camden,0,Washington College,2,2022-09-10
Vassar,1,Scranton,0,2022-09-10
Ferrum,4,Eastern Mennonite,2,2022-09-10
Simpson,3,University of Dallas,0,2022-09-10
Neumann,0,Albright,0,2022-09-10
Ohio Northern,1,Wheaton (Ill.),1,2022-09-10
Webster,3,Benedictine,1,2022-09-10
McMurry,0,St. Thomas (Texas),0,2022-09-10
Nazareth,0,Misericordia,2,2022-09-11
Johns Hopkins,2,Carnegie Mellon,2,2022-09-11
Methodist,0,Christopher Newport,6,2022-09-11
Chapman,0,Trinity (Texas),2,2022-09-11
Amherst,2,Smith,1,2022-09-11
UW-La Crosse,1,Illinois Wesleyan,2,2022-09-11
Mary Hardin-Baylor,1,Texas Lutheran,0,2022-09-11
Susquehanna,1,Virginia Wesleyan,3,2022-09-11
Wartburg,3,Dominican,1,2022-09-11
Redlands,1,TCNJ,4,2022-09-11
Pomona-Pitzer,0,Puget Sound,2,2022-09-11
Gettysburg,1,Washington and Lee,4,2022-09-11
Claremont-Mudd-Scripps,1,Williams,0,2022-09-11
East Texas Baptist,2,Piedmont,1,2022-09-11
Berry,1,Mary Baldwin,0,2022-09-11
Dickinson,0,Capital,1,2022-09-11
Yeshiva,0,St. Joseph's (L.I.),11,2022-09-11
Alfred State,0,St. Vincent,2,2022-09-11
St. Mary's (Md.),1,Mount St. Mary,1,2022-09-11
Westfield State,1,Coast Guard,0,2022-09-11
St. Mary's (Ind.),1,DePauw,2,2022-09-11
Western Connecticut,1,Johnson and Wales,4,2022-09-11
Wheaton (Mass.),1,Middlebury,3,2022-09-11
Pratt,3,St. Elizabeth,0,2022-09-11
Union,1,Hartwick,0,2022-09-11
William Paterson,0,Arcadia,3,2022-09-11
Lakeland,0,Lawrence,3,2022-09-11
Albion,0,Lynchburg,0,2022-09-11
Endicott,2,Oneonta State,0,2022-09-11
Wilkes,0,Widener,3,2022-09-11
St. Lawrence,1,Farmingdale State,0,2022-09-11
Kalamazoo,1,Denison,0,2022-09-11
Concordia (Wis.),1,Kenyon,2,2022-09-11
Nebraska Wesleyan,0,Rhodes,3,2022-09-11
UW-Oshkosh,1,Marian,1,2022-09-11
Mount Mary,0,Alverno,0,2022-09-11
Howard Payne,4,Centenary (La.),1,2022-09-11
Penn State-Behrend,1,Illinois Tech,2,2022-09-11
Willamette,2,Whittier,4,2022-09-11
Defiance,1,Bethany,7,2022-09-11
Stockton,2,North Carolina Wesleyan,1,2022-09-11
SUNY Delhi,0,Lycoming,5,2022-09-11
Mount St. Joseph,1,Marietta,0,2022-09-11
Westminster (Pa.),2,Penn State-Altoona,1,2022-09-11
St. Joseph (Conn.),2,St. Joseph's (Maine),4,2022-09-11
Bowdoin,8,Maine-Farmington,0,2022-09-11
Gustavus Adolphus,0,UW-Eau Claire,1,2022-09-11
Aurora,1,Cornell,1,2022-09-11
Washington U.,1,Occidental,0,2022-09-11
New York University,0,Stevens,0,2022-09-11
Kean,0,Drew,2,2022-09-11
Wooster,1,Adrian,2,2022-09-11
Sewanee,0,Roanoke,1,2022-09-11
Morrisville State,0,Buffalo State,2,2022-09-11
Mount St. Vincent,0,FDU-Florham,1,2022-09-11
Rutgers-Newark,0,Swarthmore,5,2022-09-11
Hanover,0,Trine,2,2022-09-11
UW-Superior,0,Edgewood,4,2022-09-11
Augustana,4,Monmouth,1,2022-09-11
Castleton,0,MIT,5,2022-09-11
Finlandia,0,St. Scholastica,4,2022-09-11
Coe,1,UW-Platteville,5,2022-09-11
MSOE,0,Chicago,1,2022-09-11
Luther,1,Saint Benedict,4,2022-09-11
La Roche,2,Thiel,1,2022-09-12
Husson,1,Bates,2,2022-09-12
Hiram,0,Franciscan,5,2022-09-12
Penn State-Berks,3,Albright,1,2022-09-12
Tufts,2,Wesleyan,0,2022-09-13
Keystone,3,Pratt,5,2022-09-13
Nichols,1,Fitchburg State,2,2022-09-13
Oswego State,1,Hamilton,4,2022-09-13
MCLA,1,SUNY-Cobleskill,1,2022-09-13
Alfred State,0,Elmira,1,2022-09-13
Oberlin,2,Heidelberg,1,2022-09-13
Blackburn,0,Eureka,3,2022-09-13
UW-River Falls,5,Minnesota-Morris,4,2022-09-13
Catholic,1,Bryn Mawr,1,2022-09-13
Neumann,1,Eastern,1,2022-09-13
Averett,1,Bob Jones,3,2022-09-13
Mount St. Mary,2,RPI,5,2022-09-13
Centenary (La.),0,Belhaven,0,2022-09-13
Ripon,5,Maranatha Baptist,0,2022-09-13
Carroll,1,Lake Forest,0,2022-09-13
Utica,2,Potsdam State,3,2022-09-13
Plymouth State,1,Emerson,5,2022-09-13
Guilford,0,Pfeiffer,0,2022-09-13
Eastern Nazarene,0,Thomas,2,2022-09-13
Principia,0,Westminster (Mo.),5,2022-09-13
Allegheny,0,Fredonia State,2,2022-09-13
Worcester State,1,Gordon,1,2022-09-13
Skidmore,2,Sage,0,2022-09-13
Framingham State,0,Anna Maria,3,2022-09-13
Wittenberg,2,Otterbein,1,2022-09-13
Rutgers-Camden,0,Elizabethtown,1,2022-09-13
Marywood,0,Franklin and Marshall,7,2022-09-13
Salve Regina,1,Bridgewater State,6,2022-09-13
Lancaster Bible,4,Gwynedd-Mercy,0,2022-09-13
Southern Virginia,2,Ferrum,1,2022-09-13
Earlham,0,Wilmington,1,2022-09-13
Berry,2,Covenant,0,2022-09-13
Wentworth,4,Mass-Dartmouth,0,2022-09-13
Cedar Crest,2,Alvernia,5,2022-09-13
DeSales,2,Haverford,1,2022-09-13
Pitt-Greensburg,2,Waynesburg,0,2022-09-13
SUNY-Maritime,6,Yeshiva,1,2022-09-13
Sewanee,3,Maryville (Tenn.),1,2022-09-13
University of Dallas,3,Austin,0,2022-09-13
Martin Luther,3,Buena Vista,1,2022-09-13
John Jay,1,Sarah Lawrence,1,2022-09-13
Randolph-Macon,0,Johns Hopkins,3,2022-09-14
McDaniel,1,Messiah,3,2022-09-14
Case Western Reserve,2,Kenyon,0,2022-09-14
Grove City,0,Carnegie Mellon,3,2022-09-14
Calvin,5,Manchester,0,2022-09-14
North Central (Ill.),2,Loras,3,2022-09-14
William Smith,1,Geneseo State,0,2022-09-14
Rowan,2,Widener,0,2022-09-14
Farmingdale State,0,TCNJ,9,2022-09-14
Cortland State,2,Ithaca,0,2022-09-14
Penn State-Altoona,1,St. Vincent,0,2022-09-14
NVU-Johnson,0,Colby-Sawyer,6,2022-09-14
Finlandia,1,North Central (Minn.),0,2022-09-14
Alfred,3,Pitt-Bradford,1,2022-09-14
St. Joseph's (Bklyn.),2,St. Elizabeth,1,2022-09-14
Lycoming,0,Marymount,0,2022-09-14
Mitchell,0,Dean,1,2022-09-14
Rosemont,1,Gwynedd-Mercy,1,2022-09-14
MIT,6,Roger Williams,1,2022-09-14
Lesley,1,Wellesley,3,2022-09-14
Randolph,1,Salem,0,2022-09-14
Scranton,1,Lebanon Valley,1,2022-09-14
New England College,0,Castleton,3,2022-09-14
Western Connecticut,0,Vassar,2,2022-09-14
Coast Guard,0,Connecticut College,2,2022-09-14
Bridgewater (Va.),2,Greensboro,0,2022-09-14
Hood,2,Shenandoah,5,2022-09-14
New Jersey City,7,Brooklyn,0,2022-09-14
Emmanuel,1,Lasell,4,2022-09-14
Dickinson,0,York (Pa.),1,2022-09-14
Gallaudet,2,Trinity (D.C.),9,2022-09-14
Westminster (Pa.),1,Wooster,0,2022-09-14
Franciscan,3,La Roche,0,2022-09-14
Asbury,0,Anderson,5,2022-09-14
Centenary (N.J.),0,Stockton,7,2022-09-14
Kalamazoo,0,Ohio Northern,3,2022-09-14
Bethel,1,St. Olaf,2,2022-09-14
Macalester,1,Concordia-Moorhead,0,2022-09-14
Aurora,0,Concordia (Wis.),2,2022-09-14
St. Scholastica,0,Gustavus Adolphus,4,2022-09-14
Rockford,4,Alverno,0,2022-09-14
Saint Benedict,1,St. Catherine,2,2022-09-14
Concordia-Chicago,0,Benedictine,0,2022-09-14
Carleton,2,Saint Mary's (Minn.),0,2022-09-14
Central,5,Monmouth,0,2022-09-14
New Paltz State,3,Bard,0,2022-09-14
Husson,0,Colby,5,2022-09-14
Norwich,1,St. Joseph (Conn.),1,2022-09-14
Mass-Boston,0,Babson,3,2022-09-14
Fontbonne,5,Spalding,0,2022-09-14
North Park,1,Hope,6,2022-09-14
Luther,0,UW-Whitewater,2,2022-09-14
Dubuque,2,Knox,0,2022-09-14
Miss. U. for Women,0,Huntingdon,3,2022-09-14
Marietta,1,Washington and Jefferson,2,2022-09-14
Hilbert,3,Medaille,2,2022-09-14
Cabrini,1,Arcadia,3,2022-09-14
Chatham,4,Mount Aloysius,1,2022-09-14
Elms,0,Johnson and Wales,4,2022-09-14
Wilkes,0,Susquehanna,2,2022-09-14
Albright,0,Penn State-Harrisburg,1,2022-09-14
Capital,1,Ohio Wesleyan,0,2022-09-14
Union,1,WPI,0,2022-09-14
Keene State,0,Westfield State,6,2022-09-14
Geneva,0,Baldwin Wallace,4,2022-09-14
Salisbury,3,Washington College,1,2022-09-14
Curry,2,Simmons,0,2022-09-14
Muhlenberg,0,FDU-Florham,5,2022-09-14
Berea,0,Mount St. Joseph,3,2022-09-14
Brockport State,0,Keuka,0,2022-09-14
Middlebury,2,Plattsburgh State,0,2022-09-14
Maine-Farmington,0,Southern Maine,4,2022-09-14
Juniata,0,King's,2,2022-09-14
Western New England,1,Springfield,2,2022-09-14
Rhode Island College,1,Regis (Mass.),1,2022-09-14
Mary Washington,7,Eastern Mennonite,0,2022-09-14
Rochester,0,St. John Fisher,0,2022-09-14
Rutgers-Newark,1,Albertus Magnus,0,2022-09-14
Roanoke,0,Lynchburg,2,2022-09-14
Denison,0,Transylvania,0,2022-09-14
Stevenson,0,St. Mary's (Md.),0,2022-09-14
St. Joseph's (L.I.),1,William Paterson,1,2022-09-14
Penn State-Abington,3,Immaculata,4,2022-09-14
Delaware Valley,1,Bryn Athyn,1,2022-09-14
SUNY-Old Westbury,0,CCNY,1,2022-09-14
Clarkson,4,SUNY Canton,0,2022-09-14
Bowdoin,1,University of New England,0,2022-09-14
Ramapo,2,Drew,3,2022-09-14
Thiel,1,John Carroll,6,2022-09-14
Brandeis,2,Clark,1,2022-09-14
Occidental,1,Chapman,1,2022-09-14
Moravian,0,Swarthmore,2,2022-09-14
Endicott,2,St. Joseph's (Maine),1,2022-09-14
Manhattanville,0,Kean,4,2022-09-14
Mount Union,5,Penn State-Behrend,4,2022-09-14
Muskingum,2,Hiram,1,2022-09-14
UW-Stevens Point,1,Carthage,1,2022-09-14
Northland,0,UW-Superior,5,2022-09-14
Texas Lutheran,0,Concordia (Texas),4,2022-09-14
Dominican,1,Illinois Tech,0,2022-09-14
Wisconsin Lutheran,3,Marian,4,2022-09-14
Webster,2,Greenville,5,2022-09-14
Simpson,1,Augustana,2,2022-09-14
Chicago,1,Wheaton (Ill.),0,2022-09-14
MSOE,0,Edgewood,0,2022-09-14
Lakeland,1,St. Norbert,7,2022-09-14
Hamline,1,Augsburg,2,2022-09-14
Lawrence,2,UW-Oshkosh,1,2022-09-14
Caltech,0,Cal Lutheran,1,2022-09-14
Redlands,2,Claremont-Mudd-Scripps,1,2022-09-14
Whittier,1,La Verne,0,2022-09-14
George Fox,2,Pacific,0,2022-09-14
Worcester State,2,Salve Regina,3,2022-09-15
Suffolk,2,Nichols,3,2022-09-15
Sweet Briar,0,Mary Baldwin,8,2022-09-15
UW-River Falls,9,Crown,0,2022-09-15
Mount St. Mary,6,Yeshiva,0,2022-09-15
Houghton,1,Buffalo State,1,2022-09-15
Notre Dame (Md.),0,Neumann,1,2022-09-15
Franklin,3,St. Mary's (Ind.),0,2022-09-15
Kalamazoo,2,Elmhurst,0,2022-09-15
Coe,1,Carroll,3,2022-09-15
Hardin-Simmons,1,Trinity (Texas),2,2022-09-16
Mary Hardin-Baylor,1,Hendrix,0,2022-09-16
Sewanee,0,Emory,5,2022-09-16
Regis (Mass.),5,Norwich,1,2022-09-16
Catholic,1,Salisbury,2,2022-09-16
Birmingham-Southern,0,Piedmont,3,2022-09-16
Agnes Scott,0,Warren Wilson,1,2022-09-16
St. Vincent,2,La Roche,1,2022-09-16
Texas-Dallas,0,Cal Lutheran,3,2022-09-16
Westminster (Mo.),2,Eureka,0,2022-09-16
Eastern Nazarene,3,Rivier,2,2022-09-16
Plymouth State,1,Mass-Dartmouth,3,2022-09-16
Salem,0,LaGrange,1,2022-09-16
Maryville (Tenn.),0,Berry,1,2022-09-16
Pratt,0,SUNY-Purchase,1,2022-09-16
Millsaps,0,Huntingdon,2,2022-09-16
University of Dallas,0,East Texas Baptist,3,2022-09-16
Centenary (La.),1,St. Thomas (Texas),2,2022-09-16
Texas Lutheran,1,Southwestern,2,2022-09-16
UW-Platteville,2,Nebraska Wesleyan,1,2022-09-16
Misericordia,4,Moravian,0,2022-09-17
Johns Hopkins,6,Bryn Mawr,0,2022-09-17
Christopher Newport,3,Swarthmore,2,2022-09-17
Wilkes,0,Messiah,1,2022-09-17
Ohio Northern,1,Case Western Reserve,2,2022-09-17
Tufts,2,Amherst,0,2022-09-17
Chicago,0,Calvin,2,2022-09-17
Loras,4,St. Catherine,3,2022-09-17
William Smith,0,Rochester,0,2022-09-17
Wheaton (Ill.),3,UW-La Crosse,4,2022-09-17
Mary Hardin-Baylor,3,Belhaven,1,2022-09-17
Virginia Wesleyan,1,Mary Washington,1,2022-09-17
DeSales,1,Montclair State,3,2022-09-17
Pacific,1,Pacific Lutheran,3,2022-09-17
Wartburg,4,UW-Stevens Point,2,2022-09-17
TCNJ,6,Penn State-Berks,2,2022-09-17
Linfield,0,Puget Sound,3,2022-09-17
Washington and Lee,3,Covenant,1,2022-09-17
Cortland State,1,Plattsburgh State,1,2022-09-17
Bates,0,Williams,2,2022-09-17
McDaniel,6,Muhlenberg,1,2022-09-17
Keene State,2,Elms,0,2022-09-17
Westfield State,5,Framingham State,0,2022-09-17
Western New England,1,Curry,1,2022-09-17
Trinity (Conn.),2,Colby,0,2022-09-17
Mary Baldwin,3,Eastern Mennonite,2,2022-09-17
Hamilton,1,Middlebury,4,2022-09-17
Bowdoin,1,Connecticut College,2,2022-09-17
Muskingum,4,Bluffton,2,2022-09-17
MCLA,0,Worcester State,3,2022-09-17
Dickinson,1,Haverford,1,2022-09-17
Wentworth,1,Salve Regina,3,2022-09-17
Denison,0,Centre,2,2022-09-17
Elizabethtown,0,York (Pa.),2,2022-09-17
CCNY,1,Sarah Lawrence,5,2022-09-17
William Paterson,9,Lehman,0,2022-09-17
Ithaca,2,Nazareth,2,2022-09-17
Bard,4,SUNY-Maritime,1,2022-09-17
Roger Williams,0,University of New England,1,2022-09-17
Illinois College,1,Buena Vista,2,2022-09-17
Washington U.,1,Rhodes,0,2022-09-17
Cornell,0,Central,3,2022-09-17
Wheaton (Mass.),0,Babson,2,2022-09-17
Morrisville State,7,Gallaudet,0,2022-09-17
St. Joseph's (Bklyn.),2,Clarks Summit,2,2022-09-17
Mitchell,3,Brooklyn,0,2022-09-17
New Paltz State,3,Potsdam State,0,2022-09-17
Clark,0,MIT,2,2022-09-17
Bridgewater State,6,Salem State,0,2022-09-17
Keuka,0,Hartwick,0,2022-09-17
Western Connecticut,7,Rhode Island College,1,2022-09-17
Westminster (Pa.),0,Heidelberg,1,2022-09-17
Drew,0,New York University,1,2022-09-17
Brockport State,0,RIT,3,2022-09-17
Alvernia,0,Stockton,1,2022-09-17
Hanover,3,Capital,0,2022-09-17
Mount St. Vincent,0,Kean,4,2022-09-17
Simmons,0,Johnson and Wales,8,2022-09-17
Stevens,0,Scranton,1,2022-09-17
Wells,0,St. Mary's (Md.),7,2022-09-17
Houghton,5,Pitt-Bradford,1,2022-09-17
Emerson,1,Brandeis,1,2022-09-17
Mount Holyoke,0,Springfield,6,2022-09-17
John Jay,1,Cedar Crest,0,2022-09-17
Farmingdale State,2,Arcadia,2,2022-09-17
Penn State-Abington,0,Penn State-Harrisburg,6,2022-09-17
Smith,0,WPI,0,2022-09-17
Mount Union,4,Chatham,3,2022-09-17
FDU-Florham,2,Marywood,1,2022-09-17
Skidmore,5,Mount St. Mary,0,2022-09-17
Eastern Connecticut,1,Mass-Boston,0,2022-09-17
Penn College,2,Lancaster Bible,1,2022-09-17
Hiram,1,Washington and Jefferson,0,2022-09-17
Carroll,1,Beloit,1,2022-09-17
Hope,1,North Central (Ill.),3,2022-09-17
Alverno,0,MSOE,19,2022-09-17
Wittenberg,0,Trine,2,2022-09-17
St. Joseph's (Maine),5,Anna Maria,0,2022-09-17
North Carolina Wesleyan,0,Bridgewater (Va.),14,2022-09-17
Coast Guard,1,Wellesley,0,2022-09-17
Vassar,1,Oneonta State,0,2022-09-17
Lycoming,0,Bethany,0,2022-09-17
Fredonia State,1,St. John Fisher,1,2022-09-17
Castleton,0,Southern Maine,4,2022-09-17
William Peace,7,Hollins,0,2022-09-17
Gwynedd-Mercy,0,Bryn Athyn,4,2022-09-17
Oberlin,3,Franciscan,2,2022-09-17
Eastern,0,Shenandoah,2,2022-09-17
Randolph-Macon,3,Greensboro,0,2022-09-17
Lake Forest,2,St. Mary's (Ind.),2,2022-09-17
Adrian,0,Otterbein,2,2022-09-17
Franklin,1,Albion,3,2022-09-17
Elmira,0,Sage,2,2022-09-17
Spalding,6,Blackburn,0,2022-09-17
Concordia-Moorhead,0,St. Scholastica,0,2022-09-17
Gustavus Adolphus,1,Carleton,5,2022-09-17
Augsburg,4,Macalester,1,2022-09-17
Saint Mary's (Minn.),0,Saint Benedict,3,2022-09-17
UW-Eau Claire,0,Simpson,1,2022-09-17
St. Olaf,0,Hamline,0,2022-09-17
Greenville,5,Principia,0,2022-09-17
Caltech,0,Redlands,2,2022-09-17
Claremont-Mudd-Scripps,1,La Verne,0,2022-09-17
Grove City,0,Susquehanna,3,2022-09-17
Cazenovia,0,SUNY Poly,2,2022-09-17
Cairn,0,Centenary (N.J.),3,2022-09-17
Mount Aloysius,2,Delaware Valley,6,2022-09-17
Concordia-Chicago,0,Edgewood,4,2022-09-17
DePauw,0,UW-Whitewater,4,2022-09-17
Cabrini,0,Goucher,1,2022-09-17
Earlham,3,Berea,0,2022-09-17
Kenyon,2,Transylvania,2,2022-09-17
Emmanuel,3,St. Joseph (Conn.),0,2022-09-17
Stevenson,0,Marymount,1,2022-09-17
Washington College,0,Franklin and Marshall,0,2022-09-17
Thiel,4,Defiance,0,2022-09-17
Union,1,Lasell,0,2022-09-17
Bob Jones,0,Methodist,5,2022-09-17
Immaculata,1,Rosemont,1,2022-09-17
RPI,0,St. Lawrence,0,2022-09-17
UW-Superior,0,UW-River Falls,3,2022-09-17
Northwestern (Minn.),7,North Central (Minn.),0,2022-09-17
Martin Luther,0,Bethany Lutheran,1,2022-09-17
Monmouth,11,Maranatha Baptist,0,2022-09-17
Lewis and Clark,2,Whitman,0,2022-09-17
Willamette,0,Whitworth,1,2022-09-17
SUNY Delhi,0,NVU-Johnson,0,2022-09-17
Clarkson,1,Oswego State,2,2022-09-17
Thomas,0,Husson,3,2022-09-17
NVU-Lyndon,0,Maine Maritime,2,2022-09-17
SUNY-Cobleskill,0,SUNY Canton,0,2022-09-17
Maine-Presque Isle,1,Maine-Farmington,3,2022-09-17
Rockford,1,Marian,5,2022-09-17
Dominican,6,Lakeland,0,2022-09-17
Ramapo,4,Neumann,0,2022-09-17
Massachusetts Maritime,0,Fitchburg State,2,2022-09-17
Juniata,0,Hood,1,2022-09-17
Hilbert,0,Geneseo State,7,2022-09-17
Albertus Magnus,2,Colby-Sawyer,0,2022-09-17
Ferrum,2,Meredith,0,2022-09-17
Gettysburg,1,Ursinus,0,2022-09-17
Rose-Hulman,7,Millikin,1,2022-09-17
Coe,2,Ripon,2,2022-09-17
Gordon,0,Endicott,0,2022-09-17
Nebraska Wesleyan,1,Grinnell,1,2022-09-17
Illinois Tech,8,Wisconsin Lutheran,0,2022-09-17
Aurora,0,St. Norbert,4,2022-09-17
Benedictine,0,Concordia (Wis.),2,2022-09-17
Rutgers-Camden,1,Albright,0,2022-09-17
Dubuque,2,UW-Oshkosh,1,2022-09-17
Penn State-Behrend,2,Allegheny,2,2022-09-17
Medaille,0,Alfred,2,2022-09-17
Webster,0,Fontbonne,2,2022-09-17
Minnesota-Morris,0,Crown,4,2022-09-17
Carthage,0,Luther,2,2022-09-17
Asbury,1,Mount St. Joseph,3,2022-09-17
Roanoke,5,Pfeiffer,0,2022-09-17
John Carroll,0,Ohio Wesleyan,1,2022-09-17
Wooster,3,Wilmington,2,2022-09-17
Augustana,0,Lawrence,1,2022-09-17
Rutgers-Newark,1,King's,1,2022-09-17
Baldwin Wallace,3,Waynesburg,1,2022-09-17
Chapman,1,Whittier,1,2022-09-17
Pomona-Pitzer,0,Occidental,0,2022-09-17
Christopher Newport,5,Widener,0,2022-09-18
Texas-Dallas,0,Trinity (Texas),2,2022-09-18
