Player,Team,BA,OBP,SLG,OPS,GP,PA,AB,R,H,2B,3B,HR,RBI,HBP,BB,K,SB,CS
Mea Clark,Austin Peay,0.247,0.308,0.429,0.736,53,169,154,18,38,5,1,7,25,1,13,25,0,0
Violet Zavodnik,BYU,0.399,0.492,0.876,1.368,52,190,153,49,61,14,1,19,59,8,22,35,14,1
Kaitlyn Mathews,Ball State,0.263,0.324,0.354,0.678,40,113,99,13,26,3,0,2,14,0,10,31,8,2
Taylor Strain,Baylor,0.299,0.323,0.385,0.707,45,133,117,17,35,7,0,1,21,0,5,23,4,1
Sydney Collazos,Baylor,0.285,0.357,0.358,0.715,52,171,151,12,43,5,0,2,22,5,12,12,1,0
Zadie LaValley,Baylor,0.173,0.304,0.183,0.487,48,125,104,5,18,1,0,0,5,1,19,19,2,1
Jordyn Hutchins,Boise State,0.3,0.4,0.644,1.044,39,105,90,27,27,5,1,8,30,0,15,20,3,1
Nicole Giery,Boston College,0.259,0.291,0.407,0.698,46,142,135,12,35,11,0,3,19,4,2,16,1,0
Lauren Keleher,Boston University,0.342,0.461,0.493,0.955,57,201,152,35,52,14,3,1,25,1,36,16,8,1
Kayla Roncin,Boston University,0.426,0.471,0.606,1.078,57,211,188,49,80,12,5,4,36,3,15,15,8,1
Reagan Williamson,Bowling Green,0.314,0.402,0.519,0.921,54,184,156,17,49,8,0,8,35,0,25,28,0,0
Peyton Dolejs,Bowling Green,0.269,0.372,0.389,0.762,54,199,167,29,45,7,2,3,27,5,23,23,2,0
Jordy van der Werf,Bradley,0.2,0.277,0.37,0.647,43,114,100,15,20,5,0,4,19,4,7,39,2,0
Trystan Salvador,Bryant,0.19,0.292,0.254,0.546,32,73,63,13,12,2,1,0,4,0,9,14,6,1
Madison Fernimen,Buffalo,0.18,0.268,0.301,0.569,46,153,133,18,24,8,1,2,16,0,17,41,3,1
Rachel Steffan,Buffalo,0.308,0.44,0.639,1.079,46,166,133,36,41,6,4,10,28,9,23,39,17,2
Monique Hoosen,Butler,0.294,0.423,0.642,1.066,45,138,109,24,32,6,1,10,25,1,25,34,3,1
Kaylee Gross,Butler,0.25,0.333,0.319,0.653,37,82,72,12,18,1,2,0,3,2,7,13,2,0
Teagan O'Rilley,Butler,0.217,0.427,0.391,0.818,38,97,69,5,15,3,0,3,16,4,22,14,0,0
Kaia Johnson,CSU Bakersfield,0.177,0.234,0.198,0.432,45,110,96,10,17,2,0,0,6,5,3,32,7,4
Jessica Clements,Cal Poly,0.396,0.452,0.447,0.899,48,180,159,36,63,6,1,0,5,5,12,17,5,1
Hannah Becerra,Cal State Fullerton,0.302,0.463,0.525,0.987,59,215,162,49,49,12,0,8,35,6,44,41,9,3
Peyton Toto,Cal State Fullerton,0.365,0.432,0.511,0.943,47,157,137,26,50,8,0,4,35,9,8,20,7,2
Alexis Bishop,California,0.271,0.403,0.441,0.843,51,150,118,13,32,3,1,5,23,11,15,37,1,0
Maile Olsen,California Baptist,0.271,0.281,0.364,0.646,49,139,129,21,35,9,0,1,17,0,3,16,6,0
Delaney McDilda,Campbell,0.268,0.347,0.394,0.742,53,168,142,16,38,9,0,3,32,5,15,14,1,1
Christie McGee-Ross,Canisius,0.359,0.401,0.423,0.824,47,170,156,28,56,6,2,0,21,0,11,37,23,5
Gianna Fazzolari,Canisius,0.306,0.381,0.503,0.884,49,170,147,22,45,5,0,8,38,5,14,23,0,0
Destiny Falquez,Canisius,0.2,0.348,0.292,0.64,49,163,130,21,26,4,1,2,24,2,28,37,0,0
Tremere Harris,Central Arkansas,0.389,0.469,0.465,0.934,58,219,185,49,72,10,2,0,26,0,28,24,26,1
Kristen Whitehouse,Central Arkansas,0.276,0.3,0.379,0.679,57,181,174,15,48,7,1,3,19,1,5,18,0,0
Brooke Fedison,Central Connecticut,0.277,0.41,0.394,0.804,42,119,94,13,26,6,1,1,8,5,17,30,3,4
Paige Stringer,Central Connecticut,0.285,0.368,0.5,0.868,49,163,144,21,41,10,0,7,23,0,19,52,0,0
Alex Rogers,Central Connecticut,0.188,0.29,0.188,0.478,38,95,80,6,15,0,0,0,6,2,10,23,0,0
Abbey Tolmie,Central Michigan,0.333,0.39,0.41,0.8,53,202,183,39,61,10,2,0,15,4,13,23,4,3
Michaleigh Vallimont,Central Michigan,0.335,0.385,0.447,0.832,51,179,161,19,54,8,2,2,21,3,10,25,3,0
Kailey Snell,Chattanooga,0.273,0.327,0.344,0.672,53,179,154,23,42,4,2,1,17,2,11,26,10,2
Courtney Ball,Georgia Southern,0.217,0.258,0.41,0.668,37,94,83,15,18,3,2,3,15,1,4,19,6,0
Liz Rodebaugh,Chattanooga,0.195,0.242,0.28,0.522,51,135,118,13,23,8,1,0,20,1,8,22,1,0
McKenzie Clark,Clemson,0.328,0.418,0.622,1.04,59,209,180,42,59,13,2,12,34,7,21,29,6,4
Carsten Puckett,College of Charleston,0.174,0.264,0.283,0.547,41,106,92,4,16,1,0,3,10,5,7,23,0,0
Kiera Frascone,Cleveland State,0.202,0.272,0.213,0.485,37,103,94,12,19,1,0,0,8,0,9,19,8,1
Jenna Deang,Cleveland State,0.321,0.382,0.382,0.764,44,149,131,23,42,6,1,0,16,1,12,26,8,4
Payton Ebersole,Coastal Carolina,0.254,0.289,0.41,0.699,50,129,122,18,31,4,0,5,13,0,6,38,1,0
Iyanla De Jesus,Coastal Carolina,0.34,0.39,0.592,0.982,49,164,147,14,50,10,0,9,34,0,14,17,0,0
Riley Zana,Coastal Carolina,0.311,0.356,0.563,0.918,54,183,167,24,52,12,0,10,39,1,11,18,1,0
Kara Fusco,Colgate,0.273,0.326,0.424,0.751,46,146,132,11,36,9,1,3,17,1,10,24,0,0
Elizabeth Nitka,Colgate,0.154,0.198,0.231,0.429,45,100,91,10,14,4,0,1,6,0,5,15,2,0
Shealyn Starks,College of Charleston,0.151,0.189,0.198,0.387,45,112,106,5,16,2,0,1,7,0,5,16,0,0
Mia Dittoe,College of Charleston,0.254,0.286,0.413,0.699,48,148,138,15,35,6,2,4,20,3,4,21,2,0
Hailey Smith,Colorado State,0.352,0.365,0.545,0.91,46,159,145,21,51,15,2,3,40,1,6,30,2,0
Ashley York,Colorado State,0.342,0.359,0.484,0.844,46,167,161,39,55,8,6,1,31,0,5,19,15,2
Jaden Hill,Columbia,0.243,0.296,0.409,0.705,38,130,115,16,28,5,1,4,19,3,6,13,10,2
Sami Barnett,Connecticut,0.329,0.404,0.484,0.888,56,178,155,34,51,6,0,6,25,4,17,34,8,3
Jana Sanden,Connecticut,0.22,0.281,0.373,0.654,56,192,177,21,39,12,0,5,37,3,12,46,2,0
Vanessa Carrizosa,Coppin State,0.288,0.371,0.386,0.757,44,153,132,18,38,9,2,0,19,1,17,17,3,0
Isabella Zalba,Coppin State,0.277,0.388,0.42,0.808,41,135,112,16,31,4,3,2,17,4,17,26,3,1
Shawnee Ronyak,Coppin State,0.271,0.333,0.336,0.67,40,120,107,12,29,3,2,0,13,0,10,22,2,3
Marisa Zorrilla,Cornell,0.144,0.262,0.154,0.416,40,124,104,9,15,1,0,0,5,1,16,30,1,1
Lilly Travieso,Cornell,0.262,0.316,0.344,0.66,40,133,122,5,32,7,0,1,16,4,6,20,0,0
Emma Rosonke,Creighton,0.288,0.336,0.595,0.931,40,126,111,14,32,7,0,9,43,1,9,36,1,0
Alyssa Gappa,Creighton,0.277,0.368,0.475,0.843,38,118,101,14,28,9,1,3,12,6,9,34,1,0
Megan Ward,Illinois,0.315,0.368,0.404,0.772,55,195,178,35,56,16,0,0,25,1,14,15,8,6
Riley Pool,DePaul,0.177,0.377,0.253,0.631,43,112,79,11,14,3,0,1,11,1,25,26,0,0
Nicole Sullivan,DePaul,0.263,0.383,0.467,0.85,53,183,152,34,40,11,1,6,33,2,28,42,3,0
Emily Blum,Delaware,0.219,0.306,0.292,0.597,37,110,96,9,21,5,1,0,12,3,9,9,0,0
Julz Garber,Delaware,0.261,0.341,0.306,0.648,41,132,111,16,29,2,0,1,13,0,14,17,3,4
Kyla Johnson,Delaware State,0.236,0.289,0.292,0.581,37,97,89,10,21,1,2,0,10,1,6,13,3,1
Leena Mortensen,Detroit,0.2,0.262,0.242,0.503,42,130,120,1,24,5,0,0,8,3,7,9,0,0
Rachel Campbell,Utah Tech,0.262,0.339,0.524,0.863,41,118,103,19,27,3,0,8,28,2,11,32,1,0
Oaklee Trapp,Utah Tech,0.239,0.362,0.367,0.729,44,130,109,16,26,8,0,2,21,3,18,31,0,1
MaKayla Rice,Drake,0.261,0.338,0.387,0.725,48,139,119,23,31,5,2,2,20,2,14,33,13,2
Ashley Errico,Drexel,0.272,0.395,0.544,0.939,45,167,136,29,37,5,1,10,35,6,23,31,0,1
Ameryn Humble,Drexel,0.304,0.368,0.357,0.725,40,125,112,19,34,4,1,0,19,0,12,7,0,0
Kelly Torres,Duke,0.361,0.491,0.542,1.033,43,108,83,19,30,6,0,3,18,7,15,8,1,1
Bailey Turnbow,East Tennessee State,0.157,0.223,0.206,0.429,46,113,102,5,16,5,0,0,9,2,7,30,6,4
Brayden Lickey,Fort Wayne,0.211,0.32,0.321,0.641,46,129,109,12,23,6,0,2,14,4,14,39,10,1
Morgan Zuege,Austin Peay,0.279,0.297,0.293,0.59,53,150,140,13,39,2,0,0,8,2,3,8,2,1
Jasmine Miller,Eastern Kentucky,0.255,0.404,0.518,0.922,45,141,110,23,28,5,0,8,24,5,24,29,12,1
Jeanay Riley,Eastern Kentucky,0.214,0.353,0.33,0.683,43,140,112,21,24,7,0,2,10,4,20,27,7,1
Mekayla Frazier,Charlotte,0.297,0.333,0.441,0.775,51,156,145,30,43,11,2,2,16,0,8,23,7,1
Marah Wood,Evansville,0.277,0.348,0.554,0.902,50,164,148,22,41,15,1,8,31,0,16,34,7,1
Alexa Davis,Evansville,0.269,0.359,0.47,0.83,50,153,134,25,36,10,4,3,28,5,14,33,7,1
Avery Goelz,Florida,0.268,0.319,0.349,0.668,64,165,149,23,40,4,1,2,19,3,9,23,1,0
Katie Kistler,Florida,0.354,0.426,0.41,0.836,63,184,161,33,57,4,1,1,24,6,15,16,11,4
Anizya Vargas,Florida A&M,0.202,0.321,0.255,0.577,40,113,94,12,19,5,0,0,5,3,14,12,3,0
Zoey Jones,Florida Atlantic,0.264,0.333,0.431,0.764,52,160,144,17,38,8,2,4,20,2,13,42,0,0
Riley Olson,Florida Atlantic,0.198,0.282,0.271,0.553,44,110,96,9,19,4,0,1,13,3,9,39,1,1
Kaitlyn Cunningham,Florida Atlantic,0.252,0.288,0.34,0.628,54,175,159,24,40,6,1,2,19,0,9,30,11,2
Jahni Kerr,Florida State,0.261,0.297,0.422,0.719,60,193,180,25,47,10,2,5,35,0,10,35,4,2
Kalei Harding,Florida State,0.304,0.371,0.609,0.98,61,210,184,46,56,11,0,15,52,1,21,27,11,1
Michaela Edenfield,Florida State,0.293,0.435,0.624,1.059,61,200,157,36,46,4,0,16,50,2,39,45,1,0
Bailey Enoch,Fordham,0.309,0.436,0.532,0.968,51,172,139,22,43,4,3,7,28,6,26,44,2,0
Keahilele Mattson,Fresno State,0.305,0.437,0.532,0.969,49,174,141,30,43,11,3,5,23,4,29,27,5,0
Avery Lawley,Fresno State,0.256,0.27,0.263,0.533,53,140,133,3,34,1,0,0,15,2,1,12,0,0
Mackenna Steele,Fresno State,0.239,0.309,0.33,0.639,43,99,88,9,21,2,0,2,7,1,8,16,1,0
Ashlee Lykins,Furman,0.293,0.338,0.309,0.647,55,205,191,34,56,1,1,0,10,2,11,25,21,1
Claire Ginder,Texas State,0.261,0.32,0.34,0.66,56,174,153,17,40,5,2,1,26,1,14,27,2,0
Chloe Fabio,Furman,0.132,0.191,0.149,0.34,53,134,121,15,16,2,0,0,6,1,8,29,1,0
Chrissy Fleming,Furman,0.202,0.231,0.231,0.462,44,110,104,8,21,3,0,0,4,2,2,36,2,1
Riley McCurry,Gardner-Webb,0.212,0.264,0.242,0.507,38,106,99,9,21,3,0,0,6,2,5,23,1,0
Marlaina Bozek,George Mason,0.377,0.485,0.449,0.934,50,170,138,25,52,8,1,0,23,4,25,21,11,5
Maddie Spell,George Washington,0.308,0.426,0.471,0.898,43,129,104,20,32,5,0,4,22,2,21,36,0,0
Alexa Williams,George Washington,0.366,0.416,0.671,1.087,50,181,161,43,59,11,1,12,55,1,14,4,5,1
Jayda Kearney,Georgia,0.361,0.446,0.699,1.145,60,195,166,42,60,7,2,15,56,3,24,22,10,3
Ellie Armistead,Georgia,0.238,0.304,0.497,0.8,59,162,143,25,34,3,2,10,27,0,14,21,3,0
Madi Banks,Georgia Southern,0.242,0.273,0.253,0.525,37,104,95,10,23,1,0,0,8,0,4,16,10,2
Carolyn Deady,Georgia State,0.272,0.378,0.496,0.874,50,149,125,15,34,1,0,9,25,1,21,34,1,0
Jin Sileo,Georgia Tech,0.287,0.386,0.36,0.746,56,183,150,37,43,9,1,0,23,2,23,26,18,3
Mallorie Black,Georgia Tech,0.238,0.361,0.331,0.693,56,217,181,36,43,8,0,3,30,7,28,28,2,1
Ta'mya Johnson,Grambling,0.327,0.412,0.398,0.81,34,117,98,23,32,5,1,0,8,1,14,18,15,1
Samantha Saloun,Green Bay,0.294,0.341,0.458,0.799,50,166,153,19,45,4,0,7,28,1,10,19,2,0
Jadin Justman,Green Bay,0.346,0.411,0.571,0.982,49,151,133,24,46,9,0,7,34,0,16,11,8,0
Chandler Mitchell,Hartford,0.245,0.292,0.349,0.641,43,113,106,19,26,4,2,1,6,0,7,37,12,1
Madi Mays,Harvard,0.232,0.349,0.319,0.668,32,88,69,3,16,3,0,1,19,5,9,17,1,0
Mya'liah Bethea,Hawaii,0.178,0.26,0.267,0.527,38,101,90,12,16,2,0,2,11,3,7,24,0,1
Jessica Mott,Holy Cross,0.338,0.392,0.463,0.855,49,177,160,21,54,14,0,2,19,2,13,26,1,0
Claire McCann,Holy Cross,0.277,0.319,0.331,0.65,47,141,130,5,36,4,0,1,18,0,9,12,0,0
Megan Yurchick,Holy Cross,0.268,0.293,0.352,0.645,46,148,142,9,38,6,0,2,12,2,3,14,0,0
Morgan Gilbert,IUPUI,0.207,0.241,0.233,0.474,49,163,150,18,31,2,1,0,9,1,6,22,13,2
Skyler Sethman,Idaho State,0.295,0.378,0.438,0.815,44,136,112,24,33,8,1,2,18,5,10,17,1,1
Reili Gardner,Illinois State,0.301,0.338,0.329,0.666,50,152,143,24,43,2,1,0,13,0,8,30,6,0
Jayden Standish,Illinois State,0.218,0.313,0.364,0.676,44,128,110,15,24,4,0,4,21,1,15,37,0,0
Dee Dee Caskey,Illinois-Chicago,0.281,0.327,0.438,0.764,35,111,96,16,27,6,3,1,15,1,6,12,5,1
Larisa Villa,Illinois-Chicago,0.2,0.265,0.233,0.499,34,98,90,5,18,3,0,0,4,0,8,22,0,1
Avalon Sanchez,Incarnate Word,0.231,0.322,0.469,0.791,46,149,130,14,30,7,0,8,32,6,12,36,0,0
Brooke Benson,Indiana,0.333,0.391,0.579,0.971,49,140,126,25,42,8,1,7,29,7,5,18,8,3
Grace Lorsung,Indiana,0.188,0.297,0.271,0.568,42,101,85,6,16,4,0,1,7,6,8,9,0,0
Isabella Henning,Indiana State,0.379,0.442,0.621,1.062,48,164,145,28,55,12,1,7,40,1,16,20,1,1
Abi Chipps,Indiana State,0.281,0.32,0.309,0.629,52,147,139,24,39,2,1,0,12,2,6,9,5,3
Emma Capuano,Iona,0.252,0.322,0.348,0.67,44,150,135,17,34,7,0,2,8,2,12,34,7,2
Kayla Haywood,Iona,0.226,0.284,0.274,0.558,43,134,124,12,28,3,0,1,19,3,7,29,6,2
Jamie Sheeran,Iona,0.283,0.361,0.56,0.921,49,180,159,27,45,8,0,12,26,2,18,30,2,0
Kaylin Flukey,Iona,0.21,0.282,0.42,0.702,38,111,100,11,21,3,0,6,13,1,9,23,0,0
Marissa Peek,Iowa,0.242,0.296,0.352,0.648,40,99,91,6,22,4,0,2,11,2,5,19,1,0
Denali Loecker,Iowa,0.281,0.373,0.548,0.922,48,158,135,19,38,4,1,10,27,7,14,20,0,0
Lindy Milkowski,Eastern Illinois,0.297,0.389,0.564,0.953,55,191,165,19,49,15,1,9,46,1,24,34,0,1
Brylee Klosterman,Iowa,0.257,0.388,0.351,0.739,52,184,148,33,38,8,0,2,20,4,29,24,10,3
Grace Banes,Iowa,0.229,0.282,0.313,0.595,47,148,131,17,30,7,2,0,21,3,7,17,3,1
Milaysia Ochoa,Iowa State,0.276,0.357,0.442,0.798,55,185,163,30,45,13,1,4,36,6,15,37,8,2
Kaylee Pond,Iowa State,0.248,0.395,0.388,0.783,52,162,129,22,32,8,2,2,15,3,29,29,5,0
Samiyyah Huckabee,Jackson State,0.252,0.309,0.395,0.703,51,165,147,25,37,8,5,1,19,0,13,26,16,2
Allison Bratek,Jacksonville,0.307,0.371,0.496,0.867,46,155,137,22,42,11,3,3,23,2,12,15,3,0
Madison Reynolds,Jacksonville,0.256,0.343,0.355,0.698,40,138,121,20,31,7,1,1,9,4,12,24,10,1
Addie Robinson,Jacksonville State,0.384,0.476,0.744,1.22,43,106,86,17,33,4,0,9,37,5,12,20,0,0
Lauren Bernett,James Madison,0.336,0.397,0.645,1.042,41,121,107,18,36,6,0,9,33,5,7,14,1,1
Hannah Hennessy,James Madison,0.211,0.268,0.389,0.657,36,97,90,13,19,4,0,4,14,2,5,22,1,0
Savanna DesRochers,Kansas,0.296,0.313,0.521,0.834,47,150,142,20,42,9,1,7,26,0,4,27,1,0
Lyric Moore,Kansas,0.342,0.386,0.523,0.908,52,167,155,28,53,13,3,3,23,4,7,27,3,3
Marina Karnes,Kansas City,0.267,0.345,0.337,0.682,41,113,101,10,27,4,0,1,10,1,11,24,0,0
Katelyn Garcia,Kansas City,0.11,0.264,0.132,0.396,45,116,91,7,10,2,0,0,7,1,18,21,1,2
Kiera Cooper,Kennesaw State,0.293,0.349,0.481,0.831,47,147,133,21,39,10,0,5,18,1,11,25,5,3
Emily Lippe,Kent State,0.222,0.333,0.528,0.861,43,129,108,9,24,6,0,9,27,3,15,31,0,0
Erin Coffel,Kentucky,0.423,0.482,0.871,1.353,56,191,163,44,69,11,1,20,68,3,20,17,6,3
Laney Roos,Northwestern State,0.365,0.431,0.547,0.978,51,182,159,31,58,11,0,6,32,4,16,11,0,1
Danieca Coffey,LSU,0.379,0.457,0.474,0.93,57,220,190,44,72,9,3,1,26,1,27,26,10,2
Ali Newland,LSU,0.284,0.342,0.491,0.834,55,185,169,26,48,12,1,7,35,4,11,12,5,1
Paige Sandidge,Lafayette,0.146,0.207,0.223,0.431,37,113,103,10,15,2,0,2,13,1,7,31,4,0
Audry Fleming,Lamar,0.226,0.276,0.391,0.667,48,149,133,25,30,3,2,5,26,1,9,35,1,0
Hayley Freudenberg,Lamar,0.212,0.357,0.308,0.664,46,131,104,13,22,2,1,2,9,3,21,13,0,1
Jaylyn Davis,Prairie View,0.306,0.409,0.59,0.998,49,159,134,25,41,4,2,10,35,3,21,28,3,0
Kaylee Ancelot,Lamar,0.257,0.372,0.419,0.791,49,164,136,9,35,7,0,5,25,1,25,21,0,0
Brooke Cannon,Lehigh,0.316,0.38,0.387,0.767,52,174,155,22,49,8,0,1,16,0,16,31,14,2
Amanda Greaney,Lehigh,0.204,0.361,0.312,0.673,41,122,93,9,19,7,0,1,14,0,24,27,0,0
Megan Hodum,Austin Peay,0.303,0.351,0.36,0.71,53,196,178,42,54,2,4,0,12,2,11,12,18,3
Mary Claire Wilson,Liberty,0.313,0.388,0.46,0.848,56,172,150,36,47,7,3,3,30,3,16,27,12,3
Devyn Howard,Liberty,0.314,0.417,0.495,0.912,62,230,188,53,59,10,0,8,32,0,37,23,1,3
Kayley DeVivi,Longwood,0.326,0.401,0.488,0.89,49,151,129,25,42,7,1,4,22,4,13,27,5,1
Lauren Fox,Longwood,0.231,0.285,0.252,0.537,53,159,147,23,34,3,0,0,12,0,11,23,9,3
Caroline Easom,Louisiana Tech,0.256,0.349,0.35,0.699,59,217,180,25,46,8,0,3,36,1,27,16,0,0
Amanda Gonzalez,Louisiana Tech,0.37,0.467,0.624,1.091,59,201,165,36,61,10,4,8,32,19,11,29,9,0
Vanessa Miller,Louisville,0.286,0.359,0.505,0.864,41,118,105,22,30,4,2,5,16,3,9,29,5,1
Teagan Sopczak,Loyola Chicago,0.188,0.244,0.214,0.458,46,123,112,10,21,1,1,0,9,1,8,24,3,2
Alyssa Daniell,Loyola Marymount,0.357,0.394,0.587,0.981,54,160,143,31,51,10,1,7,28,3,7,12,2,0
Megan Hedlund,Manhattan,0.245,0.325,0.509,0.834,42,126,110,16,27,5,0,8,25,3,11,25,0,0
Alyssa Grupp,Marist,0.342,0.403,0.475,0.878,42,135,120,20,41,9,2,1,15,3,10,8,10,0
Miah McDonald,Marist,0.379,0.44,0.621,1.061,54,184,161,37,61,10,4,7,47,2,18,29,23,1
Paige Halliwill,Southeast Missouri,0.27,0.355,0.48,0.835,54,174,148,35,40,7,0,8,36,10,10,21,11,1
Kat Sackett,Southeast Missouri,0.244,0.279,0.339,0.618,51,137,127,17,31,6,0,2,21,3,4,13,1,0
Ruby Butler,Maryland,0.248,0.356,0.319,0.675,47,135,113,16,28,6,1,0,14,3,16,17,10,2
Michaela Jones,Maryland,0.305,0.384,0.473,0.857,52,159,131,22,40,7,0,5,25,6,12,23,6,0
Haley Ellefson,Maryland,0.231,0.294,0.38,0.674,44,119,108,14,25,7,0,3,18,3,7,24,9,0
Jaeda McFarland,Maryland,0.317,0.347,0.458,0.804,43,152,142,30,45,8,3,2,23,2,5,25,16,5
Megan Mikami,Maryland,0.323,0.378,0.385,0.763,49,181,161,36,52,5,1,1,18,9,7,15,30,0
Chloe Gomez,McNeese,0.264,0.362,0.318,0.68,46,128,110,16,29,4,1,0,18,4,13,16,5,1
Annie Potter,Mercer,0.26,0.314,0.361,0.674,55,189,169,21,44,10,2,1,22,3,11,17,0,0
Alyssa Woods,Mercer,0.312,0.375,0.362,0.737,47,153,138,24,43,3,2,0,11,1,13,21,5,5
Sarah Reisler,Merrimack,0.336,0.428,0.37,0.797,42,143,119,27,40,4,0,0,9,2,17,21,8,4
Karli Spaid,Miami (OH),0.407,0.484,0.921,1.405,58,221,189,67,77,9,2,28,70,3,27,39,13,4
Zaquai Dumas,Michigan State,0.184,0.265,0.448,0.714,44,99,87,16,16,2,0,7,14,0,10,20,1,1
Alexis Barroso,Michigan State,0.315,0.363,0.406,0.769,51,160,143,6,45,5,1,2,25,6,6,22,1,1
Shelby Sargent,Middle Tennessee,0.214,0.27,0.267,0.537,53,147,131,16,28,5,1,0,8,0,10,14,5,0
Amaya Harris,Middle Tennessee,0.314,0.39,0.377,0.767,53,188,159,20,50,4,0,2,12,8,13,17,9,4
Sara Kinch,Minnesota,0.233,0.305,0.425,0.73,52,169,146,16,34,7,0,7,36,5,11,43,0,0
Chloe Evans,Minnesota,0.318,0.422,0.611,1.034,54,189,157,35,50,11,1,11,46,3,26,32,6,1
Jenna Laird,Missouri,0.342,0.4,0.513,0.913,60,221,199,44,68,11,4,5,20,5,15,26,22,3
Alex Honnold,Missouri,0.282,0.371,0.418,0.789,60,194,170,25,48,11,3,2,17,6,18,24,5,1
Annie Mueller,Missouri State,0.167,0.224,0.315,0.539,42,118,108,6,18,7,0,3,16,2,6,29,1,0
Skyler Shaw,Missouri State,0.182,0.294,0.205,0.499,42,105,88,12,16,0,1,0,5,2,12,31,10,2
Julia Thuer,Monmouth,0.219,0.348,0.305,0.653,49,155,128,10,28,8,0,1,12,2,24,34,1,0
Abby Warner,Monmouth,0.167,0.273,0.292,0.565,47,141,120,7,20,0,0,5,18,8,10,38,2,0
Mia Ewell,Morgan State,0.351,0.404,0.545,0.949,46,172,154,36,54,10,7,2,26,7,8,15,25,7
Taylor Jackson,Murray State,0.236,0.325,0.371,0.696,54,161,140,9,33,7,0,4,25,2,17,27,0,0
Kaylee Lambrecht,NC State,0.263,0.351,0.441,0.793,56,205,179,38,47,8,0,8,27,2,23,29,7,2
Mia Misasi,Nevada,0.22,0.29,0.264,0.554,40,102,91,23,20,4,0,0,5,3,6,22,2,0
Antuanett Dean,Cal State Fullerton,0.305,0.321,0.359,0.68,54,132,128,22,39,3,2,0,6,0,3,43,20,2
Jillian Taylor,New Mexico State,0.376,0.448,0.616,1.064,41,145,125,38,47,9,0,7,24,3,14,25,10,1
Samantha Hare,Niagara,0.305,0.379,0.458,0.836,40,133,118,20,36,6,0,4,26,2,12,17,2,0
Maggie Kellner,Niagara,0.303,0.351,0.41,0.761,40,131,122,8,37,13,0,0,17,0,9,18,0,0
Samantha Gwiazda,Nicholls,0.222,0.272,0.317,0.59,48,138,126,21,28,4,1,2,16,2,7,21,8,2
Alexa Poche',Nicholls,0.266,0.296,0.476,0.772,48,154,143,17,38,6,0,8,29,4,3,41,1,1
Lulu Vazquez,Nicholls,0.25,0.33,0.38,0.711,39,104,92,13,23,8,2,0,10,4,7,18,0,0
Haven Kirby,North Alabama,0.32,0.363,0.58,0.943,60,183,169,31,54,10,2,10,36,1,11,15,11,1
Sidney Bevis,North Alabama,0.278,0.354,0.348,0.701,58,215,187,40,52,8,1,1,16,4,19,22,4,0
Emma Broadfoot,North Alabama,0.388,0.484,0.64,1.124,60,214,178,41,69,15,0,10,61,3,31,23,1,0
Kiannah Pierce,North Carolina,0.306,0.342,0.417,0.759,42,115,108,5,33,8,2,0,19,1,5,14,1,0
Skyler Brooks,North Carolina,0.328,0.366,0.35,0.716,51,151,137,25,45,1,1,0,5,1,7,19,16,7
Alyxx Estrada,North Carolina A&T,0.24,0.356,0.281,0.637,47,150,121,15,29,5,0,0,19,2,21,23,3,2
Kayla Taylor,North Carolina A&T,0.139,0.227,0.19,0.417,37,88,79,4,11,1,0,1,5,0,9,44,1,0
Emilee Buringa,North Dakota State,0.296,0.415,0.497,0.911,53,194,159,44,47,9,1,7,37,6,27,35,8,3
Molly Gates,North Dakota State,0.307,0.378,0.448,0.826,48,187,163,40,50,14,3,1,24,1,19,29,7,1
Reanna Rudd,North Dakota State,0.25,0.351,0.518,0.869,42,131,112,18,28,4,1,8,26,3,15,20,0,0
Abi Annett,North Florida,0.257,0.292,0.441,0.733,53,146,136,14,35,7,0,6,29,0,7,16,2,0
Lexi Cobb,North Texas,0.397,0.477,0.596,1.073,49,174,151,43,60,12,0,6,24,1,22,14,9,2
Mikayla Smith,North Texas,0.206,0.308,0.365,0.673,52,148,126,18,26,6,1,4,24,0,19,26,6,1
Ashlyn Walker,North Texas,0.229,0.333,0.323,0.656,42,113,96,10,22,6,0,1,5,4,11,11,2,0
Kailey Gamble,North Texas,0.327,0.409,0.693,1.102,53,181,153,30,50,8,0,16,52,0,24,38,2,0
Kalei Christensen,North Texas,0.304,0.376,0.583,0.959,53,190,168,36,51,12,1,11,48,6,14,24,12,1
Brooke Snider,Northern Iowa,0.216,0.303,0.402,0.704,43,120,102,14,22,4,0,5,22,1,13,30,5,1
Daryn Lamprecht,Northern Iowa,0.254,0.315,0.517,0.832,44,130,118,14,30,7,0,8,25,3,8,23,2,0
Emmy Wells,Northern Iowa,0.309,0.439,0.829,1.268,46,155,123,24,38,7,0,19,51,2,28,31,0,0
Maddie Lacer,Northern Kentucky,0.215,0.263,0.302,0.565,54,163,149,11,32,7,0,2,15,3,7,32,3,0
Ella LeMonier,Northern Kentucky,0.221,0.274,0.238,0.513,56,194,172,27,38,1,1,0,5,1,12,18,18,3
Sophie Margelot,Northern Kentucky,0.155,0.228,0.172,0.401,52,132,116,12,18,2,0,0,11,3,8,32,4,0
Hannah Cady,Northwestern,0.284,0.354,0.515,0.869,58,192,169,29,48,7,1,10,38,11,9,36,1,0
Taylor Williams,Northwestern State,0.26,0.331,0.32,0.651,51,175,150,27,39,7,1,0,10,3,13,26,8,0
